,Precio,VN,PXQ,Hora,Min,Segundo,Mayor,Menor,Igual,Variac c resp a precio operado anterior
9338.00,14.15,5000.00,70750.00,12.00,23.00,9.00,0.00,0.00,1.00,0.00
9339.00,14.15,5241.00,74160.15,12.00,23.00,9.00,0.00,0.00,1.00,0.00
9340.00,14.15,9640.00,136406.00,12.00,23.00,9.00,0.00,0.00,1.00,0.00
9341.00,14.25,1000.00,14250.00,12.00,23.00,9.00,1.00,0.00,0.00,1.00
9342.00,14.20,333.00,4728.60,12.00,23.00,9.00,0.00,1.00,0.00,-1.00
9343.00,14.15,9423.00,133335.45,12.00,23.00,9.00,0.00,1.00,0.00,-1.00
9344.00,14.25,50000.00,712500.00,12.00,23.00,17.00,1.00,0.00,0.00,1.00
9345.00,14.25,50000.00,712500.00,12.00,23.00,26.00,0.00,0.00,1.00,0.00
9346.00,14.25,600.00,8550.00,12.00,24.00,8.00,0.00,0.00,1.00,0.00
9347.00,14.25,100000.00,1425000.00,12.00,24.00,13.00,0.00,0.00,1.00,0.00
9348.00,14.25,50000.00,712500.00,12.00,24.00,17.00,0.00,0.00,1.00,0.00
9349.00,14.25,3000.00,42750.00,12.00,24.00,19.00,0.00,0.00,1.00,0.00
9350.00,14.25,36263.00,516747.75,12.00,24.00,21.00,0.00,0.00,1.00,0.00
9351.00,14.15,5.00,70.75,12.00,27.00,35.00,0.00,1.00,0.00,-1.00
9352.00,14.25,684.00,9747.00,12.00,28.00,7.00,1.00,0.00,0.00,1.00
9353.00,14.15,350.00,4952.50,12.00,29.00,41.00,0.00,1.00,0.00,-1.00
9354.00,14.15,348.00,4924.20,12.00,29.00,41.00,0.00,0.00,1.00,0.00
9355.00,14.15,2.00,28.30,12.00,29.00,45.00,0.00,0.00,1.00,0.00
9356.00,14.10,5.00,70.50,12.00,32.00,45.00,0.00,1.00,0.00,-1.00
9357.00,14.25,1038.00,14791.50,12.00,36.00,52.00,1.00,0.00,0.00,1.00
9358.00,14.25,162.00,2308.50,12.00,36.00,52.00,0.00,0.00,1.00,0.00
9359.00,14.25,4000.00,57000.00,12.00,37.00,11.00,0.00,0.00,1.00,0.00
9360.00,14.25,4800.00,68400.00,12.00,43.00,40.00,0.00,0.00,1.00,0.00
9361.00,14.25,10354.00,147544.50,12.00,44.00,27.00,0.00,0.00,1.00,0.00
9362.00,14.25,8300.00,118275.00,12.00,44.00,27.00,0.00,0.00,1.00,0.00
9363.00,14.30,1590.00,22737.00,12.00,45.00,5.00,1.00,0.00,0.00,1.00
9364.00,14.30,200.00,2860.00,12.00,46.00,12.00,0.00,0.00,1.00,0.00
9365.00,14.30,250.00,3575.00,12.00,46.00,55.00,0.00,0.00,1.00,0.00
9366.00,14.25,1000.00,14250.00,12.00,48.00,6.00,0.00,1.00,0.00,-1.00
9367.00,14.25,300.00,4275.00,12.00,49.00,24.00,0.00,0.00,1.00,0.00
9368.00,14.25,190.00,2707.50,12.00,49.00,30.00,0.00,0.00,1.00,0.00
9369.00,14.30,3.00,42.90,12.00,52.00,12.00,1.00,0.00,0.00,1.00
9370.00,14.30,19600.00,280280.00,12.00,53.00,51.00,0.00,0.00,1.00,0.00
9371.00,14.30,1500.00,21450.00,12.00,53.00,51.00,0.00,0.00,1.00,0.00
9372.00,14.30,4000.00,57200.00,12.00,53.00,51.00,0.00,0.00,1.00,0.00
9373.00,14.30,4748.00,67896.40,12.00,53.00,51.00,0.00,0.00,1.00,0.00
9374.00,14.30,728.00,10410.40,12.00,53.00,51.00,0.00,0.00,1.00,0.00
9375.00,14.30,1400.00,20020.00,12.00,53.00,51.00,0.00,0.00,1.00,0.00
9376.00,14.35,2500.00,35875.00,12.00,55.00,48.00,1.00,0.00,0.00,1.00
9377.00,14.35,5000.00,71750.00,12.00,55.00,48.00,0.00,0.00,1.00,0.00
9378.00,14.30,454.00,6492.20,12.00,57.00,12.00,0.00,1.00,0.00,-1.00
9379.00,14.30,100.00,1430.00,12.00,57.00,20.00,0.00,0.00,1.00,0.00
9380.00,14.25,12.00,171.00,12.00,57.00,21.00,0.00,1.00,0.00,-1.00
9381.00,14.30,2068.00,29572.40,13.00,0.00,41.00,1.00,0.00,0.00,1.00
9382.00,14.30,1498.00,21421.40,13.00,1.00,23.00,0.00,0.00,1.00,0.00
9383.00,14.25,10.00,142.50,13.00,1.00,35.00,0.00,1.00,0.00,-1.00
9384.00,14.30,485.00,6935.50,13.00,1.00,49.00,1.00,0.00,0.00,1.00
9385.00,14.30,1000.00,14300.00,13.00,4.00,59.00,0.00,0.00,1.00,0.00
9386.00,14.25,26.00,370.50,13.00,5.00,7.00,0.00,1.00,0.00,-1.00
9387.00,14.30,2500.00,35750.00,13.00,5.00,52.00,1.00,0.00,0.00,1.00
9388.00,14.30,1525.00,21807.50,13.00,6.00,7.00,0.00,0.00,1.00,0.00
9389.00,14.30,294.00,4204.20,13.00,6.00,7.00,0.00,0.00,1.00,0.00
9390.00,14.30,2181.00,31188.30,13.00,6.00,7.00,0.00,0.00,1.00,0.00
9391.00,14.25,34.00,484.50,13.00,6.00,30.00,0.00,1.00,0.00,-1.00
9392.00,14.30,26.00,371.80,13.00,7.00,19.00,1.00,0.00,0.00,1.00
9393.00,14.25,30.00,427.50,13.00,8.00,6.00,0.00,1.00,0.00,-1.00
9394.00,14.25,1900.00,27075.00,13.00,8.00,23.00,0.00,0.00,1.00,0.00
9395.00,14.25,600.00,8550.00,13.00,8.00,23.00,0.00,0.00,1.00,0.00
9396.00,14.25,270.00,3847.50,13.00,8.00,29.00,0.00,0.00,1.00,0.00
9397.00,14.30,30.00,429.00,13.00,10.00,18.00,1.00,0.00,0.00,1.00
9398.00,14.30,5000.00,71500.00,13.00,11.00,32.00,0.00,0.00,1.00,0.00
9399.00,14.25,3.00,42.75,13.00,11.00,49.00,0.00,1.00,0.00,-1.00
9400.00,14.30,4896.00,70012.80,13.00,15.00,4.00,1.00,0.00,0.00,1.00
9401.00,14.30,530.00,7579.00,13.00,15.00,4.00,0.00,0.00,1.00,0.00
9402.00,14.30,4574.00,65408.20,13.00,15.00,4.00,0.00,0.00,1.00,0.00
9403.00,14.25,59.00,840.75,13.00,17.00,27.00,0.00,1.00,0.00,-1.00
9404.00,14.30,6602.00,94408.60,13.00,17.00,35.00,1.00,0.00,0.00,1.00
9405.00,14.30,9630.00,137709.00,13.00,17.00,35.00,0.00,0.00,1.00,0.00
9406.00,14.30,210.00,3003.00,13.00,19.00,36.00,0.00,0.00,1.00,0.00
9407.00,14.25,126.00,1795.50,13.00,22.00,15.00,0.00,1.00,0.00,-1.00
9408.00,14.30,7000.00,100100.00,13.00,26.00,36.00,1.00,0.00,0.00,1.00
9409.00,14.30,221.00,3160.30,13.00,26.00,40.00,0.00,0.00,1.00,0.00
9410.00,14.35,37.00,530.95,13.00,26.00,48.00,1.00,0.00,0.00,1.00
9411.00,14.30,200.00,2860.00,13.00,27.00,6.00,0.00,1.00,0.00,-1.00
9412.00,14.25,8.00,114.00,13.00,27.00,48.00,0.00,1.00,0.00,-1.00
9413.00,14.35,1200.00,17220.00,13.00,30.00,23.00,1.00,0.00,0.00,1.00
9414.00,14.35,1000.00,14350.00,13.00,30.00,52.00,0.00,0.00,1.00,0.00
9415.00,14.35,263.00,3774.05,13.00,32.00,1.00,0.00,0.00,1.00,0.00
9416.00,14.35,696.00,9987.60,13.00,32.00,25.00,0.00,0.00,1.00,0.00
9417.00,14.25,7.00,99.75,13.00,32.00,32.00,0.00,1.00,0.00,-1.00
9418.00,14.30,2700.00,38610.00,13.00,33.00,24.00,1.00,0.00,0.00,1.00
9419.00,14.25,33.00,470.25,13.00,34.00,49.00,0.00,1.00,0.00,-1.00
9420.00,14.30,700.00,10010.00,13.00,35.00,52.00,1.00,0.00,0.00,1.00
9421.00,14.30,2000.00,28600.00,13.00,42.00,48.00,0.00,0.00,1.00,0.00
9422.00,14.30,900.00,12870.00,13.00,44.00,26.00,0.00,0.00,1.00,0.00
9423.00,14.30,1100.00,15730.00,13.00,44.00,32.00,0.00,0.00,1.00,0.00
9424.00,14.25,26.00,370.50,13.00,44.00,41.00,0.00,1.00,0.00,-1.00
9425.00,14.35,26.00,373.10,13.00,46.00,13.00,1.00,0.00,0.00,1.00
9426.00,14.35,100.00,1435.00,13.00,46.00,59.00,0.00,0.00,1.00,0.00
9427.00,14.30,26.00,371.80,13.00,50.00,24.00,0.00,1.00,0.00,-1.00
9428.00,14.35,18.00,258.30,13.00,53.00,31.00,1.00,0.00,0.00,1.00
9429.00,14.35,684.00,9815.40,13.00,55.00,38.00,0.00,0.00,1.00,0.00
9430.00,14.35,641.00,9198.35,13.00,55.00,47.00,0.00,0.00,1.00,0.00
9431.00,14.35,6000.00,86100.00,13.00,56.00,30.00,0.00,0.00,1.00,0.00
9432.00,14.35,3939.00,56524.65,13.00,56.00,56.00,0.00,0.00,1.00,0.00
9433.00,14.35,433.00,6213.55,13.00,56.00,56.00,0.00,0.00,1.00,0.00
9434.00,14.35,1300.00,18655.00,13.00,57.00,31.00,0.00,0.00,1.00,0.00
9435.00,14.35,3500.00,50225.00,13.00,57.00,31.00,0.00,0.00,1.00,0.00
9436.00,14.35,1371.00,19673.85,13.00,58.00,43.00,0.00,0.00,1.00,0.00
9437.00,14.30,44.00,629.20,14.00,0.00,24.00,0.00,1.00,0.00,-1.00
9438.00,14.30,1000.00,14300.00,14.00,6.00,3.00,0.00,0.00,1.00,0.00
9439.00,14.35,5000.00,71750.00,14.00,6.00,39.00,1.00,0.00,0.00,1.00
9440.00,14.35,67.00,961.45,14.00,7.00,2.00,0.00,0.00,1.00,0.00
9441.00,14.35,933.00,13388.55,14.00,7.00,2.00,0.00,0.00,1.00,0.00
9442.00,14.30,1395.00,19948.50,14.00,8.00,13.00,0.00,1.00,0.00,-1.00
9443.00,14.35,1000.00,14350.00,14.00,8.00,13.00,1.00,0.00,0.00,1.00
9444.00,14.30,4160.00,59488.00,14.00,8.00,13.00,0.00,1.00,0.00,-1.00
9445.00,14.30,3000.00,42900.00,14.00,8.00,13.00,0.00,0.00,1.00,0.00
9446.00,14.30,1540.00,22022.00,14.00,8.00,13.00,0.00,0.00,1.00,0.00
9447.00,14.30,9905.00,141641.50,14.00,8.00,13.00,0.00,0.00,1.00,0.00
9448.00,14.30,4865.00,69569.50,14.00,12.00,35.00,0.00,0.00,1.00,0.00
9449.00,14.25,15.00,213.75,14.00,14.00,56.00,0.00,1.00,0.00,-1.00
9450.00,14.35,15.00,215.25,14.00,21.00,7.00,1.00,0.00,0.00,1.00
9451.00,14.35,11089.00,159127.15,14.00,21.00,31.00,0.00,0.00,1.00,0.00
9452.00,14.35,3911.00,56122.85,14.00,21.00,31.00,0.00,0.00,1.00,0.00
9453.00,14.35,100.00,1435.00,14.00,21.00,44.00,0.00,0.00,1.00,0.00
9454.00,14.35,2500.00,35875.00,14.00,24.00,4.00,0.00,0.00,1.00,0.00
9455.00,14.25,1266.00,18040.50,14.00,26.00,36.00,0.00,1.00,0.00,-1.00
9456.00,14.25,22151.00,315651.75,14.00,26.00,36.00,0.00,0.00,1.00,0.00
9457.00,14.25,730.00,10402.50,14.00,26.00,36.00,0.00,0.00,1.00,0.00
9458.00,14.25,701.00,9989.25,14.00,26.00,36.00,0.00,0.00,1.00,0.00
9459.00,14.25,526.00,7495.50,14.00,26.00,36.00,0.00,0.00,1.00,0.00
9460.00,14.25,3500.00,49875.00,14.00,26.00,36.00,0.00,0.00,1.00,0.00
9461.00,14.25,1126.00,16045.50,14.00,26.00,36.00,0.00,0.00,1.00,0.00
9462.00,14.30,693.00,9909.90,14.00,26.00,49.00,1.00,0.00,0.00,1.00
9463.00,14.30,1750.00,25025.00,14.00,29.00,31.00,0.00,0.00,1.00,0.00
9464.00,14.35,126.00,1808.10,14.00,32.00,4.00,1.00,0.00,0.00,1.00
9465.00,14.35,1835.00,26332.25,14.00,33.00,27.00,0.00,0.00,1.00,0.00
9466.00,14.35,100.00,1435.00,14.00,33.00,27.00,0.00,0.00,1.00,0.00
9467.00,14.35,2.00,28.70,14.00,33.00,27.00,0.00,0.00,1.00,0.00
9468.00,14.35,3363.00,48259.05,14.00,33.00,27.00,0.00,0.00,1.00,0.00
9469.00,14.35,2700.00,38745.00,14.00,33.00,37.00,0.00,0.00,1.00,0.00
9470.00,14.35,1517.00,21768.95,14.00,33.00,38.00,0.00,0.00,1.00,0.00
9471.00,14.35,2.00,28.70,14.00,33.00,38.00,0.00,0.00,1.00,0.00
9472.00,14.35,7569.00,108615.15,14.00,33.00,38.00,0.00,0.00,1.00,0.00
9473.00,14.35,3996.00,57342.60,14.00,33.00,38.00,0.00,0.00,1.00,0.00
9474.00,14.35,10000.00,143500.00,14.00,33.00,38.00,0.00,0.00,1.00,0.00
9475.00,14.40,26.00,374.40,14.00,34.00,29.00,1.00,0.00,0.00,1.00
9476.00,14.40,244.00,3513.60,14.00,35.00,9.00,0.00,0.00,1.00,0.00
9477.00,14.40,800.00,11520.00,14.00,35.00,9.00,0.00,0.00,1.00,0.00
9478.00,14.40,295.00,4248.00,14.00,35.00,9.00,0.00,0.00,1.00,0.00
9479.00,14.40,800.00,11520.00,14.00,35.00,9.00,0.00,0.00,1.00,0.00
9480.00,14.40,2500.00,36000.00,14.00,35.00,9.00,0.00,0.00,1.00,0.00
9481.00,14.40,1000.00,14400.00,14.00,36.00,23.00,0.00,0.00,1.00,0.00
9482.00,14.40,1500.00,21600.00,14.00,36.00,36.00,0.00,0.00,1.00,0.00
9483.00,14.40,1500.00,21600.00,14.00,37.00,45.00,0.00,0.00,1.00,0.00
9484.00,14.35,11759.00,168741.65,14.00,41.00,15.00,0.00,1.00,0.00,-1.00
9485.00,14.40,4000.00,57600.00,14.00,43.00,4.00,1.00,0.00,0.00,1.00
9486.00,14.40,1000.00,14400.00,14.00,43.00,4.00,0.00,0.00,1.00,0.00
9487.00,14.40,348.00,5011.20,14.00,44.00,58.00,0.00,0.00,1.00,0.00
9488.00,14.40,652.00,9388.80,14.00,51.00,38.00,0.00,0.00,1.00,0.00
9489.00,14.40,1848.00,26611.20,14.00,51.00,38.00,0.00,0.00,1.00,0.00
9490.00,14.40,652.00,9388.80,14.00,51.00,48.00,0.00,0.00,1.00,0.00
9491.00,14.40,3700.00,53280.00,14.00,54.00,3.00,0.00,0.00,1.00,0.00
9492.00,14.40,100.00,1440.00,14.00,55.00,26.00,0.00,0.00,1.00,0.00
9493.00,14.40,1200.00,17280.00,14.00,58.00,23.00,0.00,0.00,1.00,0.00
9494.00,14.40,800.00,11520.00,14.00,58.00,23.00,0.00,0.00,1.00,0.00
9495.00,14.35,250.00,3587.50,14.00,58.00,34.00,0.00,1.00,0.00,-1.00
9496.00,14.40,1700.00,24480.00,14.00,59.00,10.00,1.00,0.00,0.00,1.00
9497.00,14.40,125.00,1800.00,14.00,59.00,10.00,0.00,0.00,1.00,0.00
9498.00,14.40,158.00,2275.20,14.00,59.00,10.00,0.00,0.00,1.00,0.00
9499.00,14.40,4842.00,69724.80,14.00,59.00,15.00,0.00,0.00,1.00,0.00
9500.00,14.40,2500.00,36000.00,14.00,59.00,15.00,0.00,0.00,1.00,0.00
9501.00,14.40,256.00,3686.40,14.00,59.00,15.00,0.00,0.00,1.00,0.00
9502.00,14.40,402.00,5788.80,14.00,59.00,15.00,0.00,0.00,1.00,0.00
9503.00,14.40,4722.00,67996.80,14.00,59.00,54.00,0.00,0.00,1.00,0.00
9504.00,14.40,1000.00,14400.00,15.00,1.00,54.00,0.00,0.00,1.00,0.00
9505.00,14.40,2500.00,36000.00,15.00,1.00,54.00,0.00,0.00,1.00,0.00
9506.00,14.40,278.00,4003.20,15.00,1.00,54.00,0.00,0.00,1.00,0.00
9507.00,14.40,846.00,12182.40,15.00,1.00,54.00,0.00,0.00,1.00,0.00
9508.00,14.40,376.00,5414.40,15.00,1.00,54.00,0.00,0.00,1.00,0.00
9509.00,14.40,763.00,10987.20,15.00,7.00,51.00,0.00,0.00,1.00,0.00
9510.00,14.40,1000.00,14400.00,15.00,9.00,18.00,0.00,0.00,1.00,0.00
9511.00,14.40,2500.00,36000.00,15.00,9.00,18.00,0.00,0.00,1.00,0.00
9512.00,14.40,1207.00,17380.80,15.00,9.00,18.00,0.00,0.00,1.00,0.00
9513.00,14.40,3237.00,46612.80,15.00,9.00,18.00,0.00,0.00,1.00,0.00
9514.00,14.35,446.00,6400.10,15.00,10.00,35.00,0.00,1.00,0.00,-1.00
9515.00,14.35,1533.00,21998.55,15.00,10.00,35.00,0.00,0.00,1.00,0.00
9516.00,14.35,639.00,9169.65,15.00,10.00,35.00,0.00,0.00,1.00,0.00
9517.00,14.35,261.00,3745.35,15.00,10.00,40.00,0.00,0.00,1.00,0.00
9518.00,14.35,900.00,12915.00,15.00,11.00,33.00,0.00,0.00,1.00,0.00
9519.00,14.40,3000.00,43200.00,15.00,18.00,41.00,1.00,0.00,0.00,1.00
9520.00,14.40,1417.00,20404.80,15.00,19.00,17.00,0.00,0.00,1.00,0.00
9521.00,14.40,2500.00,36000.00,15.00,19.00,17.00,0.00,0.00,1.00,0.00
9522.00,14.40,4083.00,58795.20,15.00,19.00,17.00,0.00,0.00,1.00,0.00
9523.00,14.40,300.00,4320.00,15.00,19.00,51.00,0.00,0.00,1.00,0.00
9524.00,14.45,230.00,3323.50,15.00,23.00,42.00,1.00,0.00,0.00,1.00
9525.00,14.40,270.00,3888.00,15.00,23.00,42.00,0.00,1.00,0.00,-1.00
9526.00,14.40,50.00,720.00,15.00,26.00,6.00,0.00,0.00,1.00,0.00
9527.00,14.40,2000.00,28800.00,15.00,28.00,53.00,0.00,0.00,1.00,0.00
9528.00,14.40,520.00,7488.00,15.00,29.00,17.00,0.00,0.00,1.00,0.00
9529.00,14.40,2950.00,42480.00,15.00,29.00,17.00,0.00,0.00,1.00,0.00
9530.00,14.40,480.00,6912.00,15.00,31.00,43.00,0.00,0.00,1.00,0.00
9531.00,14.40,220.00,3168.00,15.00,31.00,43.00,0.00,0.00,1.00,0.00
9532.00,14.40,700.00,10080.00,15.00,31.00,59.00,0.00,0.00,1.00,0.00
9533.00,14.40,280.00,4032.00,15.00,31.00,59.00,0.00,0.00,1.00,0.00
9534.00,14.40,300.00,4320.00,15.00,35.00,22.00,0.00,0.00,1.00,0.00
9535.00,14.40,600.00,8640.00,15.00,35.00,22.00,0.00,0.00,1.00,0.00
9536.00,14.40,1100.00,15840.00,15.00,35.00,22.00,0.00,0.00,1.00,0.00
9537.00,14.40,1000.00,14400.00,15.00,37.00,9.00,0.00,0.00,1.00,0.00
9538.00,14.40,1000.00,14400.00,15.00,37.00,9.00,0.00,0.00,1.00,0.00
9539.00,14.40,1000.00,14400.00,15.00,40.00,51.00,0.00,0.00,1.00,0.00
9540.00,14.40,1000.00,14400.00,15.00,45.00,46.00,0.00,0.00,1.00,0.00
9541.00,14.45,126.00,1820.70,15.00,45.00,50.00,1.00,0.00,0.00,1.00
9542.00,14.40,110.00,1584.00,15.00,48.00,5.00,0.00,1.00,0.00,-1.00
9543.00,14.40,2490.00,35856.00,15.00,48.00,5.00,0.00,0.00,1.00,0.00
9544.00,14.40,10.00,144.00,15.00,48.00,27.00,0.00,0.00,1.00,0.00
9545.00,14.40,10474.00,150825.60,15.00,48.00,27.00,0.00,0.00,1.00,0.00
9546.00,14.45,400.00,5780.00,15.00,51.00,34.00,1.00,0.00,0.00,1.00
9547.00,14.45,10000.00,144500.00,15.00,55.00,27.00,0.00,0.00,1.00,0.00
9548.00,14.45,2000.00,28900.00,15.00,55.00,27.00,0.00,0.00,1.00,0.00
9549.00,14.45,10000.00,144500.00,15.00,55.00,36.00,0.00,0.00,1.00,0.00
9550.00,14.40,9516.00,137030.40,15.00,57.00,17.00,0.00,1.00,0.00,-1.00
9551.00,14.40,484.00,6969.60,15.00,57.00,17.00,0.00,0.00,1.00,0.00
9552.00,14.45,1381.00,19955.45,16.00,1.00,35.00,1.00,0.00,0.00,1.00
9553.00,14.45,16093.00,232543.85,16.00,3.00,0.00,0.00,0.00,1.00,0.00
9554.00,14.45,982.00,14189.90,16.00,3.00,0.00,0.00,0.00,1.00,0.00
9555.00,14.45,420.00,6069.00,16.00,4.00,35.00,0.00,0.00,1.00,0.00
9556.00,14.45,718.00,10375.10,16.00,4.00,35.00,0.00,0.00,1.00,0.00
9557.00,14.50,29.00,420.50,16.00,6.00,7.00,1.00,0.00,0.00,1.00
9558.00,14.50,619.00,8975.50,16.00,7.00,41.00,0.00,0.00,1.00,0.00
9559.00,14.50,1381.00,20024.50,16.00,7.00,41.00,0.00,0.00,1.00,0.00
9560.00,14.50,5000.00,72500.00,16.00,8.00,58.00,0.00,0.00,1.00,0.00
9561.00,14.50,1619.00,23475.50,16.00,8.00,58.00,0.00,0.00,1.00,0.00
9562.00,14.50,3381.00,49024.50,16.00,8.00,58.00,0.00,0.00,1.00,0.00
9563.00,14.50,150.00,2175.00,16.00,9.00,3.00,0.00,0.00,1.00,0.00
9564.00,14.50,381.00,5524.50,16.00,9.00,3.00,0.00,0.00,1.00,0.00
9565.00,14.50,180.00,2610.00,16.00,9.00,3.00,0.00,0.00,1.00,0.00
9566.00,14.40,16.00,230.40,16.00,9.00,19.00,0.00,1.00,0.00,-1.00
9567.00,14.40,440.00,6336.00,16.00,9.00,43.00,0.00,0.00,1.00,0.00
9568.00,14.50,1296.00,18792.00,16.00,12.00,7.00,1.00,0.00,0.00,1.00
9569.00,14.50,5000.00,72500.00,16.00,13.00,36.00,0.00,0.00,1.00,0.00
9570.00,14.50,820.00,11890.00,16.00,17.00,34.00,0.00,0.00,1.00,0.00
9571.00,14.45,800.00,11560.00,16.00,19.00,27.00,0.00,1.00,0.00,-1.00
9572.00,14.50,3000.00,43500.00,16.00,19.00,41.00,1.00,0.00,0.00,1.00
9573.00,14.50,3103.00,44993.50,16.00,20.00,39.00,0.00,0.00,1.00,0.00
9574.00,14.50,3450.00,50025.00,16.00,21.00,47.00,0.00,0.00,1.00,0.00
9575.00,14.50,550.00,7975.00,16.00,21.00,54.00,0.00,0.00,1.00,0.00
9576.00,14.50,2781.00,40324.50,16.00,21.00,59.00,0.00,0.00,1.00,0.00
9577.00,14.55,500.00,7275.00,16.00,22.00,5.00,1.00,0.00,0.00,1.00
9578.00,14.55,5470.00,79588.50,16.00,22.00,5.00,0.00,0.00,1.00,0.00
9579.00,14.55,589.00,8569.95,16.00,22.00,5.00,0.00,0.00,1.00,0.00
9580.00,14.60,126.00,1839.60,16.00,22.00,15.00,1.00,0.00,0.00,1.00
9581.00,14.60,874.00,12760.40,16.00,24.00,0.00,0.00,0.00,1.00,0.00
9582.00,14.60,426.00,6219.60,16.00,24.00,0.00,0.00,0.00,1.00,0.00
9583.00,14.60,5000.00,73000.00,16.00,24.00,13.00,0.00,0.00,1.00,0.00
9584.00,14.60,100.00,1460.00,16.00,24.00,13.00,0.00,0.00,1.00,0.00
9585.00,14.60,270.00,3942.00,16.00,24.00,13.00,0.00,0.00,1.00,0.00
9586.00,14.60,2574.00,37580.40,16.00,24.00,13.00,0.00,0.00,1.00,0.00
9587.00,14.70,226.00,3322.20,16.00,24.00,28.00,1.00,0.00,0.00,1.00
9588.00,14.70,100.00,1470.00,16.00,25.00,22.00,0.00,0.00,1.00,0.00
9589.00,14.70,666.00,9790.20,16.00,26.00,33.00,0.00,0.00,1.00,0.00
9590.00,14.70,674.00,9907.80,16.00,26.00,33.00,0.00,0.00,1.00,0.00
9591.00,14.70,466.00,6850.20,16.00,26.00,46.00,0.00,0.00,1.00,0.00
9592.00,14.70,334.00,4909.80,16.00,26.00,46.00,0.00,0.00,1.00,0.00
9593.00,14.70,3400.00,49980.00,16.00,26.00,53.00,0.00,0.00,1.00,0.00
9594.00,14.70,1366.00,20080.20,16.00,27.00,0.00,0.00,0.00,1.00,0.00
9595.00,14.70,1134.00,16669.80,16.00,27.00,0.00,0.00,0.00,1.00,0.00
9596.00,14.70,1100.00,16170.00,16.00,27.00,15.00,0.00,0.00,1.00,0.00
9597.00,14.70,4966.00,73000.20,16.00,27.00,38.00,0.00,0.00,1.00,0.00
9598.00,14.70,34.00,499.80,16.00,27.00,38.00,0.00,0.00,1.00,0.00
9599.00,14.70,34.00,499.80,16.00,27.00,47.00,0.00,0.00,1.00,0.00
9600.00,14.65,150.00,2197.50,16.00,27.00,48.00,0.00,1.00,0.00,-1.00
9601.00,14.65,5000.00,73250.00,16.00,27.00,59.00,0.00,0.00,1.00,0.00
9602.00,14.65,850.00,12452.50,16.00,27.00,59.00,0.00,0.00,1.00,0.00
9603.00,14.65,800.00,11720.00,16.00,27.00,59.00,0.00,0.00,1.00,0.00
9604.00,14.65,3500.00,51275.00,16.00,28.00,16.00,0.00,0.00,1.00,0.00
9605.00,14.65,2350.00,34427.50,16.00,28.00,39.00,0.00,0.00,1.00,0.00
9606.00,14.65,950.00,13917.50,16.00,30.00,17.00,0.00,0.00,1.00,0.00
9607.00,14.70,3436.00,50509.20,16.00,31.00,39.00,1.00,0.00,0.00,1.00
9608.00,14.70,3500.00,51450.00,16.00,31.00,39.00,0.00,0.00,1.00,0.00
9609.00,14.70,550.00,8085.00,16.00,31.00,39.00,0.00,0.00,1.00,0.00
9610.00,14.70,730.00,10731.00,16.00,31.00,39.00,0.00,0.00,1.00,0.00
9611.00,14.70,5150.00,75705.00,16.00,31.00,39.00,0.00,0.00,1.00,0.00
9612.00,14.70,719.00,10569.30,16.00,31.00,39.00,0.00,0.00,1.00,0.00
9613.00,14.70,500.00,7350.00,16.00,31.00,39.00,0.00,0.00,1.00,0.00
9614.00,14.70,942.00,13847.40,16.00,31.00,39.00,0.00,0.00,1.00,0.00
9615.00,14.70,35.00,514.50,16.00,31.00,39.00,0.00,0.00,1.00,0.00
9616.00,14.75,3500.00,51625.00,16.00,32.00,35.00,1.00,0.00,0.00,1.00
9617.00,14.70,2000.00,29400.00,16.00,32.00,37.00,0.00,1.00,0.00,-1.00
9618.00,14.75,372.00,5487.00,16.00,33.00,21.00,1.00,0.00,0.00,1.00
9619.00,14.70,9438.00,138738.60,16.00,33.00,30.00,0.00,1.00,0.00,-1.00
9620.00,14.65,900.00,13185.00,16.00,33.00,45.00,0.00,1.00,0.00,-1.00
9621.00,14.65,1100.00,16115.00,16.00,33.00,45.00,0.00,0.00,1.00,0.00
9622.00,14.65,1300.00,19045.00,16.00,34.00,10.00,0.00,0.00,1.00,0.00
9623.00,14.65,1200.00,17580.00,16.00,34.00,50.00,0.00,0.00,1.00,0.00
9624.00,14.70,1020.00,14994.00,16.00,35.00,45.00,1.00,0.00,0.00,1.00
9625.00,14.70,1020.00,14994.00,16.00,35.00,57.00,0.00,0.00,1.00,0.00
9626.00,14.60,435.00,6351.00,16.00,36.00,9.00,0.00,1.00,0.00,-1.00
9627.00,14.65,800.00,11720.00,16.00,36.00,9.00,1.00,0.00,0.00,1.00
9628.00,14.65,600.00,8790.00,16.00,36.00,9.00,0.00,0.00,1.00,0.00
9629.00,14.70,3500.00,51450.00,16.00,36.00,42.00,1.00,0.00,0.00,1.00
9630.00,14.70,700.00,10290.00,16.00,37.00,23.00,0.00,0.00,1.00,0.00
9631.00,14.65,544.00,7969.60,16.00,37.00,46.00,0.00,1.00,0.00,-1.00
9632.00,14.65,346.00,5068.90,16.00,37.00,49.00,0.00,0.00,1.00,0.00
9633.00,14.70,2050.00,30135.00,16.00,38.00,20.00,1.00,0.00,0.00,1.00
9634.00,14.70,1000.00,14700.00,16.00,38.00,40.00,0.00,0.00,1.00,0.00
9635.00,14.65,3412.00,49985.80,16.00,40.00,13.00,0.00,1.00,0.00,-1.00
9636.00,14.65,950.00,13917.50,16.00,40.00,13.00,0.00,0.00,1.00,0.00
