"<per>,<date>,<time>,<open>,<high>,<low>,<close>,<vol>,<oi>"
"12671,20170925,110525,15.100,15.100,15.100,15.100,651.000,0"
"12672,20170925,110526,15.200,15.200,15.200,15.200,299.000,0"
"12673,20170925,110526,15.100,15.100,15.100,15.100,352.000,0"
"12674,20170925,110536,15.200,15.200,15.200,15.200,301.000,0"
"12675,20170925,110549,15.250,15.250,15.250,15.250,1787.000,0"
"12676,20170925,110549,15.250,15.250,15.250,15.250,696.000,0"
"12677,20170925,110605,15.250,15.250,15.250,15.250,788.000,0"
"12678,20170925,110605,15.250,15.250,15.250,15.250,519.000,0"
"12679,20170925,110606,15.250,15.250,15.250,15.250,1302.000,0"
"12680,20170925,110607,15.200,15.200,15.200,15.200,1973.000,0"
"12681,20170925,110607,15.200,15.200,15.200,15.200,100.000,0"
"12682,20170925,110607,15.200,15.200,15.200,15.200,1475.000,0"
"12683,20170925,110622,15.200,15.200,15.200,15.200,560.000,0"
"12684,20170925,110622,15.200,15.200,15.200,15.200,97.000,0"
"12685,20170925,110626,15.200,15.200,15.200,15.200,65.000,0"
"12686,20170925,110627,15.200,15.200,15.200,15.200,183.000,0"
"12687,20170925,110643,15.200,15.200,15.200,15.200,183.000,0"
"12688,20170925,110645,15.200,15.200,15.200,15.200,1601.000,0"
"12689,20170925,110645,15.200,15.200,15.200,15.200,408.000,0"
"12690,20170925,110645,15.200,15.200,15.200,15.200,592.000,0"
"12691,20170925,110709,15.200,15.200,15.200,15.200,862.000,0"
"12692,20170925,110715,15.200,15.200,15.200,15.200,328.000,0"
"12693,20170925,110718,15.200,15.200,15.200,15.200,32.000,0"
"12694,20170925,110719,15.200,15.200,15.200,15.200,32.000,0"
"12695,20170925,110720,15.200,15.200,15.200,15.200,154.000,0"
"12696,20170925,110720,15.200,15.200,15.200,15.200,499.000,0"
"12697,20170925,110723,15.200,15.200,15.200,15.200,1581.000,0"
"12698,20170925,110723,15.200,15.200,15.200,15.200,1041.000,0"
"12699,20170925,110734,15.200,15.200,15.200,15.200,189.000,0"
"12700,20170925,110745,15.200,15.200,15.200,15.200,915.000,0"
"12701,20170925,110750,15.100,15.100,15.100,15.100,697.000,0"
"12702,20170925,110752,15.200,15.200,15.200,15.200,1437.000,0"
"12703,20170925,110800,15.200,15.200,15.200,15.200,6535.000,0"
"12704,20170925,110802,15.200,15.200,15.200,15.200,660.000,0"
"12705,20170925,110805,15.200,15.200,15.200,15.200,2400.000,0"
"12706,20170925,110806,15.200,15.200,15.200,15.200,651.000,0"
"12707,20170925,110807,15.200,15.200,15.200,15.200,1960.000,0"
"12708,20170925,110821,15.200,15.200,15.200,15.200,622.000,0"
"12709,20170925,110905,15.200,15.200,15.200,15.200,1000.000,0"
"12710,20170925,110913,15.200,15.200,15.200,15.200,1973.000,0"
"12711,20170925,110916,15.200,15.200,15.200,15.200,2352.000,0"
"12712,20170925,110919,15.200,15.200,15.200,15.200,245.000,0"
"12713,20170925,110919,15.200,15.200,15.200,15.200,410.000,0"
"12714,20170925,110927,15.200,15.200,15.200,15.200,1300.000,0"
"12715,20170925,110938,15.200,15.200,15.200,15.200,1300.000,0"
"12716,20170925,110946,15.200,15.200,15.200,15.200,2000.000,0"
"12717,20170925,111008,15.200,15.200,15.200,15.200,220.000,0"
"12718,20170925,111024,15.100,15.100,15.100,15.100,2503.000,0"
"12719,20170925,111024,15.100,15.100,15.100,15.100,1986.000,0"
"12720,20170925,111024,15.150,15.150,15.150,15.150,660.000,0"
"12721,20170925,111024,15.100,15.100,15.100,15.100,10000.000,0"
"12722,20170925,111024,15.100,15.100,15.100,15.100,37.000,0"
"12723,20170925,111035,15.200,15.200,15.200,15.200,404.000,0"
"12724,20170925,111035,15.200,15.200,15.200,15.200,1388.000,0"
"12725,20170925,111040,15.250,15.250,15.250,15.250,410.000,0"
"12726,20170925,111040,15.250,15.250,15.250,15.250,790.000,0"
"12727,20170925,111045,15.200,15.200,15.200,15.200,633.000,0"
"12728,20170925,111045,15.200,15.200,15.200,15.200,1052.000,0"
"12729,20170925,111056,15.150,15.150,15.150,15.150,266.000,0"
"12730,20170925,111113,15.200,15.200,15.200,15.200,3600.000,0"
"12731,20170925,111118,15.200,15.200,15.200,15.200,600.000,0"
"12732,20170925,111118,15.200,15.200,15.200,15.200,327.000,0"
"12733,20170925,111128,15.200,15.200,15.200,15.200,217.000,0"
"12734,20170925,111141,15.150,15.150,15.150,15.150,1724.000,0"
"12735,20170925,111143,15.200,15.200,15.200,15.200,1250.000,0"
"12736,20170925,111145,15.200,15.200,15.200,15.200,967.000,0"
"12737,20170925,111145,15.200,15.200,15.200,15.200,2321.000,0"
"12738,20170925,111146,15.150,15.150,15.150,15.150,1310.000,0"
"12739,20170925,111150,15.150,15.150,15.150,15.150,970.000,0"
"12740,20170925,111204,15.200,15.200,15.200,15.200,3230.000,0"
"12741,20170925,111204,15.150,15.150,15.150,15.150,720.000,0"
"12742,20170925,111222,15.200,15.200,15.200,15.200,100.000,0"
"12743,20170925,111230,15.200,15.200,15.200,15.200,1200.000,0"
"12744,20170925,111251,15.200,15.200,15.200,15.200,723.000,0"
"12745,20170925,111259,15.150,15.150,15.150,15.150,1350.000,0"
"12746,20170925,111259,15.150,15.150,15.150,15.150,957.000,0"
"12747,20170925,111259,15.150,15.150,15.150,15.150,462.000,0"
"12748,20170925,111337,15.150,15.150,15.150,15.150,1900.000,0"
"12749,20170925,111337,15.150,15.150,15.150,15.150,100.000,0"
"12750,20170925,111344,15.150,15.150,15.150,15.150,482.000,0"
"12751,20170925,111400,15.100,15.100,15.100,15.100,3000.000,0"
"12752,20170925,111400,15.100,15.100,15.100,15.100,1079.000,0"
"12753,20170925,111400,15.100,15.100,15.100,15.100,625.000,0"
"12754,20170925,111400,15.100,15.100,15.100,15.100,993.000,0"
"12755,20170925,111408,15.150,15.150,15.150,15.150,775.000,0"
"12756,20170925,111419,15.150,15.150,15.150,15.150,1843.000,0"
"12757,20170925,111420,15.150,15.150,15.150,15.150,557.000,0"
"12758,20170925,111437,15.200,15.200,15.200,15.200,5872.000,0"
"12759,20170925,111437,15.100,15.100,15.100,15.100,5697.000,0"
"12760,20170925,111437,15.100,15.100,15.100,15.100,273.000,0"
"12761,20170925,111444,15.200,15.200,15.200,15.200,1677.000,0"
"12762,20170925,111446,15.200,15.200,15.200,15.200,660.000,0"
"12763,20170925,111506,15.050,15.050,15.050,15.050,8944.000,0"
"12764,20170925,111506,15.150,15.150,15.150,15.150,1056.000,0"
"12765,20170925,111506,15.050,15.050,15.050,15.050,1415.000,0"
"12766,20170925,111539,15.150,15.150,15.150,15.150,1000.000,0"
"12767,20170925,111547,15.150,15.150,15.150,15.150,2000.000,0"
"12768,20170925,111607,15.150,15.150,15.150,15.150,45.000,0"
"12769,20170925,111614,15.150,15.150,15.150,15.150,1245.000,0"
"12770,20170925,111614,15.150,15.150,15.150,15.150,3955.000,0"
"12771,20170925,111654,15.150,15.150,15.150,15.150,757.000,0"
"12772,20170925,111735,15.150,15.150,15.150,15.150,1300.000,0"
"12773,20170925,111735,15.150,15.150,15.150,15.150,743.000,0"
"12774,20170925,111808,15.150,15.150,15.150,15.150,500.000,0"
"12775,20170925,111838,15.100,15.100,15.100,15.100,89.000,0"
"12776,20170925,111842,15.150,15.150,15.150,15.150,726.000,0"
"12777,20170925,111849,15.150,15.150,15.150,15.150,1731.000,0"
"12778,20170925,111853,15.150,15.150,15.150,15.150,1431.000,0"
"12779,20170925,111853,15.150,15.150,15.150,15.150,1569.000,0"
"12780,20170925,111857,15.200,15.200,15.200,15.200,229.000,0"
"12781,20170925,111857,15.200,15.200,15.200,15.200,571.000,0"
"12782,20170925,111910,15.200,15.200,15.200,15.200,695.000,0"
"12783,20170925,111910,15.200,15.200,15.200,15.200,771.000,0"
"12784,20170925,111915,15.150,15.150,15.150,15.150,569.000,0"
"12785,20170925,111915,15.150,15.150,15.150,15.150,2400.000,0"
"12786,20170925,111915,15.150,15.150,15.150,15.150,750.000,0"
"12787,20170925,111936,15.100,15.100,15.100,15.100,89.000,0"
"12788,20170925,111936,15.100,15.100,15.100,15.100,911.000,0"
"12789,20170925,111954,15.150,15.150,15.150,15.150,1190.000,0"
"12790,20170925,112023,15.150,15.150,15.150,15.150,3719.000,0"
"12791,20170925,112023,15.150,15.150,15.150,15.150,91.000,0"
"12792,20170925,112030,15.150,15.150,15.150,15.150,1190.000,0"
"12793,20170925,112038,15.150,15.150,15.150,15.150,650.000,0"
"12794,20170925,112051,15.150,15.150,15.150,15.150,1000.000,0"
"12795,20170925,112056,15.150,15.150,15.150,15.150,2160.000,0"
"12796,20170925,112104,15.150,15.150,15.150,15.150,480.000,0"
"12797,20170925,112114,15.150,15.150,15.150,15.150,1000.000,0"
"12798,20170925,112135,15.150,15.150,15.150,15.150,260.000,0"
"12799,20170925,112153,15.150,15.150,15.150,15.150,3260.000,0"
"12800,20170925,112216,15.200,15.200,15.200,15.200,1305.000,0"
"12801,20170925,112216,15.200,15.200,15.200,15.200,75.000,0"
"12802,20170925,112249,15.200,15.200,15.200,15.200,552.000,0"
"12803,20170925,112249,15.200,15.200,15.200,15.200,2027.000,0"
"12804,20170925,112249,15.200,15.200,15.200,15.200,654.000,0"
"12805,20170925,112338,15.200,15.200,15.200,15.200,724.000,0"
"12806,20170925,112418,15.200,15.200,15.200,15.200,1500.000,0"
"12807,20170925,112431,15.200,15.200,15.200,15.200,2050.000,0"
"12808,20170925,112455,15.150,15.150,15.150,15.150,4254.000,0"
"12809,20170925,112455,15.150,15.150,15.150,15.150,740.000,0"
"12810,20170925,112456,15.150,15.150,15.150,15.150,4746.000,0"
"12811,20170925,112456,15.150,15.150,15.150,15.150,594.000,0"
"12812,20170925,112456,15.150,15.150,15.150,15.150,700.000,0"
"12813,20170925,112456,15.150,15.150,15.150,15.150,3000.000,0"
"12814,20170925,112456,15.150,15.150,15.150,15.150,400.000,0"
"12815,20170925,112518,15.150,15.150,15.150,15.150,655.000,0"
"12816,20170925,112542,15.150,15.150,15.150,15.150,1000.000,0"
"12817,20170925,112545,15.150,15.150,15.150,15.150,2000.000,0"
"12818,20170925,112555,15.150,15.150,15.150,15.150,1339.000,0"
"12819,20170925,112555,15.150,15.150,15.150,15.150,1151.000,0"
"12820,20170925,112613,15.200,15.200,15.200,15.200,120.000,0"
"12821,20170925,112629,15.150,15.150,15.150,15.150,100.000,0"
"12822,20170925,112637,15.200,15.200,15.200,15.200,100.000,0"
"12823,20170925,112648,15.150,15.150,15.150,15.150,710.000,0"
"12824,20170925,112710,15.150,15.150,15.150,15.150,3500.000,0"
"12825,20170925,112736,15.100,15.100,15.100,15.100,100.000,0"
"12826,20170925,112747,15.150,15.150,15.150,15.150,1980.000,0"
"12827,20170925,112852,15.150,15.150,15.150,15.150,1975.000,0"
"12828,20170925,112920,15.150,15.150,15.150,15.150,871.000,0"
"12829,20170925,112929,15.150,15.150,15.150,15.150,964.000,0"
"12830,20170925,112929,15.150,15.150,15.150,15.150,1036.000,0"
"12831,20170925,113007,15.150,15.150,15.150,15.150,197.000,0"
"12832,20170925,113011,15.150,15.150,15.150,15.150,660.000,0"
"12833,20170925,113012,15.100,15.100,15.100,15.100,198.000,0"
"12834,20170925,113012,15.100,15.100,15.100,15.100,142.000,0"
"12835,20170925,113018,15.100,15.100,15.100,15.100,102.000,0"
"12836,20170925,113018,15.100,15.100,15.100,15.100,688.000,0"
"12837,20170925,113018,15.100,15.100,15.100,15.100,444.000,0"
"12838,20170925,113018,15.100,15.100,15.100,15.100,100.000,0"
"12839,20170925,113124,15.150,15.150,15.150,15.150,3300.000,0"
"12840,20170925,113139,15.150,15.150,15.150,15.150,266.000,0"
"12841,20170925,113242,15.150,15.150,15.150,15.150,1893.000,0"
"12842,20170925,113242,15.150,15.150,15.150,15.150,107.000,0"
"12843,20170925,113244,15.150,15.150,15.150,15.150,1122.000,0"
"12844,20170925,113250,15.150,15.150,15.150,15.150,202.000,0"
"12845,20170925,113326,15.150,15.150,15.150,15.150,405.000,0"
"12846,20170925,113326,15.150,15.150,15.150,15.150,255.000,0"
"12847,20170925,113330,15.150,15.150,15.150,15.150,559.000,0"
"12848,20170925,113330,15.150,15.150,15.150,15.150,233.000,0"
"12849,20170925,113338,15.150,15.150,15.150,15.150,1767.000,0"
"12850,20170925,113338,15.150,15.150,15.150,15.150,2900.000,0"
"12851,20170925,113338,15.150,15.150,15.150,15.150,100.000,0"
"12852,20170925,113415,15.200,15.200,15.200,15.200,1283.000,0"
"12853,20170925,113418,15.200,15.200,15.200,15.200,529.000,0"
"12854,20170925,113437,15.200,15.200,15.200,15.200,657.000,0"
"12855,20170925,113438,15.150,15.150,15.150,15.150,475.000,0"
"12856,20170925,113438,15.150,15.150,15.150,15.150,623.000,0"
"12857,20170925,113443,15.150,15.150,15.150,15.150,826.000,0"
"12858,20170925,113443,15.200,15.200,15.200,15.200,2383.000,0"
"12859,20170925,113443,15.200,15.200,15.200,15.200,300.000,0"
"12860,20170925,113443,15.200,15.200,15.200,15.200,2100.000,0"
"12861,20170925,113443,15.200,15.200,15.200,15.200,2000.000,0"
"12862,20170925,113443,15.200,15.200,15.200,15.200,2000.000,0"
"12863,20170925,113443,15.200,15.200,15.200,15.200,100.000,0"
"12864,20170925,113443,15.200,15.200,15.200,15.200,991.000,0"
"12865,20170925,113551,15.150,15.150,15.150,15.150,660.000,0"
"12866,20170925,113551,15.150,15.150,15.150,15.150,396.000,0"
"12867,20170925,113555,15.150,15.150,15.150,15.150,33.000,0"
"12868,20170925,113556,15.150,15.150,15.150,15.150,2295.000,0"
"12869,20170925,113622,15.150,15.150,15.150,15.150,20.000,0"
"12870,20170925,113631,15.100,15.100,15.100,15.100,866.000,0"
"12871,20170925,113631,15.100,15.100,15.100,15.100,874.000,0"
"12872,20170925,113651,15.150,15.150,15.150,15.150,2400.000,0"
"12873,20170925,113655,15.150,15.150,15.150,15.150,2390.000,0"
"12874,20170925,113655,15.150,15.150,15.150,15.150,237.000,0"
"12875,20170925,113702,15.150,15.150,15.150,15.150,393.000,0"
"12876,20170925,113836,15.100,15.100,15.100,15.100,400.000,0"
"12877,20170925,113949,15.100,15.100,15.100,15.100,100.000,0"
"12878,20170925,113949,15.100,15.100,15.100,15.100,650.000,0"
"12879,20170925,113949,15.100,15.100,15.100,15.100,50.000,0"
"12880,20170925,114023,15.100,15.100,15.100,15.100,993.000,0"
"12881,20170925,114023,15.100,15.100,15.100,15.100,728.000,0"
"12882,20170925,114023,15.100,15.100,15.100,15.100,1224.000,0"
"12883,20170925,114023,15.100,15.100,15.100,15.100,1055.000,0"
"12884,20170925,114040,15.150,15.150,15.150,15.150,300.000,0"
"12885,20170925,114050,15.200,15.200,15.200,15.200,1663.000,0"
"12886,20170925,114050,15.150,15.150,15.150,15.150,1017.000,0"
"12887,20170925,114050,15.200,15.200,15.200,15.200,10000.000,0"
"12888,20170925,114050,15.200,15.200,15.200,15.200,1499.000,0"
"12889,20170925,114050,15.200,15.200,15.200,15.200,500.000,0"
"12890,20170925,114050,15.200,15.200,15.200,15.200,5321.000,0"
"12891,20170925,114050,15.200,15.200,15.200,15.200,10000.000,0"
"12892,20170925,114054,15.200,15.200,15.200,15.200,700.000,0"
"12893,20170925,114101,15.200,15.200,15.200,15.200,784.000,0"
"12894,20170925,114138,15.200,15.200,15.200,15.200,1871.000,0"
"12895,20170925,114142,15.100,15.100,15.100,15.100,3000.000,0"
"12896,20170925,114227,15.200,15.200,15.200,15.200,378.000,0"
"12897,20170925,114236,15.150,15.150,15.150,15.150,1000.000,0"
"12898,20170925,114255,15.150,15.150,15.150,15.150,2000.000,0"
"12899,20170925,114314,15.200,15.200,15.200,15.200,300.000,0"
"12900,20170925,114330,15.200,15.200,15.200,15.200,646.000,0"
"12901,20170925,114330,15.200,15.200,15.200,15.200,354.000,0"
"12902,20170925,114438,15.150,15.150,15.150,15.150,400.000,0"
"12903,20170925,114438,15.150,15.150,15.150,15.150,4600.000,0"
"12904,20170925,114510,15.150,15.150,15.150,15.150,411.000,0"
"12905,20170925,114510,15.150,15.150,15.150,15.150,589.000,0"
"12906,20170925,114529,15.200,15.200,15.200,15.200,262.000,0"
"12907,20170925,114603,15.200,15.200,15.200,15.200,2000.000,0"
"12908,20170925,114719,15.150,15.150,15.150,15.150,907.000,0"
"12909,20170925,114719,15.150,15.150,15.150,15.150,726.000,0"
"12910,20170925,114719,15.150,15.150,15.150,15.150,367.000,0"
"12911,20170925,114720,15.200,15.200,15.200,15.200,1307.000,0"
"12912,20170925,114730,15.150,15.150,15.150,15.150,138.000,0"
"12913,20170925,114730,15.150,15.150,15.150,15.150,512.000,0"
"12914,20170925,114747,15.200,15.200,15.200,15.200,228.000,0"
"12915,20170925,114747,15.200,15.200,15.200,15.200,3000.000,0"
"12916,20170925,114747,15.200,15.200,15.200,15.200,1772.000,0"
"12917,20170925,114748,15.200,15.200,15.200,15.200,516.000,0"
"12918,20170925,114810,15.200,15.200,15.200,15.200,980.000,0"
"12919,20170925,114825,15.200,15.200,15.200,15.200,1100.000,0"
"12920,20170925,114827,15.200,15.200,15.200,15.200,513.000,0"
"12921,20170925,114855,15.200,15.200,15.200,15.200,2781.000,0"
"12922,20170925,114855,15.200,15.200,15.200,15.200,2119.000,0"
"12923,20170925,114855,15.200,15.200,15.200,15.200,100.000,0"
"12924,20170925,114938,15.200,15.200,15.200,15.200,3937.000,0"
"12925,20170925,114938,15.200,15.200,15.200,15.200,7219.000,0"
"12926,20170925,114938,15.200,15.200,15.200,15.200,500.000,0"
"12927,20170925,114938,15.200,15.200,15.200,15.200,1400.000,0"
"12928,20170925,114938,15.200,15.200,15.200,15.200,84.000,0"
"12929,20170925,114938,15.200,15.200,15.200,15.200,2072.000,0"
"12930,20170925,114940,15.150,15.150,15.150,15.150,126.000,0"
"12931,20170925,114940,15.100,15.100,15.100,15.100,5.000,0"
"12932,20170925,115122,15.200,15.200,15.200,15.200,42.000,0"
"12933,20170925,115122,15.200,15.200,15.200,15.200,1734.000,0"
"12934,20170925,115304,15.200,15.200,15.200,15.200,675.000,0"
"12935,20170925,115319,15.200,15.200,15.200,15.200,1000.000,0"
"12936,20170925,115341,15.200,15.200,15.200,15.200,588.000,0"
"12937,20170925,115354,15.200,15.200,15.200,15.200,843.000,0"
"12938,20170925,115354,15.200,15.200,15.200,15.200,741.000,0"
"12939,20170925,115354,15.200,15.200,15.200,15.200,443.000,0"
"12940,20170925,115359,15.200,15.200,15.200,15.200,1110.000,0"
"12941,20170925,115359,15.200,15.200,15.200,15.200,1112.000,0"
"12942,20170925,115405,15.150,15.150,15.150,15.150,2640.000,0"
"12943,20170925,115405,15.150,15.150,15.150,15.150,1270.000,0"
"12944,20170925,115449,15.200,15.200,15.200,15.200,1500.000,0"
"12945,20170925,115501,15.200,15.200,15.200,15.200,295.000,0"
"12946,20170925,115516,15.200,15.200,15.200,15.200,650.000,0"
"12947,20170925,115517,15.200,15.200,15.200,15.200,720.000,0"
"12948,20170925,115530,15.150,15.150,15.150,15.150,430.000,0"
"12949,20170925,115607,15.150,15.150,15.150,15.150,660.000,0"
"12950,20170925,115610,15.150,15.150,15.150,15.150,910.000,0"
"12951,20170925,115610,15.200,15.200,15.200,15.200,90.000,0"
"12952,20170925,115742,15.200,15.200,15.200,15.200,1000.000,0"
"12953,20170925,115757,15.200,15.200,15.200,15.200,713.000,0"
"12954,20170925,115834,15.200,15.200,15.200,15.200,2758.000,0"
"12955,20170925,115834,15.200,15.200,15.200,15.200,1142.000,0"
"12956,20170925,115916,15.200,15.200,15.200,15.200,681.000,0"
"12957,20170925,115916,15.200,15.200,15.200,15.200,218.000,0"
"12958,20170925,115916,15.200,15.200,15.200,15.200,400.000,0"
"12959,20170925,115928,15.200,15.200,15.200,15.200,319.000,0"
"12960,20170925,115941,15.200,15.200,15.200,15.200,81.000,0"
"12961,20170925,120001,15.200,15.200,15.200,15.200,193.000,0"
"12962,20170925,120001,15.200,15.200,15.200,15.200,1480.000,0"
"12963,20170925,120021,15.200,15.200,15.200,15.200,512.000,0"
"12964,20170925,120021,15.200,15.200,15.200,15.200,488.000,0"
"12965,20170925,120023,15.200,15.200,15.200,15.200,87.000,0"
"12966,20170925,120059,15.150,15.150,15.150,15.150,1000.000,0"
"12967,20170925,120059,15.150,15.150,15.150,15.150,396.000,0"
"12968,20170925,120059,15.150,15.150,15.150,15.150,1000.000,0"
"12969,20170925,120134,15.150,15.150,15.150,15.150,360.000,0"
"12970,20170925,120250,15.150,15.150,15.150,15.150,1640.000,0"
"12971,20170925,120326,15.150,15.150,15.150,15.150,1000.000,0"
"12972,20170925,120358,15.150,15.150,15.150,15.150,1158.000,0"
"12973,20170925,120358,15.150,15.150,15.150,15.150,1152.000,0"
"12974,20170925,120602,15.100,15.100,15.100,15.100,1324.000,0"
"12975,20170925,120602,15.100,15.100,15.100,15.100,63.000,0"
"12976,20170925,120602,15.100,15.100,15.100,15.100,993.000,0"
"12977,20170925,120611,15.150,15.150,15.150,15.150,231.000,0"
"12978,20170925,120654,15.150,15.150,15.150,15.150,617.000,0"
"12979,20170925,120654,15.150,15.150,15.150,15.150,883.000,0"
"12980,20170925,120748,15.150,15.150,15.150,15.150,100.000,0"
"12981,20170925,120849,15.150,15.150,15.150,15.150,1413.000,0"
"12982,20170925,120849,15.150,15.150,15.150,15.150,1017.000,0"
"12983,20170925,120849,15.150,15.150,15.150,15.150,1570.000,0"
"12984,20170925,120851,15.150,15.150,15.150,15.150,400.000,0"
"12985,20170925,120851,15.150,15.150,15.150,15.150,587.000,0"
"12986,20170925,120851,15.150,15.150,15.150,15.150,1412.000,0"
"12987,20170925,120851,15.150,15.150,15.150,15.150,1601.000,0"
"12988,20170925,120954,15.150,15.150,15.150,15.150,451.000,0"
"12989,20170925,120954,15.150,15.150,15.150,15.150,399.000,0"
"12990,20170925,120954,15.150,15.150,15.150,15.150,400.000,0"
"12991,20170925,121131,15.150,15.150,15.150,15.150,660.000,0"
"12992,20170925,121202,15.150,15.150,15.150,15.150,1340.000,0"
"12993,20170925,121202,15.150,15.150,15.150,15.150,400.000,0"
"12994,20170925,121202,15.150,15.150,15.150,15.150,1620.000,0"
"12995,20170925,121207,15.100,15.100,15.100,15.100,1237.000,0"
"12996,20170925,121207,15.100,15.100,15.100,15.100,323.000,0"
"12997,20170925,121223,15.100,15.100,15.100,15.100,368.000,0"
"12998,20170925,121223,15.100,15.100,15.100,15.100,283.000,0"
"12999,20170925,121223,15.100,15.100,15.100,15.100,339.000,0"
"13000,20170925,121223,15.100,15.100,15.100,15.100,1476.000,0"
"13001,20170925,121223,15.100,15.100,15.100,15.100,100.000,0"
"13002,20170925,121223,15.100,15.100,15.100,15.100,344.000,0"
"13003,20170925,121233,15.100,15.100,15.100,15.100,1000.000,0"
"13004,20170925,121258,15.100,15.100,15.100,15.100,460.000,0"
"13005,20170925,121354,15.100,15.100,15.100,15.100,630.000,0"
"13006,20170925,121354,15.100,15.100,15.100,15.100,1870.000,0"
"13007,20170925,121424,15.100,15.100,15.100,15.100,68.000,0"
"13008,20170925,121424,15.100,15.100,15.100,15.100,130.000,0"
"13009,20170925,121556,15.100,15.100,15.100,15.100,761.000,0"
"13010,20170925,121556,15.100,15.100,15.100,15.100,600.000,0"
"13011,20170925,121556,15.100,15.100,15.100,15.100,3891.000,0"
"13012,20170925,121558,15.100,15.100,15.100,15.100,1239.000,0"
"13013,20170925,121558,15.100,15.100,15.100,15.100,71.000,0"
"13014,20170925,121618,15.100,15.100,15.100,15.100,220.000,0"
"13015,20170925,121728,15.150,15.150,15.150,15.150,2715.000,0"
"13016,20170925,121728,15.100,15.100,15.100,15.100,500.000,0"
"13017,20170925,121741,15.100,15.100,15.100,15.100,33.000,0"
"13018,20170925,121805,15.050,15.050,15.050,15.050,463.000,0"
"13019,20170925,121823,15.050,15.050,15.050,15.050,1655.000,0"
"13020,20170925,121823,15.050,15.050,15.050,15.050,2684.000,0"
"13021,20170925,121823,15.050,15.050,15.050,15.050,6645.000,0"
"13022,20170925,121823,15.050,15.050,15.050,15.050,593.000,0"
"13023,20170925,121823,15.050,15.050,15.050,15.050,100.000,0"
"13024,20170925,121823,15.050,15.050,15.050,15.050,1328.000,0"
"13025,20170925,121823,15.050,15.050,15.050,15.050,511.000,0"
"13026,20170925,121834,15.050,15.050,15.050,15.050,6822.000,0"
"13027,20170925,121843,15.000,15.000,15.000,15.000,500.000,0"
"13028,20170925,121944,15.050,15.050,15.050,15.050,265.000,0"
"13029,20170925,122031,15.050,15.050,15.050,15.050,1735.000,0"
"13030,20170925,122031,15.050,15.050,15.050,15.050,265.000,0"
"13031,20170925,122032,15.050,15.050,15.050,15.050,135.000,0"
"13032,20170925,122035,15.050,15.050,15.050,15.050,1697.000,0"
"13033,20170925,122104,15.100,15.100,15.100,15.100,2000.000,0"
"13034,20170925,122105,15.000,15.000,15.000,15.000,7133.000,0"
"13035,20170925,122105,15.000,15.000,15.000,15.000,2966.000,0"
"13036,20170925,122105,15.000,15.000,15.000,15.000,950.000,0"
"13037,20170925,122105,15.000,15.000,15.000,15.000,10000.000,0"
"13038,20170925,122105,15.000,15.000,15.000,15.000,5148.000,0"
"13039,20170925,122105,15.000,15.000,15.000,15.000,300.000,0"
"13040,20170925,122105,15.000,15.000,15.000,15.000,4852.000,0"
"13041,20170925,122105,15.000,15.000,15.000,15.000,167.000,0"
"13042,20170925,122105,15.000,15.000,15.000,15.000,1100.000,0"
"13043,20170925,122105,15.000,15.000,15.000,15.000,755.000,0"
"13044,20170925,122105,15.000,15.000,15.000,15.000,160.000,0"
"13045,20170925,122105,15.000,15.000,15.000,15.000,204.000,0"
"13046,20170925,122105,15.000,15.000,15.000,15.000,265.000,0"
"13047,20170925,122105,15.000,15.000,15.000,15.000,2000.000,0"
"13048,20170925,122105,15.000,15.000,15.000,15.000,1300.000,0"
"13049,20170925,122105,15.000,15.000,15.000,15.000,533.000,0"
"13050,20170925,122105,15.000,15.000,15.000,15.000,12167.000,0"
"13051,20170925,122126,15.000,15.000,15.000,15.000,800.000,0"
"13052,20170925,122128,15.000,15.000,15.000,15.000,1333.000,0"
"13053,20170925,122128,15.000,15.000,15.000,15.000,500.000,0"
"13054,20170925,122143,15.000,15.000,15.000,15.000,567.000,0"
"13055,20170925,122221,15.100,15.100,15.100,15.100,257.000,0"
"13056,20170925,122221,15.100,15.100,15.100,15.100,666.000,0"
"13057,20170925,122221,15.100,15.100,15.100,15.100,1467.000,0"
"13058,20170925,122349,15.050,15.050,15.050,15.050,757.000,0"
"13059,20170925,122349,15.050,15.050,15.050,15.050,2000.000,0"
"13060,20170925,122349,15.050,15.050,15.050,15.050,3334.000,0"
"13061,20170925,122406,15.100,15.100,15.100,15.100,543.000,0"
"13062,20170925,122406,15.100,15.100,15.100,15.100,612.000,0"
"13063,20170925,122406,15.050,15.050,15.050,15.050,500.000,0"
"13064,20170925,122636,15.050,15.050,15.050,15.050,62.000,0"
"13065,20170925,122723,15.050,15.050,15.050,15.050,664.000,0"
"13066,20170925,122935,15.000,15.000,15.000,15.000,1100.000,0"
"13067,20170925,122935,15.000,15.000,15.000,15.000,1000.000,0"
"13068,20170925,122958,15.000,15.000,15.000,15.000,800.000,0"
"13069,20170925,123113,15.000,15.000,15.000,15.000,2871.000,0"
"13070,20170925,123139,14.950,14.950,14.950,14.950,2000.000,0"
"13071,20170925,123139,14.950,14.950,14.950,14.950,1463.000,0"
"13072,20170925,123149,15.000,15.000,15.000,15.000,2360.000,0"
"13073,20170925,123210,15.050,15.050,15.050,15.050,74.000,0"
"13074,20170925,123210,15.050,15.050,15.050,15.050,62.000,0"
"13075,20170925,123317,15.050,15.050,15.050,15.050,1661.000,0"
