,Open,Close,"SI(C2>B2,1,0)"
290,70.42,70.74,1
291,85.14,85,0
292,80.3,80.66,1
293,66.02,65.17,0
294,93.19,93.36,1
295,83.79,83.48,0
296,82.56,82.76,1
297,74.3,74.74,1
298,85.87,85.72,0
299,62.63,62.42,0
300,80.39,80.26,0
301,64.74,64.85,1
302,70.17,70.03,0
303,77.46,77.47,1
304,83.91,84,1
305,83.22,83.55,1
306,70.19,70.42,1
307,91.83,92.11,1
308,62.58,62.82,1
309,81.7,81.99,1
310,64.1,64.72,1
311,87.4,87.26,0
312,62.65,63.1,1
313,89.46,89.67,1
314,68.28,68.52,1
315,87.48,87.56,1
316,83.22,83.36,1
317,79.14,79.44,1
318,65.46,65.47,1
319,81.69,82.27,1
320,83.22,83,0
321,83.87,84.03,1
322,70.2,70.04,0
323,54.41,54.75,1
324,87.25,87.4,1
325,71.38,71.49,1
326,87.57,87.29,0
327,65.11,64.67,0
328,85.22,85.24,1
329,72.58,72.99,1
330,55.34,55.72,1
331,86.56,86.71,1
332,57.75,58.35,1
333,66.24,66.23,0
334,80.88,81.06,1
335,91.39,91.28,0
336,68.39,68.75,1
337,76.93,77.18,1
338,57.66,56.34,0
339,91.94,92.03,1
340,79.14,78.98,0
341,70.45,69.89,0
342,52.68,52.45,0
343,85.73,85.44,0
344,82.31,82.56,1
345,70.48,70.21,0
346,73.28,74.01,1
347,84.79,84.25,0
348,73.3,72.96,0
349,69.96,70.2,1
350,84.24,84.18,0
351,85.71,85.69,0
352,91.83,91.88,1
353,68.75,68.81,1
354,58.84,58.7,0
355,70.23,70.25,1
356,86.03,86.22,1
357,55.17,54.69,0
358,54.96,53.49,0
359,66.31,66.17,0
360,68.45,68.29,0
361,79.99,80.09,1
362,62.93,63.06,1
363,91.21,91.27,1
364,86.77,86.87,1
365,66.68,66.58,0
366,92.85,93.06,1
367,90.08,90.63,1
368,86.07,85.67,0
369,57.57,57.55,0
370,65.85,66.19,1
371,79.7,79.85,1
372,81.44,81.32,0
373,84.68,85.25,1
374,65.99,66.53,1
375,55.5,58.08,1
376,73.97,74.32,1
377,84.03,84.68,1
378,60.16,59.82,0
379,69.66,69.12,0
380,71.44,71.38,0
381,69.76,69.7,0
382,65.28,65.44,1
383,87.17,87.2,1
384,70.42,70.4,0
385,83.31,83.06,0
386,62.34,61.11,0
387,69.69,70.19,1
388,81.96,82.09,1
389,58.56,58.12,0
390,56.89,56.34,0
391,80.77,81.06,1
392,69.41,69.07,0
393,86.21,86.49,1
394,90.63,90.54,0
395,89.38,89.03,0
396,80.37,80.11,0
397,86.17,86.07,0
398,79.19,79.14,0
399,64.29,64.27,0
400,84.15,84.07,0
401,80.97,80.86,0
402,73.83,73.45,0
403,56.27,55.49,0
404,85.34,85.05,0
405,68.27,68.59,1
406,88.04,88.24,1
407,73.22,73.3,1
408,69.53,69.72,1
409,76.64,76.55,0
410,70.69,70.7,1
411,88.6,88.3,0
412,92.63,92.41,0
413,93.36,93.5,1
414,87.56,87.58,1
415,57.2,57.73,1
416,73.23,73.29,1
417,59.03,58.95,0
418,68.29,68.4,1
419,57.83,56.78,0
420,69.07,68.32,0
421,61.73,62.12,1
422,83.9,84.29,1
423,69.89,69.7,0
424,55.86,56.49,1
425,73.12,72.8,0
426,65.2,65.11,0
427,92.12,92.08,0
428,91.28,91.56,1
429,85.61,85.84,1
430,60.45,60.81,1
431,56.8,56.36,0
432,83.48,83.86,1
433,58.38,58.45,1
434,72.97,73.26,1
435,80.73,80.56,0
436,63.59,62.34,0
437,71.62,69.61,0
438,84.86,85.18,1
439,87.26,86.98,0
440,69.94,70.03,1
441,83.46,83.45,0
442,73.2,73.15,0
443,78.79,78.98,1
444,83.09,83.18,1
445,86.2,86.16,0
446,88.66,88.89,1
447,87.24,87.13,0
448,74.63,74.4,0
449,62.69,63.72,1
450,69.8,69.97,1
451,92.26,92.85,1
452,81.99,81.83,0
453,85.05,85.21,1
454,86.49,86.63,1
455,71.87,72.2,1
456,84.38,84.33,0
457,69.78,69.69,0
458,88.42,88.72,1
459,83.48,83.46,0
460,84.12,84.48,1
461,84.74,84.79,1
462,78.95,79.08,1
463,69.23,69.3,1
464,70.48,70.59,1
465,78.22,78.07,0
466,65.92,66.24,1
467,70.01,69.78,0
468,56.7,57.07,1
469,68.81,68.49,0
470,67.6,67.9,1
471,74.32,74.44,1
472,73.81,73.97,1
473,72.5,72.66,1
474,70.46,70.45,0
475,79.32,79.38,1
476,78.92,78.93,1
477,56.95,57.27,1
478,84.21,84.28,1
479,81.91,81.44,0
480,83.54,83.52,0
481,68.49,68.91,1
482,66.24,66.02,0
483,89,88.93,0
484,85.74,85.34,0
485,80.54,80.49,0
486,68.52,68.45,0
487,88.75,88.09,0
488,86.79,86.69,0
489,89.12,89.38,1
490,79.74,79.75,1
491,86.63,86.6,0
492,73.17,73.07,0
493,87.43,87.25,0
494,82.85,82.92,1
495,84,84.21,1
496,70.41,70.23,0
497,71.91,71.52,0
498,70.25,70.29,1
499,87.23,87.48,1
500,81.86,81.78,0
501,86.88,85.93,0
502,59.46,60.16,1
503,93.5,93.77,1
504,69.72,69.76,1
505,84.96,84.79,0
506,68.28,68.26,0
507,79.7,79.49,0
508,57.73,58.03,1
509,91.78,91.94,1
510,66.52,66.2,0
511,80.89,81.11,1
512,76.24,76.22,0
513,86.54,86.9,1
514,79.44,79.73,1
515,84.69,84.73,1
516,83.45,83.22,0
517,83.08,82.85,0
518,86.05,86.21,1
519,74.48,74.46,0
520,57.75,57.36,0
521,54.33,55.89,1
522,68.86,69.46,1
523,88.24,88.15,0
524,62.42,62.57,1
525,90.43,90.02,0
526,92.19,91.52,0
527,66.23,65.85,0
528,68.32,68.39,1
529,84.18,84.08,0
530,84.67,83.56,0
531,63.57,62.65,0
532,69.71,70.17,1
533,58.25,58.66,1
534,73.38,72.96,0
535,58.4,58.45,1
536,69.37,68.86,0
537,72.95,72.35,0
538,73.07,73.12,1
539,74.46,73.8,0
540,93.06,93.14,1
541,55.77,56.27,1
542,57.36,57.51,1
543,69.3,69.71,1
544,92.02,92.12,1
545,58.64,59.01,1
546,83.06,81.6,0
547,80.17,80.47,1
548,74,73.96,0
549,80.2,80.55,1
550,90.02,90.05,1
551,69.46,69.94,1
552,56.34,55.5,0
553,66.11,66.4,1
554,84.63,84.89,1
555,68.41,67.9,0
556,82.32,81.94,0
557,87.24,86.46,0
558,62.93,62.96,1
559,58.7,58.89,1
560,84.55,84.07,0
561,79.7,79.94,1
562,66.3,65.24,0
563,70.53,70.58,1
564,56.1,56.16,1
565,84.07,83.81,0
566,85.18,85.14,0
567,89.54,89.46,0
568,68.89,69.23,1
569,82.98,83.12,1
570,58.66,58.68,1
571,88.89,89.04,1
572,66.35,66.41,1
573,81.16,80.97,0
574,57.24,57.05,0
575,89.94,90.27,1
576,71.07,71.38,1
577,84.35,84.33,0
578,83.85,84.07,1
579,65.6,65.93,1
580,92.6,92.22,0
581,65.83,66.15,1
582,78.31,78.33,1
583,78.98,79.24,1
584,57.2,57.83,1
585,70.01,70.33,1
586,87.02,86.81,0
587,68.29,68.77,1
588,93.47,93.71,1
589,71.55,70.96,0
590,84.01,83.74,0
591,85.84,86.21,1
592,57.2,57.24,1
593,81.94,82.07,1
594,85.08,85.19,1
595,89.67,89.18,0
596,92.2,92.43,1
597,79.14,79.32,1
598,76,76.28,1
599,70.74,70.59,0
600,66.4,66.68,1
601,69.07,69.37,1
602,91.61,91.5,0
603,75.67,75.69,1
604,82.92,83.09,1
605,79.38,79.3,0
606,87.2,87.21,1
607,82.76,82.87,1
608,65.26,65.33,1
609,85.44,85.16,0
610,84.33,84,0
611,60.81,61.54,1
612,59.08,59.03,0
613,71.98,71.87,0
614,88.3,87.84,0
615,84.94,85.14,1
616,60.16,59.97,0
617,66.53,66.24,0
618,68.77,69.09,1
619,86.5,86.55,1
620,69.55,69.37,0
621,86.8,86.83,1
622,65.62,65.75,1
623,81.32,81.7,1
624,76.56,76.41,0
625,80.9,81.16,1
626,77.03,77.09,1
627,68.4,68.35,0
628,55.89,55.74,0
629,86.32,86.53,1
630,69.89,69.76,0
631,84.79,84.8,1
632,70.32,70.16,0
633,71.06,70.94,0
634,84.73,85.12,1
635,86.71,86.81,1
636,70.59,70.41,0
637,80.5,80.54,1
638,77.11,77.08,0
639,67.36,67.85,1
640,91.52,91.53,1
641,69.74,70.04,1
642,62.82,62.64,0
643,68.54,68.67,1
644,74.44,74.56,1
645,85.39,85.71,1
646,89.11,89.23,1
647,73.9,73.91,1
648,56.99,57.2,1
649,77.57,77.52,0
650,79.75,79.35,0
651,59.37,59.12,0
652,86.93,87.09,1
653,79.6,79.97,1
654,72.27,72.13,0
655,59.55,58.79,0
656,70.09,70.01,0
657,80.02,79.74,0
658,86.98,86.8,0
659,56.49,56.81,1
660,68.96,69.37,1
661,72.99,73.2,1
662,72.8,73.22,1
663,86.38,86.77,1
664,56.96,56.15,0
665,89.18,88.75,0
666,83.45,83.66,1
667,79.49,78.67,0
668,83,81.96,0
669,76.97,76.88,0
670,88.3,88.78,1
671,87.65,88.06,1
672,54.69,54.54,0
673,89.71,89.92,1
674,72.84,72.58,0
675,70.29,69.96,0
676,69.96,70.42,1
677,87.17,87.65,1
678,71.4,72.38,1
679,69.37,68.81,0
680,55.5,54.33,0
681,81.21,81.46,1
682,70.45,70.42,0
683,93.33,93.41,1
684,85.18,85.1,0
685,58.12,57.75,0
686,55.54,54.78,0
687,88.09,88.6,1
688,84.99,84.67,0
689,70.43,70.25,0
690,86.64,87.17,1
691,57.98,58.12,1
692,68.81,68.29,0
693,70.59,70.79,1
694,91.68,91.8,1
695,73.15,73.17,1
696,68.35,68.13,0
697,91.35,91.34,0
698,68.53,68.46,0
699,69.14,68.92,0
700,74.01,74.48,1
701,77.33,77.57,1
702,83.24,83.79,1
703,92.2,92.51,1
704,73.06,73.36,1
705,73.45,72.81,0
706,72.3,72.4,1
707,65.51,65.67,1
708,53.49,55.21,1
709,65.44,65.62,1
710,69.87,70.01,1
711,90.05,90.08,1
712,81.64,81.69,1
713,83.12,83.22,1
714,92.29,92.19,0
715,87.94,88.04,1
716,76.88,76.75,0
717,85.16,85.23,1
718,69.61,69.47,0
719,85.42,85.46,1
720,65.7,65.99,1
721,87.87,87.09,0
722,62.12,62.41,1
723,77.68,77.87,1
724,69.81,69.88,1
725,69.13,69.07,0
726,87.63,87.57,0
727,59.82,60.45,1
728,70.25,70.2,0
729,83.55,83.79,1
730,83,83.24,1
731,86.28,86,0
732,84.75,84.23,0
733,77.04,76.97,0
734,85.67,85.77,1
735,73.8,74.28,1
736,87.56,87.94,1
737,77.47,77.55,1
738,74.74,74.63,0
739,67.91,68.28,1
740,68.17,68.84,1
741,85.12,84.01,0
742,76.62,77.03,1
743,67.9,68.27,1
744,70.41,70.66,1
745,65.01,64.29,0
746,58.32,58.78,1
747,72.96,73.3,1
748,58.45,58.59,1
749,85.16,84.99,0
750,93.36,93.47,1
751,92.23,92.31,1
752,84.23,84.63,1
753,69.12,69.15,1
754,87.21,87.17,0
755,69.47,69.07,0
756,85.37,85.4,1
757,65.85,66.2,1
758,91.38,91.68,1
759,86.9,87.11,1
760,68.13,67.9,0
761,92.23,91.93,0
762,86.83,86.93,1
763,59.78,59.7,0
764,72.38,72.25,0
765,65.61,65.47,0
766,85.25,85.42,1
767,92.01,92.29,1
768,90.47,90.85,1
769,91.98,91.67,0
770,88.06,88.36,1
771,83.36,83.31,0
772,89.03,89.52,1
773,64.59,64.71,1
774,58.71,58.32,0
775,86.83,86.69,0
776,89.85,89.66,0
777,81.06,81.15,1
778,58.89,59.08,1
779,71.13,70.64,0
780,62.32,62.63,1
781,69.26,69.81,1
782,91.2,90.59,0
783,73.26,73.32,1
784,70.14,70.1,0
785,72.7,72.6,0
786,77.48,77.46,0
787,69.64,69.2,0
788,67.9,68.17,1
789,82.36,82.4,1
790,59.63,59.38,0
791,82.07,81.91,0
792,52.32,52.6,1
793,72.04,72.16,1
794,80.94,80.73,0
795,85.59,85.87,1
796,82.35,82.36,1
797,72.56,71.62,0
798,72.66,72.64,0
799,59.12,58.56,0
800,65.13,65.18,1
801,76.28,76.24,0
802,92.42,92.23,0
803,68.49,68.35,0
804,68.31,68.56,1
805,78.06,78.31,1
806,66.85,66.84,0
807,79.73,79.6,0
808,82.97,84.12,1
809,83.74,83.54,0
810,65.92,65.46,0
811,62.41,62.26,0
812,89.51,89.71,1
813,63.41,64.29,1
814,85.19,85.21,1
815,75.5,75.67,1
816,79.24,79.7,1
817,81.34,81.86,1
818,73.8,74.01,1
819,83.45,83.22,0
820,70.52,70.48,0
821,73.3,72.89,0
822,84.05,83.87,0
823,93.95,93.69,0
824,69.24,69.13,0
825,70.01,69.55,0
826,64.13,64.12,0
827,58.03,57.83,0
828,82.4,82.32,0
829,90.54,90.47,0
830,62.57,62.37,0
831,70.48,70.46,0
832,92.24,91.64,0
833,81,80.9,0
834,92.37,92.23,0
835,80.49,80.38,0
836,90.1,89.54,0
837,86.69,86.56,0
838,64.29,64.1,0
839,79.9,79.7,0
840,86.07,85.86,0
841,70.51,70.4,0
842,80.38,79.75,0
843,85.69,85.63,0
844,77.52,77.48,0
845,68.56,68.41,0
846,92.46,92.37,0
847,85.26,85.37,1
848,92.51,92.21,0
849,79.02,78.64,0
850,93.41,93.19,0
851,86.69,86.54,0
852,88.46,88.3,0
853,67.9,67.6,0
854,87.09,86.84,0
855,70.58,70.41,0
856,81.11,80.77,0
857,73,72.84,0
858,58.66,58.64,0
859,74.28,74,0
860,70.04,69.89,0
861,73.66,73.62,0
862,66.58,66.57,0
863,84.28,84.24,0
864,66.17,65.76,0
865,61.11,60.62,0
866,86.6,86.52,0
867,62.64,62.63,0
868,70.17,69.96,0
869,70.66,70.32,0
870,68.46,67.71,0
871,83.18,83,0
872,85.19,84.84,0
873,86.53,86.5,0
874,72.89,72.27,0
875,67.05,66.3,0
876,71.38,71.29,0
877,62.37,62.07,0
878,84.01,84.49,1
879,86.13,86.38,1
880,81.06,81.21,1
881,82.09,81.34,0
882,57.55,57.63,1
883,91.94,91.98,1
884,70.33,70.8,1
885,59.59,59.46,0
886,69.65,69.8,1
887,91.8,91.61,0
888,85,84.69,0
889,79.46,80.17,1
