,Open,Close,Si Close >Open=1
5994,94.49,96.51,1
5995,96.51,97.95,1
5996,97.95,96.04,0
5997,95.52,93.57,0
5998,93.57,92.38,0
5999,92.38,93.29,1
6000,93.29,92.75,0
6001,92.75,94.74,1
6002,94.74,94.82,1
6003,94.82,94.55,0
6004,94.55,93.54,0
6005,93.54,92.9,0
6006,93.87,95.74,1
6007,96,97.74,1
6008,97.74,97.54,0
6009,97.54,97.55,1
6010,97.55,97.68,1
6011,98.02,99.8,1
6012,99.8,98.9,0
6013,98.9,98.07,0
6014,98.07,96.12,0
6015,95.4,93.42,0
6016,93.42,92.39,0
6017,92.39,93.66,1
6018,93.66,93.42,0
6019,93.42,94.23,1
6020,94.23,95.67,1
6021,95.67,97.3,1
6022,97.3,95.56,0
6023,95.56,95.4,0
6024,95.4,96.55,1
6025,96.55,97.07,1
6026,97.07,96.82,0
6027,96.82,96.63,0
6028,96.63,96.09,0
6029,96.09,96.01,0
6030,96.02,97.06,1
6031,97.06,96.57,0
6032,96.57,95.32,0
6033,94.89,93.29,0
6034,93.29,93,0
6035,93,93.26,1
6036,93.26,93.3,1
6037,93.3,92.33,0
6038,92.33,90.66,0
6039,90.66,90.94,1
6040,90.94,90.98,1
6041,90.98,90.95,0
6042,90.95,92.27,1
6043,92.27,92.12,0
6044,92.12,93.44,1
6045,93.44,94.71,1
6046,94.71,95.39,1
6047,95.39,95.03,0
6048,95.03,96,1
6049,96,96.4,1
6050,96.4,96.22,0
6051,96.22,95.53,0
6052,95.53,95.53,0
6053,95.98,97.32,1
6054,97.32,97.98,1
6055,97.98,96.94,0
6056,96.94,97.78,1
6057,97.78,98.88,1
6058,98.88,99.15,1
6059,99.15,99.74,1
6060,99.74,99.65,0
6061,99.65,99.28,0
6062,99.28,98.05,0
6063,98.05,97.23,0
6064,97.23,97.57,1
6065,97.57,97.34,0
6066,97.34,97.27,0
6067,97.27,97.64,1
6068,97.64,97.95,1
6069,97.95,96.59,0
6070,96.2,94.82,0
6071,94.82,93.98,0
6072,93.98,93.25,0
6073,93.25,93.35,1
6074,93.35,94.33,1
6075,94.33,94.33,0
6076,94.24,93.01,0
6077,93,92.03,0
6078,92.03,92.61,1
6079,92.61,92.4,0
6080,92.4,92.12,0
6081,92.12,92.05,0
6082,92.05,93.66,1
6083,93.66,94.36,1
6084,94.36,94.78,1
6085,94.77,93.75,0
6086,93.75,93.38,0
6087,93.38,91.81,0
6088,91.81,90.3,0
6089,90.3,89.57,0
6090,89.57,90.18,1
6091,90.18,90,0
6092,90,90.31,1
6093,90.31,92.22,1
6094,92.22,92.09,0
6095,92.09,91.29,0
6096,91.29,91.12,0
6097,91.12,91.46,1
6098,91.46,91.64,1
6099,91.64,92.96,1
6100,92.96,91.47,0
6101,91.47,90.66,0
6102,90.66,90.69,1
6103,90.69,90.45,0
6104,90.45,89.72,0
6105,89.53,88.21,0
6106,88.21,87.86,0
6107,87.86,87.91,1
6108,87.91,87.09,0
6109,87.09,87.29,1
6110,87.29,88.58,1
6111,88.58,88.37,0
6112,88.37,86.89,0
6113,86.89,87.43,1
6114,87.43,87.28,0
6115,87.28,89.1,1
6116,89.1,90.14,1
6117,90.14,90.31,1
6118,90.31,91.96,1
6119,91.96,92.55,1
6120,92.55,93.1,1
6121,93.1,92.28,0
6122,92.28,92.06,0
6123,92.06,92.34,1
6124,92.23,91.3,0
6125,91.3,90.04,0
6126,90.04,89.45,0
6127,89.45,88.84,0
6128,88.84,88.21,0
6129,88.21,87.46,0
6130,87.46,87.69,1
6131,87.69,88.98,1
6132,88.98,87.61,0
6133,87.61,86.31,0
6134,86.31,86,0
6135,86,86.02,1
6136,86.02,84.3,0
6137,84.3,84.25,0
6138,84.25,83.66,0
6139,83.13,81.09,0
6140,81.09,81.48,1
6141,81.48,79.99,0
6142,79.99,79.89,0
6143,80.97,83.15,1
6144,83.15,83.78,1
6145,83.78,82.81,0
6146,82.81,83.7,1
6147,83.7,83.78,1
6148,83.78,83.54,0
6149,83.54,83.81,1
6150,83.81,84.65,1
6151,84.65,84.99,1
6152,84.99,83.98,0
6153,83.98,82.4,0
6154,82.02,80.94,0
6155,80.94,80.5,0
6156,80.5,79.31,0
6157,79.31,78.75,0
6158,78.75,78.59,0
6159,78.59,79.29,1
6160,79.78,80.52,1
6161,80.52,82.65,1
6162,82.65,81.57,0
6163,81.57,80.86,0
6164,80.86,79.75,0
6165,79.75,78.49,0
6166,76.73,76.73,0
6167,76.73,76.3,0
6168,76.3,75.67,0
6169,75.65,74.57,0
6170,74.57,74.95,1
6171,74.95,73.51,0
6172,73.51,72.8,0
6173,72.8,71.55,0
6174,71.55,72.16,1
6175,72.16,70.94,0
6176,70.94,70.76,0
6177,70.76,69.99,0
6178,70.22,72.15,1
6179,72.15,70.52,0
6180,69.85,68.69,0
6181,68.69,70.87,1
6182,70.87,71.42,1
6183,71.35,69.72,0
6184,69.72,69.24,0
6185,69.24,68.55,0
6186,68.54,66.71,0
6187,66.71,65.2,0
6188,65.2,66.26,1
6189,66.45,67.38,1
6190,67.38,67.72,1
6191,68.36,70.09,1
6192,70.09,70.14,1
6193,70.14,69.42,0
6194,69.03,68.02,0
6195,68.02,67.57,0
6196,67.4,66.46,0
6197,66.46,64.94,0
6198,64.85,63.54,0
6199,63.54,63.39,0
6200,63.39,63.38,0
6201,63.38,62.28,0
6202,62.28,62.34,1
6203,62.78,64.95,1
6204,64.95,64.84,0
6205,64.84,67.82,1
6206,68.3,69.79,1
6207,69.79,71.14,1
6208,71.17,72.74,1
6209,72.74,71.44,0
6210,71.44,70.33,0
6211,70.33,71.17,1
6212,71.2,72.28,1
6213,72.28,73.5,1
6214,73.5,73.13,0
6215,72.81,71.03,0
6216,70.98,70.22,0
6217,70.22,70.12,0
6218,70.12,70.09,0
6219,70.49,72.83,1
6220,72.83,74.31,1
6221,74.31,73.9,0
6222,73.9,73.88,0
6223,73.8,73.08,0
6224,73.08,75.11,1
6225,75.11,74.75,0
6226,74.75,75.21,1
6227,75.21,74.91,0
6228,74.91,75.15,1
6229,75.15,73.67,0
6230,73.67,73.35,0
6231,73.35,73.06,0
6232,73.06,71.91,0
6233,71.1,69.27,0
6234,69.27,68.2,0
6235,68.2,67.9,0
6236,67.9,68.18,1
6237,68.24,68.9,1
6238,68.9,68.83,0
6239,68.83,69.47,1
6240,69.47,69.94,1
6241,69.94,69.97,1
6242,69.8,68.11,0
6243,68.11,67.17,0
6244,67.17,67.41,1
6245,67.41,66.13,0
6246,66.13,65.01,0
6247,65.01,65.6,1
6248,65.88,67.28,1
6249,67.28,67.67,1
6250,67.67,67.45,0
6251,67.45,67.07,0
6252,67.07,66.46,0
6253,66.46,67.58,1
6254,67.58,67.9,1
6255,67.9,67.65,0
6256,67.65,66.91,0
6257,66.91,65.96,0
6258,65.96,66.88,1
6259,66.88,67.44,1
6260,67.44,67.14,0
6261,67.14,67.16,1
6262,67.16,68.56,1
6263,68.65,70.23,1
6264,70.23,70.71,1
6265,70.71,71.07,1
6266,71.07,71.02,0
6267,71.02,70.04,0
6268,70.04,71.17,1
6269,71.6,72.61,1
6270,72.61,72.31,0
6271,72.31,71.68,0
6272,71.68,72.14,1
6273,72.14,72.05,0
6274,72.05,70.96,0
6275,70.96,71.08,1
6276,71.08,70.7,0
6277,70.7,71.74,1
6278,71.74,72.07,1
6279,72.07,72.98,1
6280,73.76,75.37,1
6281,75.37,76.03,1
6282,76.03,77.26,1
6283,77.26,76.21,0
6284,76.21,76.98,1
6285,76.98,77.82,1
6286,77.82,77.61,0
6287,77.61,78.95,1
6288,78.95,78.56,0
6289,78.56,78.63,1
6290,78.63,78.36,0
6291,78.36,78.58,1
6292,78.58,79.92,1
6293,79.98,81.01,1
6294,81.01,81.5,1
6295,81.5,80.93,0
6296,80.93,81.44,1
6297,81.44,82.21,1
6298,82.21,82.62,1
6299,82.62,81.44,0
6300,81.09,79.53,0
6301,79.53,80.37,1
6302,80.37,80.77,1
6303,80.77,81.59,1
6304,81.59,83.03,1
6305,83.03,83.56,1
6306,83.56,83.9,1
6307,83.9,83.69,0
6308,83.69,84.3,1
6309,84.3,84.95,1
6310,84.95,84.36,0
6311,84.36,83.59,0
6312,83.59,83.74,1
6313,83.74,84.76,1
6314,84.76,86.01,1
6315,86.01,85.13,0
6316,85.13,84.34,0
6317,84.34,83.61,0
6318,83.61,83.39,0
6319,82.39,81.42,0
6320,81.42,82.06,1
6321,82.16,83.59,1
6322,83.59,83.85,1
6323,83.85,83.36,0
6324,83.36,82.64,0
6325,82.64,82.43,0
6326,82.43,81.51,0
6327,81.51,80.88,0
6328,80.88,80.35,0
6329,80.35,80.99,1
6330,80.99,82.84,1
6331,82.84,83.77,1
6332,83.77,84.18,1
6333,84.18,85.6,1
6334,85.6,86.3,1
6335,86.3,86.6,1
6336,86.6,87.25,1
6337,87.25,86.3,0
6338,86.3,87.23,1
6339,87.23,87.09,0
6340,87.09,86.12,0
6341,86.12,86.04,0
6342,86.04,86.62,1
6343,86.62,86.23,0
6344,86.23,85.64,0
6345,85.64,87.3,1
6346,87.3,88.1,1
6347,88.1,89.22,1
6348,89.22,90.08,1
6349,90.08,88.64,0
6350,88.64,89.08,1
6351,89.08,89.56,1
6352,89.56,90.53,1
6353,90.53,90.61,1
6354,90.61,91.58,1
6355,91.58,92.27,1
6356,92.27,91.41,0
6357,91.41,90.43,0
6358,90.43,90.53,1
6359,90.53,90.07,0
6360,90.07,89.06,0
6361,89.06,89.39,1
6362,89.39,90.58,1
6363,90.58,90.34,0
6364,90.34,89.71,0
6365,89.71,89.68,0
6366,89.87,91.15,1
6367,91.32,92.58,1
6368,92.58,92.89,1
6369,92.89,92.6,0
6370,92.6,92.69,1
6371,92.69,92.48,0
6372,92.48,91.21,0
6373,91.21,90.44,0
6374,90.44,90.55,1
6375,90.55,90.08,0
6376,90.08,90.52,1
6377,90.52,91.46,1
6378,91.46,90.58,0
6379,90.58,90.39,0
6380,90.39,92.02,1
6381,92.02,92.61,1
6382,92.61,93.62,1
6383,93.62,94.19,1
6384,94.19,94.62,1
6385,94.62,94.81,1
6386,94.81,94.81,0
6387,94.81,95.19,1
6388,95.19,94.85,0
6389,94.85,94.18,0
6390,94.18,94.36,1
6391,94.36,93.54,0
6392,93.54,93.39,0
6393,93.39,94.8,1
6394,94.8,94.81,1
6395,94.81,94.66,0
6396,94.66,95.19,1
6397,95.19,95.61,1
6398,95.61,94.61,0
6399,94.61,93.63,0
6400,93.63,93.2,0
6401,93.2,92.44,0
6402,92.44,91.45,0
6403,91.45,90.18,0
6404,90.18,90.07,0
6405,90.07,89.29,0
6406,89.29,88.69,0
6407,88.69,88.19,0
6408,88.19,88.83,1
6409,88.83,88.75,0
6410,88.75,87.99,0
6411,87.99,87.15,0
6412,87.15,86.23,0
6413,86.23,86.25,1
6414,86.25,86.3,1
6415,86.3,86.02,0
6416,86.02,86.55,1
6417,86.55,87.12,1
6418,87.12,85.97,0
6419,85.97,85.6,0
6420,85.6,86.36,1
6421,86.36,86.2,0
6422,86.2,84.95,0
6423,84.78,83.22,0
6424,83.22,83.07,0
6425,83.07,84.28,1
6426,84.28,85.06,1
6427,85.06,83.96,0
6428,83.96,84.43,1
6429,84.68,86.4,1
6430,86.4,86.88,1
6431,86.88,85.48,0
6432,85.48,86.03,1
6433,86.03,86.2,1
6434,86.2,85.62,0
6435,85.62,85.89,1
6436,85.89,84.6,0
6437,84.59,83.79,0
6438,83.79,83.45,0
6439,83.45,83.3,0
6440,83.3,82.88,0
6441,82.88,82.09,0
6442,82.09,82.37,1
6443,82.37,84.06,1
6444,84.26,85.88,1
6445,85.88,85.07,0
6446,85.07,84.94,0
6447,85.03,85.74,1
6448,85.74,85.64,0
6449,85.64,86.19,1
6450,86.19,85.03,0
6451,85.01,83.87,0
6452,83.87,82.93,0
6453,82.93,83.82,1
6454,83.88,85.95,1
6455,85.98,86.88,1
6456,86.88,86.77,0
6457,86.77,87.94,1
6458,87.94,88.37,1
6459,88.37,88.21,0
6460,88.21,89.46,1
6461,89.46,89.28,0
6462,89.28,89.23,0
6463,89.23,89.37,1
6464,89.37,88.86,0
6465,88.86,89.82,1
6466,89.82,90.56,1
6467,90.56,90.71,1
6468,90.71,91.24,1
6469,91.24,89.83,0
6470,89.83,89.73,0
6471,89.73,90.51,1
6472,90.51,89.39,0
6473,89.39,89.31,0
6474,89.31,89.04,0
6475,89.04,88.09,0
6476,88.09,88.51,1
6477,88.51,89.15,1
6478,89.15,89.55,1
6479,89.55,89.33,0
6480,89.33,89.34,1
6481,89.34,89.87,1
6482,89.87,91.19,1
6483,91.19,91.04,0
6484,91.04,90.97,0
6485,90.97,91.46,1
6486,91.46,91,0
6487,91,89.98,0
6488,89.98,89.64,0
6489,89.64,89.53,0
6490,89.53,89.7,1
6491,89.7,90.71,1
6492,90.71,90.94,1
6493,90.94,91.24,1
6494,91.24,90.67,0
6495,90.67,89.33,0
6496,88.83,87.6,0
6497,87.6,87.84,1
6498,87.84,86.82,0
6499,86.82,87.07,1
6500,87.07,87.3,1
6501,87.3,88.08,1
6502,88.08,87.8,0
6503,87.8,87.83,1
6504,87.83,88.09,1
6505,88.09,88.93,1
6506,88.93,89.15,1
6507,89.15,89.43,1
6508,89.43,88.8,0
6509,88.8,88.14,0
6510,88.14,88.73,1
6511,88.73,89.46,1
6512,89.46,90.25,1
6513,90.25,90.13,0
6514,90.13,89.77,0
6515,89.77,90.19,1
6516,90.19,90.9,1
6517,90.9,92.58,1
6518,92.58,93.53,1
6519,93.53,93.95,1
6520,93.95,94.58,1
6521,94.58,94.95,1
6522,94.95,96.33,1
6523,96.33,95.57,0
6524,95.57,97.13,1
6525,97.13,96.61,0
6526,96.61,97,1
6527,97,98.32,1
6528,98.32,98.86,1
6529,98.86,98.24,0
6530,98.24,98.04,0
6531,98.04,99.21,1
6532,99.21,99.68,1
6533,99.68,99.07,0
6534,99.07,98.53,0
6535,98.53,100.11,1
6536,100.11,100.86,1
6537,100.86,100.87,1
6538,100.87,101.18,1
6539,101.18,101.91,1
6540,101.91,100.39,0
6541,100.39,99.46,0
6542,99.46,99.62,1
6543,99.62,100.47,1
6544,100.47,100.77,1
6545,100.77,100.25,0
6546,100.25,99.67,0
6547,99.67,99.05,0
6548,99.05,99.85,1
6549,99.94,101.41,1
6550,101.41,102.1,1
6551,102.1,101.61,0
6552,101.61,102.03,1
6553,102.03,101.69,0
6554,101.69,100.11,0
6555,100.11,99.71,0
6556,99.71,100.02,1
6557,100.02,100.58,1
6558,100.58,99.98,0
6559,99.98,98.92,0
6560,98.92,99.11,1
6561,99.11,100.19,1
6562,100.19,100.58,1
6563,100.58,100.94,1
6564,100.94,101.89,1
6565,101.89,100.86,0
6566,100.86,99.8,0
6567,99.8,100.92,1
6568,100.92,100.86,0
6569,100.86,100.45,0
6570,100.45,100.58,1
6571,100.58,100.71,1
6572,100.71,102.24,1
6573,102.51,103.42,1
6574,103.42,102.85,0
6575,102.85,102.85,0
6576,102.85,102.41,0
6577,102.41,102.01,0
6578,102.01,102.77,1
6579,102.77,102.24,0
6580,102.24,102.25,1
6581,102.32,103.51,1
6582,103.51,103.36,0
6583,103.36,102.21,0
6584,102.21,101.28,0
6585,101.28,100.35,0
6586,100.35,100.2,0
6587,100.2,101.05,1
6588,101.05,100.31,0
6589,100.31,100.67,1
6590,100.67,101.44,1
6591,101.44,102.87,1
6592,102.87,103.32,1
6593,103.32,102.98,0
6594,102.98,102.29,0
6595,102.29,102.43,1
6596,102.43,101.86,0
6597,101.86,102.13,1
6598,102.13,102.13,0
6599,102.13,101.64,0
6600,101.64,100.92,0
6601,100.92,101.46,1
6602,101.46,100.88,0
6603,100.88,101.16,1
6604,101.16,101.88,1
6605,101.88,103.1,1
6606,103.1,102.95,0
6607,102.95,102.77,0
6608,102.77,102.16,0
6609,102.16,101.34,0
6610,101.34,101.09,0
6611,101.09,101.26,1
6612,101.26,101.18,0
6613,101.18,102,1
6614,102,101.26,0
6615,101.07,99.44,0
6616,99.44,99.49,1
6617,99.49,99.34,0
6618,99.34,99.38,1
6619,99.38,100.18,1
6620,100.18,99.85,0
6621,99.85,100.22,1
6622,100.22,100.13,0
6623,100.13,99.15,0
6624,99.15,98.63,0
6625,98.63,98.8,1
6626,98.8,98.74,0
6627,98.74,99.56,1
6628,99.56,100.92,1
6629,101,101.95,1
6630,101.95,101.46,0
6631,101.46,102.01,1
6632,102.01,103.61,1
6633,103.61,103.76,1
6634,103.76,104.28,1
6635,104.28,103.47,0
6636,103.47,103.25,0
6637,103.25,103.79,1
6638,103.79,103.72,0
6639,103.72,103.43,0
6640,103.43,103.86,1
6641,103.86,104.28,1
6642,104.28,103.59,0
6643,103.59,104.11,1
6644,104.11,103.54,0
6645,103.54,103.83,1
6646,103.83,103.98,1
6647,103.98,104.98,1
6648,104.98,105.9,1
6649,105.9,105.67,0
6650,105.67,105.95,1
6651,105.95,105.2,0
6652,105.2,104.68,0
6653,104.68,104.29,0
6654,104.29,103.72,0
6655,103.72,103.82,1
6656,103.82,103.93,1
6657,103.93,104.06,1
6658,104.06,104.07,1
6659,104.07,103.48,0
6660,103.48,103.05,0
6661,103.05,102.93,0
6662,102.93,103.44,1
6663,103.44,103.19,0
6664,103.19,104.14,1
6665,104.14,104.43,1
6666,104.43,103.85,0
6667,103.85,103.79,0
6668,103.79,103.49,0
6669,103.49,104.41,1
6670,104.41,104.06,0
6671,104.06,104.22,1
6672,104.22,104.25,1
6673,104.25,104.43,1
6674,104.43,104.8,1
6675,104.8,104.56,0
6676,104.56,103.39,0
6677,103.31,102.37,0
6678,102.37,101.96,0
6679,101.96,101.27,0
6680,101.27,102.03,1
6681,102.03,101.32,0
6682,101.32,101.48,1
6683,101.48,102.07,1
6684,102.07,102.91,1
6685,102.91,104.06,1
6686,104.06,103.92,0
6687,103.92,104.3,1
6688,104.3,105.03,1
6689,105.03,104.94,0
6690,104.94,104.4,0
6691,104.4,104.65,1
6692,104.65,104.29,0
6693,104.29,103.94,0
6694,103.94,104.25,1
6695,104.25,105.34,1
6696,105.34,106.27,1
6697,106.27,106.32,1
6698,106.32,107.83,1
6699,107.83,107.46,0
6700,107.46,106.92,0
6701,106.92,106.8,0
6702,106.8,107.27,1
6703,107.27,105.92,0
6704,105.92,105.37,0
6705,105.37,105.24,0
6706,105.24,104.17,0
6707,104.17,104.03,0
6708,104.03,103.23,0
6709,103.23,102.97,0
6710,102.97,103.54,1
6711,103.54,102.56,0
6712,102.48,101.64,0
6713,101.64,100.81,0
6714,100.81,102.12,1
6715,102.12,100.85,0
6716,100.85,100.88,1
6717,100.88,101.47,1
6718,101.47,101.45,0
6719,101.45,101.74,1
6720,101.74,100.77,0
6721,100.77,99.96,0
6722,99.96,100.07,1
6723,100.07,101.06,1
6724,101.06,101.76,1
6725,101.76,101.61,0
6726,101.61,102.9,1
6727,102.9,103.1,1
6728,102.49,101.92,0
6729,101.92,102.41,1
6730,102.41,100.82,0
6731,100.62,99.6,0
6732,99.6,99.32,0
6733,99.32,98.81,0
6734,98.81,99.64,1
6735,99.64,99.24,0
6736,99.24,99.9,1
6737,99.9,100.04,1
6738,100.04,100.61,1
6739,100.61,101.89,1
6740,101.89,101.92,1
6741,101.92,102.59,1
6742,102.59,101.96,0
6743,101.96,102.41,1
6744,102.41,103.15,1
6745,103.15,102.44,0
6746,102.44,102.1,0
6747,102.1,102.49,1
6748,102.49,102.12,0
6749,102.12,102.76,1
6750,102.76,103.56,1
6751,103.56,103.49,0
6752,103.49,104.08,1
6753,104.08,104.51,1
6754,104.51,104.7,1
6755,104.7,104.63,0
6756,104.63,105.07,1
6757,105.07,105.14,1
6758,105.14,104.8,0
6759,104.8,104.26,0
6760,104.26,103.65,0
6761,103.65,104.22,1
6762,104.22,104.71,1
6763,104.71,104.84,1
6764,104.84,106.06,1
6765,106.06,106.77,1
6766,106.77,106.34,0
6767,106.34,106.88,1
6768,106.88,107.46,1
6769,107.46,107,0
6770,107,105.7,0
6771,105.7,104.76,0
6772,104.76,105.02,1
6773,105.02,105.01,0
6774,105.01,105.2,1
6775,105.2,104.12,0
6776,104.12,103.4,0
6777,103.4,104.2,1
6778,104.2,104.01,0
6779,104.01,103.73,0
6780,103.73,103.32,0
6781,103.32,103.85,1
6782,103.85,102.97,0
6783,102.97,103.32,1
6784,103.32,103.25,0
6785,103.25,103.13,0
6786,103.13,102.34,0
6787,102.34,101.79,0
6788,101.79,101.93,1
6789,101.93,102.03,1
6790,102.03,102.54,1
6791,102.54,102.36,0
6792,102.36,101.85,0
6793,101.85,101.88,1
6794,101.88,101.89,1
6795,101.89,101.6,0
6796,101.6,100.73,0
6797,100.73,100.82,1
6798,100.82,100.22,0
6799,100.22,100.74,1
6800,100.74,101.04,1
6801,101.04,101.5,1
6802,101.5,100.92,0
6803,100.92,100.49,0
6804,100.49,100.49,0
6805,100.49,100.19,0
6806,100.19,99.6,0
6807,99.6,99.48,0
6808,99.48,99.82,1
6809,99.82,100.66,1
6810,100.66,100.39,0
6811,100.39,100.88,1
6812,100.88,101.2,1
6813,101.2,101.25,1
6814,101.25,100.87,0
6815,100.87,100.1,0
6816,100.1,100.67,1
6817,100.67,100.65,0
6818,100.65,101.42,1
6819,101.42,101.98,1
6820,101.98,102.17,1
6821,102.17,102.08,0
6822,102.08,101.86,0
6823,101.86,101.31,0
6824,101.31,101,0
6825,101,100.2,0
6826,100.2,99.7,0
6827,99.7,99.06,0
6828,99.06,99,0
6829,99,99.69,1
6830,99.69,98.54,0
6831,98.54,98.42,0
6832,98.42,99.21,1
6833,99.21,98.23,0
6834,98.23,98.01,0
6835,98.01,97.91,0
6836,97.91,98.35,1
6837,98.35,98.88,1
6838,98.97,100.15,1
6839,100.15,100.16,1
6840,100.42,101,1
6841,101,101.04,1
6842,101.04,100.54,0
6843,100.54,100.07,0
6844,100.07,100.4,1
6845,100.4,99.75,0
6846,99.67,98.44,0
6847,98.32,97.15,0
6848,97.15,97.11,0
6849,97.11,97.96,1
6850,97.96,98.2,1
6851,98.2,98.44,1
6852,98.44,98.93,1
6853,98.93,99.43,1
6854,99.43,99.96,1
6855,99.96,100.11,1
6856,100.11,99.49,0
6857,99.49,99.18,0
6858,99.18,99.47,1
6859,99.47,98.78,0
6860,98.78,98.73,0
6861,98.73,99.03,1
6862,99.03,99.47,1
6863,99.47,99.77,1
6864,99.77,100.3,1
6865,100.3,99.88,0
6866,99.88,99.45,0
6867,99.35,98.15,0
6868,98.15,97.67,0
6869,97.67,96.77,0
6870,96.77,97.01,1
6871,97.01,96.27,0
6872,96.27,96.12,0
6873,96.12,96.93,1
6874,96.93,96.74,0
6875,96.74,97.69,1
6876,97.69,97.23,0
6877,97.23,97.73,1
6878,97.73,98.2,1
6879,98.2,98.14,0
6880,98.14,98.46,1
6881,98.46,98.74,1
6882,98.76,99.86,1
6883,99.86,99.61,0
6884,99.61,99.85,1
6885,99.85,99.97,1
6886,99.97,100.42,1
6887,100.42,100.74,1
6888,100.74,100.46,0
6889,100.46,100.62,1
6890,100.62,101.19,1
6891,101.19,100.98,0
6892,100.98,100.14,0
6893,100.14,100.11,0
6894,100.11,100.48,1
6895,100.48,100.1,0
6896,100.1,100.09,0
6897,100.09,99.58,0
6898,99.58,99.93,1
6899,99.93,99.79,0
6900,99.79,99.55,0
6901,99.55,99.45,0
6902,99.45,99.59,1
6903,99.59,100.18,1
6904,100.18,100.95,1
6905,100.95,101.79,1
6906,101.79,101.73,0
6907,101.73,101.59,0
6908,101.59,101.67,1
6909,101.67,100.85,0
6910,100.85,100.27,0
6911,100.27,98.64,0
6912,98.64,98.79,1
6913,98.79,98.85,1
6914,98.85,99.12,1
6915,99.12,98.5,0
6916,98.5,98.37,0
6917,98.37,98.74,1
6918,98.74,98.76,1
6919,98.76,97.99,0
6920,97.99,98.05,1
6921,98.05,98.92,1
6922,98.92,98.16,0
6923,98.16,97.88,0
6924,97.88,98.18,1
6925,98.18,97.73,0
6926,97.73,97.74,1
6927,97.74,97.68,0
6928,97.68,97.51,0
6929,97.51,97.79,1
6930,97.79,97.62,0
6931,97.62,97.23,0
6932,97.18,96.15,0
6933,96.15,96.06,0
6934,96.06,96.92,1
6935,96.92,96.38,0
6936,96.38,96.77,1
6937,96.77,96.83,1
6938,96.83,97.45,1
6939,97.45,97.71,1
6940,97.71,98.01,1
6941,98.01,97.28,0
6942,97.1,96.37,0
6943,96.37,96.03,0
6944,96.03,96.09,1
6945,96.09,96.55,1
6946,96.55,96.8,1
6947,96.8,96.48,0
6948,96.48,95.85,0
6949,95.85,95.89,1
6950,95.89,95.1,0
6951,95.1,95.09,0
6952,95.09,95.04,0
6953,95.04,95.38,1
6954,95.38,95.24,0
6955,95.24,95.31,1
6956,95.31,95.85,1
6957,95.85,96.53,1
6958,96.53,96.74,1
6959,96.74,96.03,0
6960,96.03,95.68,0
6961,95.68,96.05,1
6962,96.05,95.97,0
6963,95.97,95.75,0
6964,95.75,94.93,0
6965,94.82,94.04,0
6966,94.04,93.46,0
6967,93.46,93.56,1
6968,93.56,93.47,0
6969,93.47,93.46,0
6970,93.46,92.38,0
6971,92.38,92.67,1
6972,92.67,92.32,0
6973,92.32,91.63,0
6974,91.63,91,0
6975,91,92.1,1
6976,92.1,92.34,1
6977,92.34,92.61,1
6978,92.61,92.34,0
6979,92.19,91.35,0
6980,91.35,90.71,0
6981,90.71,90.76,1
6982,90.76,91.58,1
6983,91.58,92.29,1
6984,92.29,92.46,1
6985,92.46,92.98,1
6986,92.98,94.71,1
6987,95.1,95.98,1
6988,95.98,95.32,0
6989,95.32,95.93,1
6990,95.93,95.45,0
6991,95.45,95.16,0
6992,95.16,95.33,1
6993,95.33,95.25,0
6994,95.25,96.09,1
6995,96.09,96.49,1
6996,96.49,96.69,1
6997,96.69,96.04,0
6998,96.04,94.55,0
6999,94.55,94.83,1
7000,94.83,94.69,0
7001,94.69,94.67,0
7002,94.67,94.27,0
7003,94.09,92.83,0
7004,92.83,92.78,0
7005,92.78,92.96,1
7006,92.96,93.65,1
7007,93.65,93.63,0
7008,93.63,93.56,0
7009,93.56,94.03,1
7010,94.03,93.55,0
7011,93.55,93.4,0
7012,93.4,92.69,0
7013,92.69,92.5,0
7014,92.5,93.05,1
7015,93.05,93.8,1
7016,93.8,94.69,1
7017,94.69,94.69,0
7018,94.69,94.75,1
7019,94.75,94.94,1
7020,94.94,95.1,1
7021,95.1,93.82,0
7022,93.82,93.52,0
7023,93.52,92.74,0
7024,92.66,91.62,0
7025,91.48,90.64,0
7026,90.64,90.17,0
7027,90.17,89.74,0
7028,89.74,89.82,1
7029,89.82,89.69,0
7030,89.69,89.43,0
7031,89.43,89.88,1
7032,89.88,90.56,1
7033,90.56,90.09,0
7034,90.09,89.89,0
7035,89.89,89.24,0
7036,89.24,89.25,1
7037,89.25,89.39,1
7038,89.39,88.58,0
7039,88.58,88.58,0
7040,88.58,89.34,1
7041,89.34,89.25,0
7042,89.25,89.93,1
7043,89.93,90.13,1
7044,90.13,89.62,0
7045,89.62,89.5,0
7046,89.5,90.33,1
7047,90.33,90.83,1
7048,90.83,90.3,0
7049,90.3,90.08,0
7050,90.08,89.86,0
7051,89.86,89.04,0
7052,89.04,88.83,0
7053,88.77,88.08,0
7054,88.08,87.96,0
7055,87.96,87.59,0
7056,87.59,87.56,0
7057,87.56,87.64,1
7058,87.66,88.49,1
7059,88.49,87.72,0
7060,87.72,87.04,0
7061,87.04,87.19,1
7062,87.19,87.32,1
7063,87.32,87.45,1
7064,87.45,86.9,0
7065,86.9,87.36,1
7066,87.36,87.84,1
7067,87.84,87.89,1
7068,87.89,88.88,1
7069,88.88,88.95,1
7070,88.95,89.35,1
7071,89.35,89.12,0
7072,89.12,89.51,1
