,Mes,Close/Open-1
0,1,0.006430930
1,1,0.003194826
2,1,-0.006369488
3,1,-0.003215496
4,1,0.003225869
5,1,0.009646302
6,1,0.003184775
7,1,0.000000000
8,1,0.006349084
9,1,0.003154635
10,1,-0.009554140
11,1,0.003215372
12,1,0.003205252
13,1,-0.006389838
14,1,0.000000000
15,1,0.003215372
16,1,0.006410319
17,1,-0.006389838
18,1,0.003215372
19,1,0.003215372
20,1,-0.006430868
21,2,0.006472492
22,2,-0.006430868
23,2,0.000000000
24,2,0.003236184
25,2,0.003225869
26,2,0.003215372
27,2,-0.006410257
28,2,0.012903289
29,2,-0.003184652
30,2,-0.003195011
31,2,0.000000000
32,2,0.000000000
33,2,-0.003205067
34,2,0.009646302
35,2,0.000000000
36,2,0.003184775
37,2,0.000000000
38,2,-0.006369488
39,2,-0.003205067
40,3,0.003215372
41,3,0.009615509
42,3,0.000000000
43,3,0.006349084
44,3,0.000000000
45,3,-0.006309027
46,3,-0.003174664
47,3,-0.003184652
48,3,0.003194826
49,3,0.006369427
50,3,0.003154635
51,3,0.006289308
52,3,-0.003125060
53,3,-0.003134736
54,3,0.003144593
55,3,-0.006269593
56,3,0.003154635
57,3,0.000000000
58,3,-0.009433902
59,3,0.000000000
60,3,0.003184775
61,3,-0.003174664
62,3,0.000000000
63,4,0.006369427
64,4,-0.003164496
65,4,0.000000000
66,4,0.003174542
67,4,0.006309149
68,4,-0.003134736
69,4,0.018867985
70,4,0.006172720
71,4,0.006134970
72,4,-0.006097561
73,4,-0.009316889
74,4,-0.006289308
75,4,0.006289308
76,4,-0.003125060
77,4,-0.006269593
78,4,-0.012618176
79,4,0.009584602
80,4,0.003164496
81,4,0.000000000
82,4,0.003154635
83,5,0.006289308
84,5,0.000000000
85,5,0.003125000
86,5,-0.003115265
87,5,0.000000000
88,5,0.003125000
89,5,0.000000000
90,5,0.003115325
91,5,-0.003105650
92,5,-0.003115265
93,5,0.000000000
94,5,0.006250060
95,5,0.000000000
96,5,0.000000000
97,5,0.006172720
98,5,-0.006153846
99,5,-0.003095916
100,5,0.003105530
101,5,-0.003095916
102,5,-0.006211240
103,5,-0.006250000
104,6,0.003144593
105,6,0.006269653
106,6,0.003115325
107,6,-0.015528069
108,6,0.009463784
109,6,-0.003125060
110,6,0.003134857
111,6,0.000000000
112,6,0.000000000
113,6,0.000000000
114,6,-0.006250000
115,6,0.000000000
116,6,0.003144593
117,6,-0.003134736
118,6,0.000000000
119,6,0.003144593
120,6,0.003134857
121,6,0.000000000
122,6,-0.006250000
123,6,0.000000000
124,6,0.006289308
125,6,-0.003125060
126,7,0.006250060
127,7,0.003105530
128,7,0.000000000
129,7,0.009230710
130,7,0.000000000
131,7,0.006097620
132,7,0.000000000
133,7,0.003030361
134,7,0.000000000
135,7,-0.009146283
136,7,0.015384615
137,7,0.006060606
138,7,0.006024096
139,7,-0.012012069
140,7,0.003039514
141,7,0.003030361
142,7,-0.003021206
143,7,-0.009090909
144,7,-0.006116208
145,8,-0.003076864
146,8,0.003086360
147,8,0.003076864
148,8,0.009202514
149,8,0.012158113
150,8,-0.009009066
151,8,-0.015151515
152,8,0.015384615
153,8,-0.009090909
154,8,-0.006116208
155,8,-0.009230710
156,8,-0.025236534
157,8,0.000000000
158,8,0.003267974
159,8,-0.006514658
160,8,0.003278689
161,8,0.006535948
162,8,0.000000000
163,8,0.000000000
164,8,0.012945046
165,8,0.003194826
166,8,0.000000000
167,8,0.009554079
168,9,0.000000000
169,9,0.006250060
170,9,-0.003105650
171,9,0.009345854
172,9,0.000000000
173,9,-0.003095916
174,9,-0.003115265
