,Open,Open t-1,Close t-1,Vol t-1,Vol historico (Prom),Si close es mayor a open =1
626,482,487.5,479.2,983600,458188,1
627,448,455,448,1956800,463436,0
628,497.5,494,496,979800,468422,1
629,490,491.5,494.5,856700,468996,1
630,431.5,443.5,424.3,1081800,472172,0
631,435.5,431.5,421.5,1496800,472319,1
632,444.3,435.5,447.7,1416800,472388,0
633,434.5,433.4,431.8,1370800,474236,0
634,395,397.5,398,2593400,477117,1
635,377,362.5,370,4217300,478176,1
636,384.7,390,384.7,1457000,479373,0
637,255.5,307.5,270,12162400,485710,1
638,332.7,340.8,331,2385800,490733,1
639,352,352.5,358.4,2095500,491258,0
640,339,343.5,351.8,1670600,492234,1
641,298.6,300,302.8,2048300,494531,1
642,275.8,268.4,275.7,2736100,497432,0
643,300.2,290.3,296.5,2988100,499021,1
644,376.5,372.5,381.4,3196000,511328,1
645,351.8,358.5,351.7,1354500,511725,1
646,371.2,376.5,371.1,1329200,513575,0
647,339,343.8,346.5,1356200,515600,0
648,349,342.5,347.3,1681500,520262,1
649,383.5,378.4,384.3,1792900,523267,1
650,384,396.1,387,1132100,523823,1
651,393.9,384.3,393.9,1145800,525978,0
652,422.6,414,422.5,1512000,528068,1
653,430.5,427.5,432,1170500,528677,1
654,443.7,430.5,440.9,1225200,528764,0
655,441.8,450.1,437.9,1428700,529540,0
656,434.3,427,433.5,1105200,529842,0
657,442.5,440.5,438.8,784600,530530,1
658,445.1,444.7,444,1118000,533682,1
659,451.7,451.8,451.3,944200,533899,0
660,428.5,441.9,431,1502800,534577,1
661,436.5,433.5,441.8,1298100,535150,1
662,443,441,443,1008000,535718,0
663,470,481.5,475.7,1725100,538858,1
664,470,465.5,467.4,1237800,541334,0
665,472.8,470,469.1,1072100,541378,0
666,471.4,472.8,469.5,836000,541362,0
667,471.7,471.5,473.6,1011200,542056,1
668,483.7,479.9,483.7,796500,542679,1
669,497.1,500,498.9,1131300,543447,1
670,496.9,500,495,1741200,543916,0
671,508.9,504,506.9,1367500,544510,0
672,507,500,509.3,1133100,544710,0
673,489,485.1,485.7,1237600,545460,0
674,489.8,490,489.2,1389500,545898,1
675,506,501,502.6,1436800,546906,0
676,496,500,493.8,1953900,547485,1
677,481,481.7,480.9,1185600,552184,1
678,469,465,465.4,1031500,554596,0
679,451,453,451,1353400,557430,0
680,438.2,441,439,1369600,558638,1
681,442.4,450.5,441.1,1365800,563497,0
682,427.9,425.5,425.8,1629100,564609,1
683,444.5,444,443.7,1299300,565128,0
684,462,462,462.6,1108400,566141,1
685,461.7,470,466.7,1379200,566427,0
686,455.5,454.5,455.2,1122900,567361,0
687,462.4,464.3,459.1,1363000,568663,1
688,468.5,468.7,466.9,1021500,569439,1
689,483.2,490,483.1,816400,569888,1
690,474,477.5,475.1,1141100,571451,1
691,485.4,481.8,484,1255000,575229,0
692,484.7,485.4,484.7,789900,575316,0
693,459,465,458.1,1383800,579335,0
694,474,475.5,476,1093400,582375,1
695,475.2,475,476,835000,583099,0
696,472.6,474.5,474.4,1039100,583724,0
697,470.1,467.6,467.7,1167600,583932,1
698,461,465,461.6,864600,584235,1
699,465.1,462.7,465.1,1238700,584707,0
700,461,462,460,1433600,584999,0
701,445.5,443,444.2,2187700,586957,0
702,445,445.5,446,1373300,587240,0
703,439.5,436,437,1752400,587981,1
704,437.5,439.2,439.2,1619300,588388,0
705,436.4,431.7,432.7,1436200,590194,0
706,430,436.4,431,1710900,590333,1
707,445.3,447,444.6,1226700,594449,1
708,454,459.5,454,1992600,595981,1
709,466.5,462.5,466,1652800,596696,1
710,479.6,477.7,480,1325400,597139,1
711,490.6,492.5,491.7,1180800,600133,1
712,485.8,487.7,484.7,922000,600459,0
713,484.3,485.1,484.3,1237700,601704,0
714,461.4,462.9,460.1,2083700,602953,1
715,465.5,461.4,462.3,1591900,603142,1
716,459,465.9,463.3,1845200,603893,0
717,465,463,464.4,1325900,604990,0
718,462.7,463.9,465.3,1006500,605743,0
719,466.8,463.5,466.8,1138800,606234,0
720,471.7,471.3,470.1,1151700,606720,1
721,476.3,477.5,478.1,868400,607446,1
722,484.4,484.1,483.5,1656000,608936,1
723,484.8,484.4,484.8,1803600,609049,0
724,479.8,484.9,480.1,1579100,609450,1
725,480,479.8,480,1347600,609617,0
726,492.1,496.4,495.4,938700,612097,0
727,489.4,488.2,487.3,1645100,612448,0
728,478.1,483,477.6,1242300,615838,1
729,486.9,484.8,483.1,1280400,619298,0
730,492,485.1,491.2,1287800,620248,1
731,492.1,493.1,494.2,775600,620493,0
732,486.9,485.1,487.2,919900,620696,1
733,495.9,492.5,495.9,1246100,621235,1
734,498.3,495.9,497,918300,621370,1
735,498.9,498.3,499,1631700,621474,0
736,512,510,510.8,992900,623050,0
737,508.4,507.5,507.3,1342700,626991,0
738,552.5,556.6,552.5,2282100,632094,0
739,546.5,551.7,546.8,2808200,633836,0
740,540.3,539,542.7,1692000,634817,1
741,540.1,541.7,541.9,1610500,636451,0
742,521.2,539,526.8,3559700,637484,0
743,498.1,500.1,495.3,3081400,641079,1
744,511.8,512.1,510.6,1711100,642363,0
745,515,513,514,1781600,642689,0
746,539.7,541,540.9,1770200,647276,0
747,550,548.9,548,2236900,650303,0
748,542.9,539.6,542.6,1825600,653804,0
749,533.6,534.3,536.6,1662800,654287,0
750,519.3,526.6,516.9,2561000,654826,0
751,509.6,519.3,511.5,2896400,655140,1
752,518.6,519.2,518.6,1005100,655908,0
753,457.9,478.1,469,6659700,667587,1
754,477.4,457.9,470,5158700,667947,0
755,335.9,321,331,15395400,709745,0
756,304.5,305.2,302.1,7530300,739303,0
757,303.1,304.5,298.9,9249900,740303,0
758,270,276.9,278.8,13495700,775501,1
759,293.4,282.8,296.9,12037600,777918,0
760,198.4,182.5,186.2,18154600,815276,1
761,240.5,226.1,238.4,13529100,829865,0
762,262,247,257.6,8548800,845316,1
763,212.4,217.5,211.2,6554800,864099,1
764,210.4,212.9,212.2,8783600,871102,0
765,212,204.1,208.3,7399800,878264,0
766,167.6,158.6,161.9,13624300,902434,0
767,151.3,149.9,145.6,18911800,906579,1
768,199.4,198,193.5,21382400,912851,0
769,188.5,184.7,190.8,8076000,941221,1
770,197.9,199.6,200.1,11772100,971537,1
771,231.6,208.5,230,15699000,981589,0
772,121,120,121.4,12844500,1015608,0
773,124.8,144.2,126.3,10737200,1025615,0
774,70.7,80.9,75.7,16549200,1118879,1
775,65.5,68.9,65.2,10685800,1130861,1
776,68.3,68.4,67.3,4805800,1131932,0
777,71,72.2,71.5,10528700,1139885,1
778,40.6,31.8,39.1,26148300,1209077,0
779,30,31.8,29.1,18635600,1224459,0
780,11,13,11.3,48175500,1304133,0
781,10.6,11,10.2,57908500,1309086,0
782,26.4,30.3,28.1,43143200,1449626,0
783,25.5,23.7,23.1,44857300,1458552,0
784,26.2,27.9,27.2,19565400,1479150,1
785,31.1,32.6,30.5,26594800,1591521,0
786,32.9,30.7,32,31985300,1600379,1
787,38,36.4,36.4,31057300,1663284,0
788,44.2,49.2,45.4,126786500,2131679,1
789,45.4,47.4,46.1,48006300,2193505,0
790,47.5,47.5,48.4,82481600,2311524,0
791,44.3,44.2,44.2,39240200,2386425,1
792,41.9,42.6,42.6,24821400,2471586,1
793,42.6,41.9,42,12444000,2474013,1
794,35,36.7,35.6,93423000,2550638,0
795,32.6,31.5,32,377263800,2629188,1
796,33.2,33.6,32.9,35752000,2647388,1
797,33.3,33.6,33.2,22009500,2657496,0
798,31.9,32.3,31.5,25620300,2808904,0
799,31.7,31.9,32.1,23685200,2816046,1
800,34.1,34.1,34,16364900,2853793,1
801,41.3,43.8,41.8,88626800,3000542,0
802,50.3,50.2,49.7,102738500,3146413,0
803,47.9,48.7,48.6,76164000,3178779,0
804,41.6,43.4,42.6,97352300,3252078,1
805,39.1,39.3,39.8,60092300,3679905,1
806,42.1,40.2,41.5,43066200,3703579,0
807,40.6,41.4,41.2,39395900,3714019,1
808,39.5,40.3,40,37330100,3739950,0
809,36.8,37.5,36.7,31688900,3803033,1
810,39.3,40.2,39.4,37200400,3865036,0
811,38.9,39,38.7,36629300,3880086,0
812,40.8,39.8,40.9,77500000,3903908,0
813,40.7,40.8,40.3,42326300,3910918,1
814,42.5,41.5,42.4,48296800,3947088,0
815,41.3,40,41.7,94439500,3988574,0
816,48,47,47.7,76407700,4209653,1
817,46.7,48.1,46.9,60311100,4224226,0
818,46.1,46.7,45.9,72978600,4231678,0
819,46,46.1,45.9,68094600,4239300,1
820,46.6,47.2,46.8,20536400,4258133,1
821,48,47.9,47.8,18644300,4261233,0
822,47.8,48,47.7,16459800,4262417,0
823,49.9,49.5,49.4,33127300,4314711,1
824,49.3,50.5,51.3,103634300,4353907,0
825,48.4,48.3,48.2,36607500,4421276,1
826,45.4,46.3,45.4,71717600,4513023,0
827,45.2,45.1,45.7,32170300,4533467,1
828,44.6,44.6,44.5,25952200,4596210,0
829,45,45.8,45.3,23444200,4624242,1
830,40.25,40.22,40.51,61023600,4743176,1
831,40.3,40.04,40.22,32041000,4748964,1
832,38.45,39.55,38.07,69952400,4776159,0
833,39.51,38.06,39.17,51683900,4803562,0
834,38.38,39.51,38.78,38166800,4808739,0
835,37.92,38.24,38.18,23233800,4922895,1
836,31.19,29.2,30.29,63486600,5003876,0
837,28.7,30.27,29.85,33900900,5025531,0
838,31.23,31.04,30.94,30682600,5075992,0
839,26.02,25.44,26.49,46194400,5224335,1
840,29.76,30.14,28.85,62394700,5371651,0
841,29.11,29.18,29.33,40412100,5379758,0
842,25.51,26.05,24.82,72789000,5528307,1
843,29.18,30.21,30.74,65632100,5615305,0
844,32.97,32.05,32.93,36057200,5744455,1
845,35.47,35.25,35.21,113680500,5806958,1
846,34.62,33.8,34.63,36908700,5883069,0
847,34.04,33.37,33.42,30282900,5915235,0
848,31.14,32.34,31.6,34461400,5938481,1
849,26.2,26.47,26.01,60358300,5989640,1
850,25.46,25.86,25.39,41527800,6022050,0
851,28.43,26.64,27.77,36994900,6043570,0
852,27.76,27.34,27.67,46785400,6056683,1
853,27.93,27.98,27.55,32822200,6069794,1
854,30.57,30.23,30.73,64434500,6214050,0
855,32.84,32.54,32.51,46571400,6295012,1
856,35.39,34.41,34.96,39524000,6313438,0
857,34.82,34.23,34.78,20622700,6317559,0
858,38.1,37.57,37.95,36174700,6392071,0
859,35.96,36.09,35.77,19638900,6438434,1
860,35.53,35.83,35.57,25519300,6443281,0
861,39.34,38.9,39.49,47568200,6515032,1
862,41.76,41.17,41.39,38343300,6536723,1
863,42.34,42.5,42.04,44923500,6550522,1
864,42.54,41.81,42.57,29118700,6562443,0
865,42.42,42.37,42.21,25691500,6601261,1
866,44.47,43.24,44.35,39087500,6614264,0
867,41.75,42.53,42.77,38527900,6716216,1
868,45.88,46.1,44.87,56796300,6736070,1
869,45.16,45.44,45.03,23630500,6745103,0
870,49.05,48.5,48.92,17096400,6774447,1
871,49.52,49.81,49.36,32128600,6840288,1
872,48.14,47.8,47.61,30623500,6868498,1
873,47.47,48.27,48.15,26615400,6876068,1
874,50.62,49.91,49.63,23768300,6886733,0
875,49.27,50.06,49.33,22958800,6936463,1
876,49.8,50.11,49.83,15302800,6942654,0
877,49.27,49.04,49.26,26930400,6983035,0
878,48.45,48.81,48.4,22013300,6992437,1
879,50.47,51.32,50.76,27816600,7020084,0
880,50.27,50.47,50.19,19530800,7021485,0
881,50.01,50.03,50.06,16736600,7023448,1
882,50.5,50.27,50.22,16416100,7026117,0
883,50.76,50.8,50.79,26353400,7048979,1
884,54.13,54.46,53.72,21110300,7101722,0
885,47,47.84,46.34,42977600,7148697,0
886,47.4,46.76,47.06,32535500,7154269,1
887,48.22,48.48,48.13,25234100,7172480,1
888,47.47,47.37,46.88,26135900,7204041,1
889,48,47.9,48.02,18584800,7270021,1
890,48.12,48.45,48.33,14699100,7271962,0
891,48.13,47.6,48.16,16942400,7275996,0
892,47.62,47.23,47.29,9571800,7291304,0
893,47.6,47.19,47.57,11538700,7293846,1
894,49.03,49.49,49.33,12769300,7299698,0
895,47.47,48.14,47.59,34838700,7304080,1
896,47.48,47.47,47.64,12790900,7304783,1
897,47.7,48.05,47.98,12052300,7317268,0
898,49.49,48.82,49.29,34419100,7327652,1
899,49.5,49.49,49.82,23590400,7329396,0
900,49.67,49.73,49.42,13165800,7335469,1
901,49.29,48.83,49.13,9693100,7343670,0
902,52.12,52.37,52.31,12805700,7359768,1
903,51.99,52.57,52.28,12675100,7376269,0
904,50.14,50.93,50.11,27764500,7383620,0
905,51.25,51.27,50.7,16664500,7399491,1
906,53.48,53.34,53.42,10271800,7411113,0
907,54.4,53.94,54.4,13733900,7414839,0
908,55.52,54.97,55.18,13407400,7419964,1
909,51.21,52.16,51.17,34745200,7434328,1
910,54.68,54.02,54.42,12277000,7438456,0
911,54.51,54.14,54.73,9887500,7438683,1
912,49.49,48.26,49.57,29652600,7468825,0
913,47.07,48.37,47.11,26065300,7473643,1
914,47.2,47.09,46.95,23729800,7476554,1
915,48.74,48.57,48.4,19581800,7480493,0
916,53.71,53.48,53.67,14610000,7500522,0
917,52.88,53.75,53.06,40296600,7504970,1
918,52.07,52.88,52.95,17542600,7507172,0
919,54.59,54.43,54.6,14250800,7555453,0
920,56.25,56.02,56.24,26500400,7568816,0
921,56.27,55.57,56,15193100,7571016,1
922,57.01,57.2,57.21,19187100,7572862,1
923,54.97,54.79,55.08,12706200,7588577,0
924,54.55,53.84,53.71,23540400,7593056,1
925,57.9,56.26,56.46,20470500,7600068,1
926,58.56,58.45,58.37,12566700,7612603,1
927,58.62,58.79,58.46,12529300,7613774,0
928,56.03,57.18,57,17673200,7624030,0
929,51.41,52.7,49.88,27809200,7634208,1
930,53.84,54.77,54.4,15077300,7706276,0
931,52.3,51.99,52.01,13220500,7719742,1
932,41.98,41.78,41.72,18089800,7838315,0
933,41.45,42.36,42.06,14376300,7841779,1
934,46.69,46.79,46.6,21538600,7861309,1
935,44.88,45.77,45.57,21186200,7870100,0
936,46.24,47.04,46.11,16853000,7888568,1
937,46.86,46.04,46.94,17212500,7891618,1
938,43.23,44.27,43.9,23071100,7900164,0
939,40.15,41.38,40.78,25571100,7935477,1
940,43.33,42.82,43.44,23803600,7943338,0
941,44.38,43.33,43.33,20488200,7946262,1
942,44.45,44.38,44.45,37093600,7948393,0
943,44.2,43.93,44.15,16152500,7954702,1
944,45.41,45.51,45.73,14755900,7964139,1
945,46.63,46.9,46.59,13345500,7968983,1
946,49.74,49.98,49.56,17780300,8014105,0
947,49.42,49.26,49.82,19357600,8019638,1
948,55.96,55.38,55.46,24990000,8044627,0
949,55.5,55.86,55.47,23645000,8049844,1
950,59.4,57.89,59.06,30517600,8062717,1
951,59.63,59.45,59.55,21879400,8066935,1
952,60.2,60.15,60.22,14590300,8084099,1
953,59.53,59.66,59.96,20737600,8086808,0
954,59.01,59.45,59.63,21045200,8089777,0
955,57.53,57.99,57.39,29276200,8093541,0
956,56.51,57.39,57.11,17074200,8102396,1
957,60.29,59.7,60.17,15120600,8117932,1
958,57.76,57.41,57.77,25648500,8142574,1
959,59.09,58.68,59.03,15247800,8151455,0
960,58.36,58.3,58.04,31784400,8154421,1
961,58.85,58.58,58.42,16891000,8156259,0
962,60.65,60.15,60.5,8458300,8165195,0
963,60.25,60.1,60.37,11607300,8166333,1
964,61.59,61.79,61.64,12603800,8178515,0
965,61.04,60.33,61.11,13643600,8179795,1
966,60.68,61.04,61.25,10024900,8180048,1
967,64.88,64.51,64.32,27444400,8187760,0
968,63.89,64.31,63.91,12162800,8192197,0
969,64.24,63.55,63.78,14978000,8194779,0
970,66.76,66.32,66.72,20742300,8209070,1
971,66.62,67.15,66.7,12687300,8210835,0
972,72.55,72.61,72.65,13845900,8247123,1
973,72.35,72.66,73.12,15126700,8260659,1
974,71.67,72.53,72.25,12853100,8269466,1
975,75.06,74.67,74.98,19173400,8281183,1
976,75.95,76.04,76.15,18381900,8283528,0
977,74.35,75.09,74.36,15819800,8293496,1
978,75.71,75.01,75.51,16864900,8295002,0
979,79.61,79.85,79.44,16178800,8305410,1
980,80.12,79.61,80.08,12807800,8306019,0
981,79.2,80.12,79.96,14611100,8306744,0
982,78.65,78.27,79.2,12437200,8308900,0
983,75.52,78.65,77.02,18561200,8311097,0
984,77.18,75.03,76.71,16261300,8319952,0
985,73.18,73.05,72.92,13113500,8337929,1
986,70.32,72.33,70.31,27652300,8342010,0
987,69.11,70.32,67.9,31458900,8343050,1
988,68.48,70.24,68.28,21610800,8345611,0
989,69.97,71.05,70.51,16022300,8355057,0
