,Precio,VN,PXQ,Hora,Min,Segundo,Mayor Vol,Menor Vol,Igual Vol,Si es 1 es igual si es cero es MAYOR O MENOR
0, 1.70 , 3 , 5.10 ,11,16,40,0,0,1,1
1, 1.70 , 3 , 5.10 ,11,25,45,0,0,1,1
2, 1.72 , 425 , 731.00 ,11,33,36,1,0,0,0
3, 1.70 , 2 , 3.40 ,11,50,7,0,1,0,0
4, 1.73 ," 2,200 "," 3,806.00 ",11,51,17,1,0,0,0
5, 1.73 ," 2,800 "," 4,844.00 ",11,56,11,1,0,0,1
6, 1.72 ," 9,177 "," 15,784.44 ",12,1,22,1,0,0,0
7, 1.72 , 823 ," 1,415.56 ",12,3,12,0,1,0,1
8, 1.71 ," 25,000 "," 42,750.00 ",12,10,6,1,0,0,0
9, 1.70 ," 2,000 "," 3,400.00 ",12,27,18,0,1,0,0
10, 1.69 , 433 , 731.77 ,12,35,25,0,1,0,0
11, 1.69 , 4 , 6.76 ,12,38,38,0,1,0,1
12, 1.71 ," 2,500 "," 4,275.00 ",12,45,25,1,0,0,0
13, 1.71 ," 3,500 "," 5,985.00 ",12,45,55,1,0,0,1
14, 1.71 ," 1,390 "," 2,376.90 ",12,46,33,0,1,0,1
15, 1.71 ," 2,610 "," 4,463.10 ",12,46,53,1,0,0,1
16, 1.71 , 937 ," 1,602.27 ",12,48,8,0,1,0,1
17, 1.72 ," 5,000 "," 8,600.00 ",12,52,7,1,0,0,0
18, 1.72 ," 6,677 "," 11,484.44 ",12,52,7,1,0,0,1
19, 1.72 ," 4,000 "," 6,880.00 ",13,3,17,0,1,0,1
20, 1.70 , 2 , 3.40 ,13,3,32,0,1,0,0
21, 1.72 ," 5,000 "," 8,600.00 ",13,5,28,1,0,0,0
22, 1.72 ," 2,949 "," 5,072.28 ",13,13,26,0,1,0,1
23, 1.72 ," 6,051 "," 10,407.72 ",13,13,26,1,0,0,1
24, 1.72 , 1 , 1.72 ,13,18,10,0,1,0,1
25, 1.72 ," 2,390 "," 4,110.80 ",13,19,30,1,0,0,1
26, 1.72 ," 9,000 "," 15,480.00 ",13,21,40,1,0,0,1
27, 1.71 , 2 , 3.42 ,13,21,55,0,1,0,0
28, 1.72 , 159 , 273.48 ,13,22,33,1,0,0,0
29, 1.71 , 4 , 6.84 ,13,31,40,0,1,0,0
30, 1.72 ," 10,000 "," 17,200.00 ",13,34,13,1,0,0,0
31, 1.72 , 641 ," 1,102.52 ",13,35,45,0,1,0,1
32, 1.72 , 789 ," 1,357.08 ",13,35,45,1,0,0,1
33, 1.72 ," 1,172 "," 2,015.84 ",13,37,27,1,0,0,1
34, 1.72 ," 6,328 "," 10,884.16 ",13,37,27,1,0,0,1
35, 1.72 ," 10,000 "," 17,200.00 ",13,37,54,1,0,0,1
36, 1.72 ," 4,372 "," 7,519.84 ",13,38,31,0,1,0,1
37, 1.72 , 628 ," 1,080.16 ",13,38,53,0,1,0,1
38, 1.72 , 170 , 292.40 ,13,55,33,0,1,0,1
39, 1.73 ," 11,750 "," 20,327.50 ",14,5,58,1,0,0,0
40, 1.72 , 372 , 639.84 ,14,6,19,0,1,0,0
41, 1.72 ," 1,628 "," 2,800.16 ",14,6,19,1,0,0,1
42, 1.72 , 828 ," 1,424.16 ",14,10,2,0,1,0,1
43, 1.71 ," 10,000 "," 17,100.00 ",14,14,27,1,0,0,0
44, 1.71 ," 10,000 "," 17,100.00 ",14,14,27,0,0,1,1
45, 1.71 ," 4,000 "," 6,840.00 ",14,15,29,0,1,0,1
46, 1.72 ," 5,922 "," 10,185.84 ",14,22,57,1,0,0,0
47, 1.72 ," 2,500 "," 4,300.00 ",14,24,36,0,1,0,1
48, 1.72 ," 1,578 "," 2,714.16 ",14,26,11,0,1,0,1
49, 1.72 ," 1,750 "," 3,010.00 ",14,30,17,1,0,0,1
50, 1.72 ," 22,349 "," 38,440.28 ",14,31,13,1,0,0,1
51, 1.72 ," 4,000 "," 6,880.00 ",14,33,27,0,1,0,1
52, 1.72 ," 6,901 "," 11,869.72 ",14,34,23,1,0,0,1
53, 1.72 ," 1,150 "," 1,978.00 ",14,45,10,0,1,0,1
54, 1.72 ," 2,087 "," 3,589.64 ",14,45,10,1,0,0,1
55, 1.72 , 3 , 5.16 ,14,50,0,0,1,0,1
56, 1.73 ," 5,000 "," 8,650.00 ",15,0,20,1,0,0,0
57, 1.73 ," 3,000 "," 5,190.00 ",15,0,20,0,1,0,1
58, 1.73 ," 2,500 "," 4,325.00 ",15,0,20,0,1,0,1
59, 1.73 ," 9,500 "," 16,435.00 ",15,1,18,1,0,0,1
60, 1.73 ," 11,000 "," 19,030.00 ",15,1,18,1,0,0,1
61, 1.73 ," 6,000 "," 10,380.00 ",15,4,3,0,1,0,1
62, 1.73 ," 3,500 "," 6,055.00 ",15,6,52,0,1,0,1
63, 1.73 ," 3,500 "," 6,055.00 ",15,6,52,0,0,1,1
64, 1.73 , 421 , 728.33 ,15,8,35,0,1,0,1
65, 1.73 ," 9,579 "," 16,571.67 ",15,10,36,1,0,0,1
66, 1.72 , 5 , 8.60 ,15,30,50,0,1,0,0
67, 1.73 ," 5,421 "," 9,378.33 ",15,32,38,1,0,0,0
68, 1.73 ," 17,492 "," 30,261.16 ",15,33,19,1,0,0,1
69, 1.73 ," 3,508 "," 6,068.84 ",15,42,0,0,1,0,1
70, 1.73 ," 10,000 "," 17,300.00 ",15,42,0,1,0,0,1
71, 1.73 , 190 , 328.70 ,15,42,49,0,1,0,1
72, 1.73 ," 1,492 "," 2,581.16 ",15,47,30,1,0,0,1
73, 1.73 ," 3,508 "," 6,068.84 ",15,49,39,1,0,0,1
74, 1.74 , 492 , 856.08 ,15,51,36,0,1,0,0
75, 1.74 ," 5,000 "," 8,700.00 ",15,57,11,1,0,0,1
76, 1.74 , 304 , 528.96 ,15,57,59,0,1,0,1
77, 1.74 , 204 , 354.96 ,15,58,57,0,1,0,1
78, 1.74 ," 5,000 "," 8,700.00 ",16,0,53,1,0,0,1
79, 1.74 ," 10,000 "," 17,400.00 ",16,2,20,1,0,0,1
80, 1.73 ," 2,500 "," 4,325.00 ",16,6,29,0,1,0,0
81, 1.74 ," 4,000 "," 6,960.00 ",16,9,24,1,0,0,0
82, 1.74 ," 3,051 "," 5,308.74 ",16,9,24,0,1,0,1
83, 1.74 ," 1,949 "," 3,391.26 ",16,9,24,0,1,0,1
84, 1.74 , 51 , 88.74 ,16,24,42,0,1,0,1
85, 1.74 ," 9,949 "," 17,311.26 ",16,24,42,1,0,0,1
86, 1.74 ," 2,051 "," 3,568.74 ",16,25,58,0,1,0,1
87, 1.74 ," 2,949 "," 5,131.26 ",16,25,58,1,0,0,1
88, 1.74 , 51 , 88.74 ,16,26,16,0,1,0,1
89, 1.74 ," 1,949 "," 3,391.26 ",16,29,39,1,0,0,1
90, 1.74 , 51 , 88.74 ,16,29,41,0,1,0,1
91, 1.74 ," 2,500 "," 4,350.00 ",16,30,16,1,0,0,1
92, 1.74 ," 10,000 "," 17,400.00 ",16,43,31,1,0,0,1
93, 1.75 ," 2,800 "," 4,900.00 ",16,47,30,0,1,0,0
94, 1.75 ," 2,315 "," 4,051.25 ",16,47,30,0,1,0,1
95, 1.75 ," 8,334 "," 14,584.50 ",16,47,30,1,0,0,1
96, 1.75 ," 1,666 "," 2,915.50 ",16,48,31,0,1,0,1
97, 1.75 ," 3,334 "," 5,834.50 ",16,48,31,1,0,0,1
98, 1.74 ," 9,000 "," 15,660.00 ",16,57,42,1,0,0,0
99, 1.74 ," 1,000 "," 1,740.00 ",16,57,57,0,1,0,1
100, 1.73 ," 1,000 "," 1,730.00 ",16,57,57,0,1,0,0
101, 1.74 ," 9,000 "," 15,660.00 ",16,58,25,1,0,0,0
102, 1.73 ," 6,500 "," 11,245.00 ",16,59,53,0,1,0,0
103, 1.73 ," 3,000 "," 5,190.00 ",17,1,1,0,1,0,1
104, 1.73 , 666 ," 1,152.18 ",17,1,1,0,1,0,1
105, 1.73 ," 5,000 "," 8,650.00 ",11,27,2,1,0,0,1
106, 1.73 ," 15,000 "," 25,950.00 ",11,27,22,1,0,0,1
107, 1.73 ," 4,196 "," 7,259.08 ",11,33,33,0,1,0,1
108, 1.74 ," 1,450 "," 2,523.00 ",12,0,48,0,1,0,0
109, 1.74 ," 1,456 "," 2,533.44 ",12,10,22,1,0,0,1
110, 1.74 ," 1,160 "," 2,018.40 ",12,11,53,0,1,0,1
111, 1.74 ," 3,094 "," 5,383.56 ",12,11,53,1,0,0,1
112, 1.74 ," 5,746 "," 9,998.04 ",12,12,27,1,0,0,1
113, 1.74 , 800 ," 1,392.00 ",12,15,51,0,1,0,1
114, 1.74 ," 11,192 "," 19,474.08 ",12,40,49,1,0,0,1
115, 1.74 ," 3,062 "," 5,327.88 ",13,5,25,0,1,0,1
116, 1.74 ," 4,438 "," 7,722.12 ",13,5,25,1,0,0,1
117, 1.74 ," 8,438 "," 14,682.12 ",13,5,57,1,0,0,1
118, 1.74 ," 2,562 "," 4,457.88 ",13,5,57,0,1,0,1
119, 1.74 ," 1,562 "," 2,717.88 ",13,6,20,0,1,0,1
120, 1.75 ," 5,438 "," 9,516.50 ",13,10,23,1,0,0,0
121, 1.74 , 100 , 174.00 ,13,12,36,0,1,0,0
122, 1.76 ," 2,000 "," 3,520.00 ",13,13,4,1,0,0,0
123, 1.76 ," 2,900 "," 5,104.00 ",13,13,4,1,0,0,1
124, 1.76 ," 2,100 "," 3,696.00 ",13,13,34,0,1,0,1
125, 1.76 ," 5,000 "," 8,800.00 ",13,26,47,1,0,0,1
126, 1.76 ," 7,000 "," 12,320.00 ",13,27,30,1,0,0,1
127, 1.76 ," 8,000 "," 14,080.00 ",13,28,17,1,0,0,1
128, 1.76 ," 5,000 "," 8,800.00 ",13,28,28,0,1,0,1
129, 1.76 ," 2,000 "," 3,520.00 ",13,28,41,0,1,0,1
130, 1.76 ," 3,000 "," 5,280.00 ",13,32,51,1,0,0,1
131, 1.76 ," 17,000 "," 29,920.00 ",13,32,51,1,0,0,1
132, 1.76 ," 3,000 "," 5,280.00 ",13,33,2,0,1,0,1
133, 1.76 ," 20,000 "," 35,200.00 ",13,34,31,1,0,0,1
134, 1.75 ," 2,400 "," 4,200.00 ",13,36,10,0,1,0,0
135, 1.75 ," 17,600 "," 30,800.00 ",13,53,51,1,0,0,1
136, 1.75 ," 10,000 "," 17,500.00 ",13,53,51,0,1,0,1
137, 1.75 , 400 , 700.00 ,13,58,33,0,1,0,1
138, 1.75 ," 7,500 "," 13,125.00 ",14,9,5,1,0,0,1
139, 1.75 ," 7,000 "," 12,250.00 ",14,9,40,0,1,0,1
140, 1.75 ," 5,000 "," 8,750.00 ",14,10,13,0,1,0,1
141, 1.76 ," 3,000 "," 5,280.00 ",14,19,56,0,1,0,0
142, 1.76 ," 5,000 "," 8,800.00 ",14,20,10,1,0,0,1
143, 1.76 ," 12,000 "," 21,120.00 ",14,20,18,1,0,0,1
144, 1.75 , 100 , 175.00 ,14,40,0,0,1,0,0
145, 1.75 ," 6,000 "," 10,500.00 ",14,51,47,1,0,0,1
146, 1.75 ," 3,025 "," 5,293.75 ",15,24,9,0,1,0,1
147, 1.75 ," 2,000 "," 3,500.00 ",15,24,9,0,1,0,1
148, 1.75 ," 4,875 "," 8,531.25 ",15,24,9,1,0,0,1
149, 1.75 ," 2,655 "," 4,646.25 ",15,25,19,0,1,0,1
150, 1.75 ," 9,845 "," 17,228.75 ",15,26,10,1,0,0,1
151, 1.75 , 155 , 271.25 ,15,30,35,0,1,0,1
152, 1.75 ," 9,845 "," 17,228.75 ",15,30,35,1,0,0,1
153, 1.75 , 780 ," 1,365.00 ",15,51,53,0,1,0,1
154, 1.75 , 620 ," 1,085.00 ",15,51,53,0,1,0,1
155, 1.75 ," 9,380 "," 16,415.00 ",15,54,0,1,0,0,1
156, 1.75 , 620 ," 1,085.00 ",15,54,18,0,1,0,1
157, 1.75 , 880 ," 1,540.00 ",15,55,16,1,0,0,1
158, 1.75 ," 5,700 "," 9,975.00 ",16,1,11,1,0,0,1
159, 1.75 ," 10,000 "," 17,500.00 ",16,4,14,1,0,0,1
160, 1.75 ," 4,000 "," 7,000.00 ",16,15,8,0,1,0,1
161, 1.75 , 300 , 525.00 ,16,16,43,0,1,0,1
162, 1.75 ," 9,700 "," 16,975.00 ",16,16,43,1,0,0,1
163, 1.75 , 220 , 385.00 ,16,17,50,0,1,0,1
164, 1.74 ," 1,750 "," 3,045.00 ",16,21,38,1,0,0,0
165, 1.75 ," 1,380 "," 2,415.00 ",16,21,51,0,1,0,0
166, 1.75 ," 4,550 "," 7,962.50 ",16,22,2,1,0,0,1
167, 1.75 ," 2,000 "," 3,500.00 ",16,23,10,0,1,0,1
168, 1.75 ," 1,500 "," 2,625.00 ",16,23,19,0,1,0,1
169, 1.75 ," 7,500 "," 13,125.00 ",16,35,16,1,0,0,1
170, 1.75 ," 2,000 "," 3,500.00 ",16,35,33,0,1,0,1
171, 1.75 ," 1,070 "," 1,872.50 ",16,37,13,0,1,0,1
172, 1.75 ," 3,930 "," 6,877.50 ",16,38,0,1,0,0,1
173, 1.75 ," 3,070 "," 5,372.50 ",16,42,36,0,1,0,1
174, 1.75 ," 3,000 "," 5,250.00 ",16,43,1,0,1,0,1
175, 1.75 ," 7,000 "," 12,250.00 ",16,47,8,1,0,0,1
176, 1.75 ," 3,000 "," 5,250.00 ",16,56,32,0,1,0,1
177, 1.74 ," 5,040 "," 8,769.60 ",11,15,15,1,0,0,0
178, 1.74 ," 4,960 "," 8,630.40 ",11,15,15,0,1,0,1
179, 1.74 , 40 , 69.60 ,11,27,12,0,1,0,1
180, 1.73 ," 3,000 "," 5,190.00 ",11,27,12,1,0,0,0
181, 1.73 ," 5,000 "," 8,650.00 ",11,27,12,1,0,0,1
182, 1.72 ," 3,000 "," 5,160.00 ",11,30,48,0,1,0,0
183, 1.72 ," 1,150 "," 1,978.00 ",11,31,8,0,1,0,1
184, 1.73 ," 1,960 "," 3,390.80 ",11,31,31,1,0,0,0
185, 1.73 , 740 ," 1,280.20 ",11,31,39,0,1,0,1
186, 1.72 ," 1,635 "," 2,812.20 ",11,31,39,1,0,0,0
187, 1.74 ," 2,150 "," 3,741.00 ",11,37,35,1,0,0,0
188, 1.74 ," 2,785 "," 4,845.90 ",11,37,40,1,0,0,1
189, 1.72 ," 2,215 "," 3,809.80 ",11,38,12,0,1,0,0
190, 1.72 ," 2,250 "," 3,870.00 ",11,38,12,1,0,0,1
191, 1.74 ," 2,215 "," 3,854.10 ",11,38,33,0,1,0,0
192, 1.74 ," 2,850 "," 4,959.00 ",11,38,35,1,0,0,1
193, 1.74 ," 2,150 "," 3,741.00 ",11,42,34,0,1,0,1
194, 1.74 ," 5,000 "," 8,700.00 ",11,42,34,1,0,0,1
195, 1.74 ," 10,500 "," 18,270.00 ",11,42,34,1,0,0,1
196, 1.74 ," 7,350 "," 12,789.00 ",11,42,53,0,1,0,1
197, 1.73 ," 10,000 "," 17,300.00 ",11,50,15,1,0,0,0
198, 1.73 ," 6,250 "," 10,812.50 ",11,50,35,0,1,0,1
199, 1.73 ," 8,750 "," 15,137.50 ",11,54,59,1,0,0,1
200, 1.73 ," 10,000 "," 17,300.00 ",11,55,38,1,0,0,1
201, 1.73 ," 2,500 "," 4,325.00 ",11,55,56,0,1,0,1
202, 1.73 ," 2,500 "," 4,325.00 ",11,56,4,0,0,1,1
203, 1.72 ," 2,000 "," 3,440.00 ",11,58,6,0,1,0,0
204, 1.72 ," 5,000 "," 8,600.00 ",11,58,6,1,0,0,1
205, 1.72 ," 10,000 "," 17,200.00 ",11,58,6,1,0,0,1
206, 1.72 ," 10,000 "," 17,200.00 ",11,58,6,0,0,1,1
207, 1.72 ," 5,000 "," 8,600.00 ",11,58,6,0,1,0,1
208, 1.72 ," 2,350 "," 4,042.00 ",11,58,17,0,1,0,1
209, 1.71 ," 10,000 "," 17,100.00 ",12,1,27,1,0,0,0
210, 1.71 ," 10,000 "," 17,100.00 ",12,1,27,0,0,1,1
211, 1.71 ," 50,000 "," 85,500.00 ",12,9,21,1,0,0,1
212, 1.71 ," 10,000 "," 17,100.00 ",12,10,18,0,1,0,1
213, 1.71 ," 5,000 "," 8,550.00 ",12,11,58,0,1,0,1
214, 1.71 ," 35,000 "," 59,850.00 ",12,28,15,1,0,0,1
215, 1.71 ," 2,000 "," 3,420.00 ",12,29,36,0,1,0,1
216, 1.71 , 500 , 855.00 ,12,29,46,0,1,0,1
217, 1.71 ," 1,120 "," 1,915.20 ",12,37,37,1,0,0,1
218, 1.71 ," 5,000 "," 8,550.00 ",12,41,0,1,0,0,1
219, 1.71 ," 1,750 "," 2,992.50 ",12,41,0,0,1,0,1
220, 1.71 ," 2,000 "," 3,420.00 ",12,41,0,1,0,0,1
221, 1.72 ," 2,500 "," 4,300.00 ",12,44,25,1,0,0,0
222, 1.72 ," 2,000 "," 3,440.00 ",12,44,30,0,1,0,1
223, 1.72 ," 2,000 "," 3,440.00 ",12,44,39,0,0,1,1
224, 1.73 ," 3,700 "," 6,401.00 ",12,47,43,1,0,0,0
225, 1.73 ," 2,150 "," 3,719.50 ",12,47,53,0,1,0,1
226, 1.73 ," 2,500 "," 4,325.00 ",12,47,53,1,0,0,1
227, 1.73 ," 3,800 "," 6,574.00 ",12,47,53,1,0,0,1
228, 1.73 ," 2,000 "," 3,460.00 ",12,47,53,0,1,0,1
229, 1.73 ," 20,000 "," 34,600.00 ",12,48,22,1,0,0,1
230, 1.73 ," 1,980 "," 3,425.40 ",12,49,46,0,1,0,1
231, 1.73 ," 5,000 "," 8,650.00 ",12,52,28,1,0,0,1
232, 1.73 ," 12,570 "," 21,746.10 ",13,10,52,1,0,0,1
233, 1.73 ," 3,500 "," 6,055.00 ",13,10,52,0,1,0,1
234, 1.73 ," 3,930 "," 6,798.90 ",13,10,52,1,0,0,1
235, 1.73 ," 11,070 "," 19,151.10 ",13,11,18,1,0,0,1
236, 1.73 ," 2,000 "," 3,460.00 ",13,39,4,0,1,0,1
237, 1.73 ," 3,000 "," 5,190.00 ",13,39,4,1,0,0,1
238, 1.73 , 697 ," 1,205.81 ",13,48,12,0,1,0,1
239, 1.73 ," 1,303 "," 2,254.19 ",13,48,12,1,0,0,1
240, 1.73 , 23 , 39.79 ,14,7,13,0,1,0,1
241, 1.73 ," 5,000 "," 8,650.00 ",14,7,13,1,0,0,1
242, 1.73 ," 1,977 "," 3,420.21 ",14,7,13,0,1,0,1
243, 1.73 ," 3,977 "," 6,880.21 ",14,17,36,1,0,0,1
244, 1.73 , 23 , 39.79 ,14,17,36,0,1,0,1
245, 1.73 ," 5,000 "," 8,650.00 ",14,17,36,1,0,0,1
246, 1.72 ," 5,000 "," 8,600.00 ",14,23,28,0,1,0,0
247, 1.72 ," 5,000 "," 8,600.00 ",14,23,28,0,0,1,1
248, 1.72 ," 10,000 "," 17,200.00 ",14,23,37,1,0,0,1
249, 1.72 , 3 , 5.16 ,14,26,59,0,1,0,1
250, 1.72 , 13 , 22.36 ,14,26,59,1,0,0,1
251, 1.72 , 4 , 6.88 ,14,26,59,0,1,0,1
252, 1.72 ," 8,250 "," 14,190.00 ",14,27,38,1,0,0,1
253, 1.72 ," 1,750 "," 3,010.00 ",14,27,38,0,1,0,1
254, 1.72 ," 1,250 "," 2,150.00 ",14,28,34,0,1,0,1
255, 1.72 ," 1,000 "," 1,720.00 ",14,29,23,0,1,0,1
256, 1.73 , 523 , 904.79 ,14,38,42,0,1,0,0
257, 1.73 ," 3,077 "," 5,323.21 ",14,38,42,1,0,0,1
258, 1.73 ," 5,000 "," 8,650.00 ",14,49,29,1,0,0,1
259, 1.73 , 77 , 133.21 ,14,49,29,0,1,0,1
260, 1.73 ," 1,923 "," 3,326.79 ",14,49,29,1,0,0,1
261, 1.73 ," 5,050 "," 8,736.50 ",14,49,42,1,0,0,1
262, 1.73 ," 9,000 "," 15,570.00 ",14,49,48,1,0,0,1
263, 1.73 ," 5,000 "," 8,650.00 ",14,49,48,0,1,0,1
264, 1.73 ," 5,873 "," 10,160.29 ",14,59,35,1,0,0,1
265, 1.73 ," 4,127 "," 7,139.71 ",14,59,35,0,1,0,1
266, 1.73 , 873 ," 1,510.29 ",15,2,26,0,1,0,1
267, 1.73 ," 2,127 "," 3,679.71 ",15,2,26,1,0,0,1
268, 1.73 , 623 ," 1,077.79 ",15,10,53,0,1,0,1
269, 1.73 ," 1,377 "," 2,382.21 ",15,10,53,1,0,0,1
270, 1.72 ," 5,000 "," 8,600.00 ",15,13,35,1,0,0,0
271, 1.72 ," 5,000 "," 8,600.00 ",15,30,45,0,0,1,1
272, 1.72 , 848 ," 1,458.56 ",15,36,57,0,1,0,1
273, 1.72 ," 2,417 "," 4,157.24 ",15,42,30,1,0,0,1
274, 1.72 ," 1,735 "," 2,984.20 ",15,43,58,0,1,0,1
275, 1.72 , 140 , 240.80 ,15,43,58,0,1,0,1
276, 1.73 ," 1,650 "," 2,854.50 ",15,47,37,1,0,0,0
277, 1.73 ," 3,000 "," 5,190.00 ",16,4,59,1,0,0,1
278, 1.73 ," 7,000 "," 12,110.00 ",16,8,46,1,0,0,1
279, 1.72 ," 4,860 "," 8,359.20 ",16,14,21,0,1,0,0
280, 1.72 ," 5,000 "," 8,600.00 ",16,16,57,1,0,0,1
281, 1.72 ," 5,000 "," 8,600.00 ",16,28,44,0,0,1,1
282, 1.72 ," 1,500 "," 2,580.00 ",16,29,44,0,1,0,1
283, 1.72 ," 3,000 "," 5,160.00 ",16,33,29,1,0,0,1
284, 1.72 ," 1,000 "," 1,720.00 ",16,33,57,0,1,0,1
285, 1.72 , 500 , 860.00 ,16,33,57,0,1,0,1
286, 1.72 ," 3,000 "," 5,160.00 ",16,34,17,1,0,0,1
287, 1.72 ," 6,500 "," 11,180.00 ",16,39,48,1,0,0,1
288, 1.72 ," 3,500 "," 6,020.00 ",16,39,48,0,1,0,1
289, 1.72 ," 10,000 "," 17,200.00 ",16,40,17,1,0,0,1
290, 1.72 ," 6,500 "," 11,180.00 ",16,40,40,0,1,0,1
291, 1.73 ," 5,000 "," 8,650.00 ",16,42,32,0,1,0,0
292, 1.73 ," 5,000 "," 8,650.00 ",16,42,38,0,0,1,1
293, 1.73 ," 10,000 "," 17,300.00 ",16,43,21,1,0,0,1
294, 1.73 ," 2,500 "," 4,325.00 ",16,43,55,0,1,0,1
295, 1.73 ," 1,000 "," 1,730.00 ",16,46,48,0,1,0,1
296, 1.73 ," 5,000 "," 8,650.00 ",16,55,38,1,0,0,1
297, 1.72 ," 3,500 "," 6,020.00 ",16,57,14,0,1,0,0
298, 1.72 ," 1,500 "," 2,580.00 ",17,11,9,0,1,0,1
299, 1.72 ," 2,000 "," 3,440.00 ",10,57,20,1,0,0,1
300, 1.71 ," 10,000 "," 17,100.00 ",11,4,8,1,0,0,0
301, 1.71 ," 1,375 "," 2,351.25 ",11,15,43,0,1,0,1
302, 1.71 ," 2,000 "," 3,420.00 ",11,16,37,1,0,0,1
303, 1.71 ," 1,625 "," 2,778.75 ",11,17,1,0,1,0,1
304, 1.69 , 3 , 5.07 ,11,24,24,0,1,0,0
305, 1.70 , 300 , 510.00 ,11,26,30,1,0,0,0
306, 1.70 ," 1,200 "," 2,040.00 ",11,26,30,1,0,0,1
307, 1.70 ," 2,500 "," 4,250.00 ",11,27,7,1,0,0,1
308, 1.70 ," 2,200 "," 3,740.00 ",11,28,18,0,1,0,1
309, 1.70 , 800 ," 1,360.00 ",11,28,18,0,1,0,1
310, 1.70 , 825 ," 1,402.50 ",11,34,11,1,0,0,1
311, 1.69 ," 1,500 "," 2,535.00 ",11,34,46,1,0,0,0
312, 1.70 ," 9,175 "," 15,597.50 ",11,35,13,1,0,0,0
313, 1.70 ," 2,210 "," 3,757.00 ",11,38,43,0,1,0,1
314, 1.70 ," 5,000 "," 8,500.00 ",11,40,59,1,0,0,1
315, 1.70 ," 7,500 "," 12,750.00 ",11,41,27,1,0,0,1
316, 1.71 ," 1,300 "," 2,223.00 ",11,42,4,0,1,0,0
317, 1.69 , 2 , 3.38 ,11,42,36,0,1,0,0
318, 1.71 ," 5,500 "," 9,405.00 ",12,2,38,1,0,0,0
319, 1.71 ," 4,500 "," 7,695.00 ",12,10,55,0,1,0,1
320, 1.71 ," 1,827 "," 3,124.17 ",12,12,7,0,1,0,1
321, 1.70 , 200 , 340.00 ,12,16,41,0,1,0,0
322, 1.71 ," 8,173 "," 13,975.83 ",12,24,51,1,0,0,0
323, 1.71 ," 4,000 "," 6,840.00 ",12,24,51,0,1,0,1
324, 1.71 ," 2,000 "," 3,420.00 ",12,24,51,0,1,0,1
325, 1.71 ," 2,190 "," 3,744.90 ",12,51,28,1,0,0,1
326, 1.71 , 827 ," 1,414.17 ",12,51,28,0,1,0,1
327, 1.72 ," 6,983 "," 12,010.76 ",12,56,51,1,0,0,0
328, 1.72 ," 5,000 "," 8,600.00 ",12,56,51,0,1,0,1
329, 1.72 , 17 , 29.24 ,12,57,38,0,1,0,1
330, 1.72 ," 11,523 "," 19,819.56 ",12,57,38,1,0,0,1
331, 1.72 ," 5,000 "," 8,600.00 ",12,58,33,0,1,0,1
332, 1.71 ," 5,000 "," 8,550.00 ",13,5,18,0,1,0,0
333, 1.72 ," 2,652 "," 4,561.44 ",13,7,5,0,1,0,0
334, 1.72 ," 1,700 "," 2,924.00 ",13,9,35,0,1,0,1
335, 1.72 ," 1,000 "," 1,720.00 ",13,12,15,0,1,0,1
336, 1.72 ," 1,000 "," 1,720.00 ",13,12,33,0,0,1,1
337, 1.72 , 870 ," 1,496.40 ",13,16,50,0,1,0,1
338, 1.72 ," 1,700 "," 2,924.00 ",13,21,20,1,0,0,1
339, 1.72 ," 10,000 "," 17,200.00 ",13,21,20,1,0,0,1
340, 1.72 ," 3,300 "," 5,676.00 ",13,21,20,0,1,0,1
341, 1.71 ," 1,137 "," 1,944.27 ",13,21,55,0,1,0,0
342, 1.72 ," 3,300 "," 5,676.00 ",13,23,55,1,0,0,0
343, 1.72 ," 2,500 "," 4,300.00 ",13,28,15,0,1,0,1
344, 1.72 ," 12,500 "," 21,500.00 ",13,32,7,1,0,0,1
345, 1.72 ," 12,500 "," 21,500.00 ",13,34,13,0,0,1,1
346, 1.73 ," 4,010 "," 6,937.30 ",13,59,47,0,1,0,0
347, 1.73 ," 10,000 "," 17,300.00 ",13,59,54,1,0,0,1
348, 1.73 ," 15,000 "," 25,950.00 ",14,0,0,1,0,0,1
349, 1.73 ," 10,000 "," 17,300.00 ",14,18,39,0,1,0,1
350, 1.74 ," 2,000 "," 3,480.00 ",14,20,59,0,1,0,0
351, 1.74 ," 1,700 "," 2,958.00 ",14,20,59,0,1,0,1
352, 1.74 ," 6,170 "," 10,735.80 ",14,20,59,1,0,0,1
353, 1.74 ," 13,000 "," 22,620.00 ",14,21,20,1,0,0,1
354, 1.74 , 830 ," 1,444.20 ",14,27,2,0,1,0,1
355, 1.74 ," 2,670 "," 4,645.80 ",14,27,2,1,0,0,1
356, 1.74 , 330 , 574.20 ,14,27,48,0,1,0,1
357, 1.74 ," 2,000 "," 3,480.00 ",14,30,40,1,0,0,1
358, 1.74 , 500 , 870.00 ,14,30,58,0,1,0,1
359, 1.74 ," 5,000 "," 8,700.00 ",14,33,2,1,0,0,1
360, 1.74 ," 14,500 "," 25,230.00 ",14,34,51,1,0,0,1
361, 1.73 , 540 , 934.20 ,14,53,52,0,1,0,0
362, 1.73 , 72 , 124.56 ,14,54,31,0,1,0,1
363, 1.74 ," 3,000 "," 5,220.00 ",15,3,28,1,0,0,0
364, 1.74 ," 2,000 "," 3,480.00 ",15,3,28,0,1,0,1
365, 1.74 ," 1,539 "," 2,677.86 ",15,3,28,0,1,0,1
