, PRECIO , VN , PxQ ,Mayor a 100K
18122,23.7,50,1185,0
18123,23.7,125,2962.5,0
18124,23.5,1000,23500,0
18125,23.4,100,2340,0
18126,23.4,100,2340,0
18127,23.4,100,2340,0
18128,23.4,2874,67251.6,1
18129,23.65,5000,118250,1
18130,23.65,2000,47300,0
18131,23.7,50,1185,0
18132,23.7,2000,47400,0
18133,23.65,300,7095,0
18134,23.5,700,16450,0
18135,23.65,422,9980.3,0
18136,23.65,1828,43232.2,0
18137,23.65,172,4067.8,0
18138,23.65,3269,77311.85,1
18139,23.65,200,4730,0
18140,23.75,45,1068.75,0
18141,23.75,5,118.75,0
18142,23.75,50,1187.5,0
18143,23.75,390,9262.5,0
18144,23.65,555,13125.75,0
18145,23.7,340,8058,0
18146,23.7,100,2370,0
18147,23.9,200,4780,0
18148,23.9,62,1481.8,0
18149,23.85,50,1192.5,0
18150,23.9,926,22131.4,0
18151,23.9,412,9846.8,0
18152,24,1961,47064,0
18153,24,300,7200,0
18154,24,1000,24000,0
18155,24,1500,36000,0
18156,24,239,5736,0
18157,24,613,14712,0
18158,24.5,400,9800,0
18159,24.5,500,12250,0
18160,24.5,1100,26950,0
18161,24.5,50,1225,0
18162,24.5,563,13793.5,0
18163,24.6,1937,47650.2,0
18164,24.5,400,9800,0
18165,24.4,1500,36600,0
18166,24.4,1500,36600,0
18167,24.4,80,1952,0
18168,24.4,3000,73200,1
18169,24.4,1000,24400,0
18170,24.4,500,12200,0
18171,24.4,80,1952,0
18172,24.4,1420,34648,0
18173,24.4,420,10248,0
18174,24.4,1080,26352,0
18175,24.4,1000,24400,0
18176,24.4,970,23668,0
18177,24.5,50,1225,0
18178,24.35,1633,39763.55,0
18179,24.4,850,20740,0
18180,24.4,47,1146.8,0
18181,24.3,205,4981.5,0
18182,24.3,113,2745.9,0
18183,24.25,165,4001.25,0
18184,24.2,835,20207,0
18185,24.2,165,3993,0
18186,24.15,687,16591.05,0
18187,24,687,16488,0
18188,24,181,4344,0
18189,24.05,500,12025,0
18190,24,2000,48000,0
18191,24,1319,31656,0
18192,24,881,21144,0
18193,24.15,148,3574.2,0
18194,24.15,471,11374.65,0
18195,23,2000,46000,0
18196,23,2000,46000,0
18197,23,1000,23000,0
18198,23,800,18400,0
18199,23,1000,23000,0
18200,23,2650,60950,1
18201,23.05,80,1844,0
18202,23.55,20,471,0
18203,23.5,480,11280,0
18204,23.5,650,15275,0
18205,24,800,19200,0
18206,24,56,1344,0
18207,23.8,944,22467.2,0
18208,23.8,580,13804,0
18209,23.5,129,3031.5,0
18210,23.5,410,9635,0
18211,23.5,590,13865,0
18212,23.5,100,2350,0
18213,23.5,100,2350,0
18214,23.5,100,2350,0
18215,23.5,100,2350,0
18216,23.5,33,775.5,0
18217,23.75,1010,23987.5,0
18218,23.8,410,9758,0
18219,23.8,1010,24038,0
18220,23.5,82,1927,0
18221,24,327,7848,0
18222,24,1000,24000,0
18223,24,500,12000,0
18224,23.5,85,1997.5,0
18225,23.5,327,7684.5,0
18226,24,500,12000,0
18227,23.8,100,2380,0
18228,23.5,88,2068,0
18229,23.3,100,2330,0
18230,23.15,400,9260,0
18231,23.15,1000,23150,0
18232,23.15,10,231.5,0
18233,23.1,170,3927,0
18234,23.1,320,7392,0
18235,23.5,412,9682,0
18236,23.45,2529,59305.05,1
18237,23.5,471,11068.5,0
18238,23.5,1000,23500,0
18239,23.5,200,4700,0
18240,23.5,800,18800,0
18241,23.5,1000,23500,0
18242,23.5,529,12431.5,0
18243,23.5,900,21150,0
18244,23.5,300,7050,0
18245,23.5,60,1410,0
18246,23.6,1000,23600,0
18247,23.55,213,5016.15,0
18248,23.5,850,19975,0
18249,23.55,62,1460.1,0
18250,23.55,38,894.9,0
18251,23.55,100,2355,0
18252,23.55,100,2355,0
18253,23.55,62,1460.1,0
18254,24,25,600,0
18255,24,475,11400,0
18256,24,1000,24000,0
18257,24,220,5280,0
18258,24,500,12000,0
18259,24,345,8280,0
18260,24,780,18720,0
18261,24,850,20400,0
18262,24,138,3312,0
18263,24,12,288,0
18264,24.1,250,6025,0
18265,24.15,1000,24150,0
18266,24.2,500,12100,0
18267,24.2,500,12100,0
18268,24.5,50,1225,0
18269,24.5,19,465.5,0
18270,24.05,301,7239.05,0
18271,24.05,114,2741.7,0
18272,24.05,886,21308.3,0
18273,24.1,5000,120500,1
18274,24.15,500,12075,0
18275,24.15,50,1207.5,0
18276,25,124,3100,0
18277,25,100,2500,0
18278,25,100,2500,0
18279,25,200,5000,0
18280,25,100,2500,0
18281,24.15,415,10022.25,0
18282,24.5,100,2450,0
18283,24.3,150,3645,0
18284,24.3,500,12150,0
18285,24.3,350,8505,0
18286,24.3,50,1215,0
18287,24.5,122,2989,0
18288,24.5,378,9261,0
18289,24.5,350,8575,0
18290,24.7,50,1235,0
18291,24.7,100,2470,0
18292,24.7,100,2470,0
18293,24.75,350,8662.5,0
18294,24.75,150,3712.5,0
18295,24.75,500,12375,0
18296,24.75,50,1237.5,0
18297,24.75,500,12375,0
18298,24.75,500,12375,0
18299,25,500,12500,0
18300,25,2000,50000,0
18301,25,500,12500,0
18302,25,1000,25000,0
18303,25.1,100,2510,0
18304,25.2,44,1108.8,0
18305,25.2,88,2217.6,0
18306,25.2,45,1134,0
18307,25.2,70,1764,0
18308,25.2,247,6224.4,0
18309,25.2,253,6375.6,0
18310,25.2,753,18975.6,0
18311,25.2,247,6224.4,0
18312,25.3,1500,37950,0
18313,25.3,316,7994.8,0
18314,25.3,184,4655.2,0
18315,25.3,16,404.8,0
18316,25.3,35,885.5,0
18317,25.3,394,9968.2,0
18318,25.3,50,1265,0
18319,25.3,118,2985.4,0
18320,25.3,76,1922.8,0
18321,25.25,200,5050,0
18322,25.2,500,12600,0
18323,25.2,125,3150,0
18324,25.1,3900,97890,1
18325,25.1,4000,100400,1
18326,24.9,850,21165,0
18327,25.25,150,3787.5,0
18328,25.25,850,21462.5,0
18329,25.1,2911,73066.1,1
18330,25.25,114,2878.5,0
18331,25.25,150,3787.5,0
18332,25,500,12500,0
18333,25,500,12500,0
18334,25,350,8750,0
18335,25,200,5000,0
18336,25,300,7500,0
18337,25,22,550,0
18338,25.1,500,12550,0
18339,25.1,69,1731.9,0
18340,25.1,17,426.7,0
18341,25.1,34,853.4,0
18342,25.1,92,2309.2,0
18343,25,400,10000,0
18344,25,8,200,0
18345,25,31,775,0
18346,25,2000,50000,0
18347,25.75,400,10300,0
18348,25.75,163,4197.25,0
18349,25.8,50,1290,0
18350,25.8,159,4102.2,0
18351,25.9,131,3392.9,0
18352,25.9,369,9557.1,0
18353,26,800,20800,0
18354,26,500,13000,0
18355,26,1500,39000,0
18356,26.25,100,2625,0
18357,26.25,324,8505,0
18358,26.25,176,4620,0
18359,26.25,150,3937.5,0
18360,26.25,26,682.5,0
18361,26.25,24,630,0
18362,26.25,11,288.75,0
18363,26,331,8606,0
18364,26,11,286,0
18365,26,158,4108,0
18366,26,618,16068,0
18367,26,50,1300,0
18368,26,3832,99632,1
18369,26,168,4368,0
18370,26,380,9880,0
18371,25.9,200,5180,0
18372,25.7,733,18838.1,0
18373,25.75,107,2755.25,0
18374,25.8,160,4128,0
18375,25.9,460,11914,0
18376,25.9,540,13986,0
18377,25.85,1000,25850,0
18378,25.7,34,873.8,0
18379,25.65,50,1282.5,0
18380,25.15,500,12575,0
18381,25.15,500,12575,0
18382,25.15,1000,25150,0
18383,25.1,275,6902.5,0
18384,25.1,485,12173.5,0
18385,25.1,485,12173.5,0
18386,25.1,30,753,0
18387,25,500,12500,0
18388,25,500,12500,0
18389,24.5,1000,24500,0
18390,25,610,15250,0
18391,25,400,10000,0
18392,25,600,15000,0
18393,25.2,600,15120,0
18394,25.2,277,6980.4,0
18395,25.2,100,2520,0
18396,25.2,23,579.6,0
18397,25.2,200,5040,0
18398,25.2,325,8190,0
18399,25.2,75,1890,0
18400,25.2,200,5040,0
18401,25.2,900,22680,0
18402,25.4,914,23215.6,0
18403,25.4,400,10160,0
18404,25.4,86,2184.4,0
18405,25.4,590,14986,0
18406,25.4,10,254,0
18407,25.4,200,5080,0
18408,25.4,124,3149.6,0
18409,25.4,153,3886.2,0
18410,25.4,276,7010.4,0
18411,25.4,200,5080,0
18412,25.4,300,7620,0
18413,25.5,188,4794,0
18414,25.5,200,5100,0
18415,25.5,159,4054.5,0
18416,25.5,124,3162,0
18417,25.6,750,19200,0
18418,25.8,233,6011.4,0
18419,25.7,59,1516.3,0
18420,25.5,569,14509.5,0
18421,25.5,127,3238.5,0
18422,25.05,696,17434.8,0
18423,25,500,12500,0
18424,24.75,1000,24750,0
18425,24.5,593,14528.5,0
18426,24.5,100,2450,0
18427,24.5,200,4900,0
18428,24.5,900,22050,0
18429,25,300,7500,0
18430,25,180,4500,0
18431,25,20,500,0
18432,25,400,10000,0
18433,25,200,5000,0
18434,25,1600,40000,0
18435,24.8,220,5456,0
18436,24.8,800,19840,0
18437,24.55,80,1964,0
18438,24.8,240,5952,0
18439,24.75,540,13365,0
18440,24.55,540,13257,0
18441,24.75,460,11385,0
18442,24.85,40,994,0
18443,24.85,960,23856,0
18444,24.75,484,11979,0
18445,24.85,40,994,0
18446,24.75,976,24156,0
18447,25,2000,50000,0
18448,25,400,10000,0
18449,25,1194,29850,0
18450,25.1,150,3765,0
18451,24.95,62,1546.9,0
18452,25,40,1000,0
18453,24.75,100,2475,0
18454,24.8,100,2480,0
18455,24.85,100,2485,0
18456,24.65,520,12818,0
18457,24.65,1000,24650,0
18458,24.65,1480,36482,0
18459,24.65,10,246.5,0
18460,24.6,574,14120.4,0
18461,24.6,450,11070,0
18462,24.6,8,196.8,0
18463,24.6,292,7183.2,0
18464,24.55,162,3977.1,0
18465,24.5,206,5047,0
18466,24.5,2500,61250,1
18467,24.5,2500,61250,1
18468,24.5,400,9800,0
18469,24.5,408,9996,0
18470,24.5,247,6051.5,0
18471,24.65,55,1355.75,0
18472,24.6,900,22140,0
18473,24.65,95,2341.75,0
18474,24.5,3,73.5,0
18475,24.4,97,2366.8,0
18476,24.65,400,9860,0
18477,24.6,100,2460,0
18478,24.5,50,1225,0
18479,24.5,204,4998,0
18480,24.5,22,539,0
18481,24.5,208,5096,0
18482,24.5,292,7154,0
18483,24.5,300,7350,0
18484,24.5,200,4900,0
18485,24.5,85,2082.5,0
18486,24.8,200,4960,0
18487,24.8,1669,41391.2,0
18488,24.8,50,1240,0
18489,25.5,100,2550,0
18490,25.5,100,2550,0
18491,24.5,50,1225,0
18492,24.5,200,4900,0
18493,24.5,14,343,0
18494,24.7,100,2470,0
18495,24.7,100,2470,0
18496,24.7,100,2470,0
18497,24.7,81,2000.7,0
18498,24.8,275,6820,0
18499,24.7,248,6125.6,0
18500,24.7,248,6125.6,0
18501,24.7,229,5656.3,0
18502,24.7,160,3952,0
18503,24.7,500,12350,0
18504,24.7,500,12350,0
18505,24.7,52,1284.4,0
18506,24.6,160,3936,0
18507,24.7,448,11065.6,0
18508,24.7,27,666.9,0
18509,24.7,67,1654.9,0
18510,24.7,233,5755.1,0
18511,24.7,300,7410,0
18512,24.6,22,541.2,0
18513,24.7,50,1235,0
18514,24.6,150,3690,0
18515,24.7,100,2470,0
18516,24.7,200,4940,0
18517,24,876,21024,0
18518,24,124,2976,0
18519,23.8,45,1071,0
18520,23.9,50,1195,0
18521,23.8,155,3689,0
18522,23.8,142,3379.6,0
18523,23.9,418,9990.2,0
18524,23.9,375,8962.5,0
18525,24,421,10104,0
18526,23.9,4,95.6,0
18527,23.8,642,15279.6,0
18528,23.9,34,812.6,0
18529,23.9,16,382.4,0
18530,23.8,69,1642.2,0
18531,24,100,2400,0
18532,24,100,2400,0
18533,23.9,100,2390,0
18534,23.9,100,2390,0
18535,24,100,2400,0
18536,23.9,100,2390,0
18537,24,1167,28008,0
18538,23.8,20,476,0
18539,24,1171,28104,0
18540,24,5955,142920,1
18541,24,9330,223920,1
18542,24.25,30,727.5,0
18543,24.25,100,2425,0
18544,24,314,7536,0
18545,24.05,750,18037.5,0
18546,24.1,1000,24100,0
18547,24.1,414,9977.4,0
18548,24.05,405,9740.25,0
18549,24.05,50,1202.5,0
18550,24,286,6864,0
18551,24,4320,103680,1
18552,24,3525,84600,1
18553,24,1000,24000,0
18554,24,67,1608,0
18555,24,950,22800,0
18556,24,85,2040,0
18557,24,185,4440,0
18558,24,141,3384,0
18559,24.1,200,4820,0
18560,24.2,200,4840,0
18561,24.2,100,2420,0
18562,24.2,100,2420,0
18563,24.2,100,2420,0
18564,24.2,24,580.8,0
18565,24.1,200,4820,0
18566,24.3,5,121.5,0
18567,24,150,3600,0
18568,24,400,9600,0
18569,24,1250,30000,0
18570,24,200,4800,0
18571,24,104,2496,0
18572,24,140,3360,0
18573,24.3,15,364.5,0
18574,24.3,180,4374,0
18575,24.3,350,8505,0
18576,24.4,320,7808,0
18577,24.3,5000,121500,1
18578,24.3,1600,38880,0
18579,24.3,500,12150,0
18580,24.3,100,2430,0
18581,24.3,100,2430,0
18582,24.3,200,4860,0
18583,24.3,500,12150,0
18584,24.5,65,1592.5,0
18585,24.5,160,3920,0
18586,24.5,408,9996,0
18587,24.3,300,7290,0
18588,24.5,200,4900,0
18589,24.5,375,9187.5,0
18590,24.5,658,16121,0
18591,24.5,167,4091.5,0
18592,24.3,300,7290,0
18593,24.3,204,4957.2,0
18594,24.3,205,4981.5,0
18595,24.3,616,14968.8,0
18596,24.3,150,3645,0
18597,24.3,150,3645,0
18598,24.5,342,8379,0
18599,24.5,8,196,0
18600,24.3,200,4860,0
18601,24.3,46,1117.8,0
18602,24.3,154,3742.2,0
18603,24.5,44,1078,0
18604,24.45,100,2445,0
18605,24.3,100,2430,0
18606,24.3,100,2430,0
18607,24.45,100,2445,0
18608,24.3,100,2430,0
18609,24.3,100,2430,0
18610,24.3,42,1020.6,0
18611,24.3,50,1215,0
18612,24.3,100,2430,0
18613,24.2,100,2420,0
18614,24.2,108,2613.6,0
18615,24.3,118,2867.4,0
18616,24.3,82,1992.6,0
18617,24.3,397,9647.1,0
18618,24.3,411,9987.3,0
18619,24.3,411,9987.3,0
18620,24.3,411,9987.3,0
18621,24.3,370,8991,0
18622,24.5,300,7350,0
18623,24.5,2700,66150,1
18624,24.45,230,5623.5,0
18625,24.65,200,4930,0
18626,24.65,825,20336.25,0
18627,24.8,70,1736,0
18628,24.75,80,1980,0
18629,24.75,50,1237.5,0
18630,24.65,140,3451,0
18631,24.65,35,862.75,0
18632,24.6,50,1230,0
18633,24.3,1000,24300,0
18634,24.5,120,2940,0
18635,24.3,100,2430,0
18636,24.3,24,583.2,0
18637,24.5,74,1813,0
18638,24.5,15,367.5,0
18639,24.5,281,6884.5,0
18640,24.5,719,17615.5,0
18641,24.5,1281,31384.5,0
18642,24.5,26,637,0
18643,24.5,130,3185,0
18644,24.5,200,4900,0
18645,24.05,100,2405,0
18646,24.15,1000,24150,0
18647,24.05,463,11135.15,0
18648,24.1,40,964,0
18649,24.1,10,241,0
18650,24.05,486,11688.3,0
18651,24.05,73,1755.65,0
18652,24.05,1878,45165.9,0
18653,24,1000,24000,0
18654,24,1500,36000,0
18655,24.05,207,4978.35,0
18656,24,1000,24000,0
18657,24,250,6000,0
18658,24,200,4800,0
18659,24,250,6000,0
18660,23,50,1150,0
18661,24,369,8856,0
18662,24,51,1224,0
18663,24.2,413,9994.6,0
18664,24,63,1512,0
18665,24.2,1587,38405.4,0
18666,24.45,1100,26895,0
18667,24.2,605,14641,0
18668,24.4,50,1220,0
18669,24.4,450,10980,0
18670,24.4,500,12200,0
18671,24.45,1900,46455,0
18672,24.5,591,14479.5,0
18673,24.6,50,1230,0
18674,24.55,1000,24550,0
18675,24.55,1000,24550,0
18676,24.6,100,2460,0
18677,24.5,3235,79257.5,1
18678,24.5,50,1225,0
18679,24.6,803,19753.8,0
18680,24.5,1722,42189,0
18681,24.5,150,3675,0
18682,24.5,519,12715.5,0
18683,24.6,198,4870.8,0
18684,24.5,1278,31311,0
18685,24.4,50,1220,0
18686,24.4,200,4880,0
18687,24.3,56,1360.8,0
18688,24.5,1000,24500,0
18689,24.5,300,7350,0
18690,24.5,2708,66346,1
18691,24.5,80,1960,0
18692,24.5,4920,120540,1
18693,24.5,200,4900,0
18694,24.5,207,5071.5,0
18695,24.5,693,16978.5,0
18696,24.5,320,7840,0
18697,24.5,307,7521.5,0
18698,24.5,1373,33638.5,0
18699,24.55,150,3682.5,0
18700,24.5,1000,24500,0
18701,24.45,120,2934,0
18702,24.45,43,1051.35,0
18703,24.5,141,3454.5,0
18704,24.5,59,1445.5,0
18705,24.1,3000,72300,1
18706,24,890,21360,0
18707,24,95,2280,0
18708,24,110,2640,0
18709,24.2,110,2662,0
18710,24.2,150,3630,0
18711,24.2,2740,66308,1
18712,24.3,100,2430,0
18713,24.1,180,4338,0
18714,24.15,269,6496.35,0
18715,24.2,200,4840,0
18716,24.25,250,6062.5,0
18717,24.3,2650,64395,1
18718,24.3,250,6075,0
18719,24.35,2500,60875,1
18720,24.35,50,1217.5,0
18721,24.3,1431,34773.3,0
18722,24.35,200,4870,0
18723,24.35,191,4650.85,0
18724,24.35,36,876.6,0
18725,24.4,3930,95892,1
18726,24.5,1000,24500,0
18727,24.5,140,3430,0
18728,24.5,1000,24500,0
18729,24.6,1000,24600,0
18730,24.6,1000,24600,0
18731,24.6,266,6543.6,0
18732,24.6,1000,24600,0
18733,24.75,360,8910,0
18734,24.75,640,15840,0
18735,24.75,960,23760,0
18736,24.8,1000,24800,0
18737,24.7,1000,24700,0
18738,24.7,3000,74100,1
18739,24.7,60,1482,0
18740,24.7,440,10868,0
18741,24.85,300,7455,0
18742,24.85,144,3578.4,0
18743,24.9,37,921.3,0
18744,24.9,2963,73778.7,1
18745,25,615,15375,0
18746,25.5,59,1504.5,0
18747,25.5,200,5100,0
18748,25.9,300,7770,0
18749,24.9,57,1419.3,0
18750,24.9,37,921.3,0
18751,26.2,40,1048,0
18752,24,500,12000,0
18753,24,657,15768,0
18754,24,50,1200,0
18755,24.5,50,1225,0
18756,24.5,160,3920,0
18757,25,400,10000,0
18758,24.9,2000,49800,0
18759,25,300,7500,0
18760,24.5,1080,26460,0
18761,24.7,1100,27170,0
18762,24.7,179,4421.3,0
18763,24.75,121,2994.75,0
18764,25,790,19750,0
18765,25,596,14900,0
18766,25,614,15350,0
18767,25.1,250,6275,0
18768,25.2,3500,88200,1
18769,25.5,312,7956,0
18770,25.2,15,378,0
18771,25.2,94,2368.8,0
18772,25.5,125,3187.5,0
18773,25.5,1900,48450,0
18774,25.4,850,21590,0
18775,25.5,3000,76500,1
18776,25.5,2000,51000,1
18777,25.5,2000,51000,1
18778,25.4,2000,50800,1
18779,25.5,1280,32640,0
18780,25.5,3370,85935,1
18781,25.7,1377,35388.9,0
18782,25.8,834,21517.2,0
18783,25.9,327,8469.3,0
18784,25.9,1000,25900,0
18785,26,160,4160,0
18786,26.95,80,2156,0
18787,26.95,10,269.5,0
18788,26.95,371,9998.45,0
18789,26,275,7150,0
18790,25.7,3000,77100,1
18791,25.5,3000,76500,1
18792,25.75,200,5150,0
18793,25.75,200,5150,0
18794,25.25,2600,65650,1
18795,25.7,153,3932.1,0
18796,25.35,473,11990.55,0
18797,25.25,2000,50500,1
18798,25.35,172,4360.2,0
18799,25.5,828,21114,0
18800,25.25,2000,50500,1
18801,25.5,1800,45900,0
18802,25.5,2000,51000,1
18803,25.5,4200,107100,1
18804,25.5,5000,127500,1
18805,25.25,2000,50500,1
18806,25.25,2000,50500,1
18807,25.5,155,3952.5,0
18808,25.5,299,7624.5,0
18809,25.5,335,8542.5,0
18810,25.75,255,6566.25,0
18811,25.75,745,19183.75,0
18812,26,2725,70850,1
18813,26,2320,60320,1
18814,26,489,12714,0
18815,26.2,150,3930,0
18816,26.4,100,2640,0
18817,26.4,225,5940,0
18818,26.4,240,6336,0
18819,26.3,37,973.1,0
18820,26.3,188,4944.4,0
18821,26.3,619,16279.7,0
18822,26.3,249,6548.7,0
18823,26.3,1032,27141.6,0
18824,26.3,380,9994,0
18825,26.3,387,10178.1,0
18826,26.3,363,9546.9,0
18827,26.25,115,3018.75,0
18828,26,192,4992,0
18829,26,108,2808,0
18830,26.15,50,1307.5,0
18831,26.15,40,1046,0
18832,26,190,4940,0
18833,26,1500,39000,0
18834,25.8,100,2580,0
18835,25.8,115,2967,0
18836,25.75,262,6746.5,0
18837,25.8,200,5160,0
18838,25.8,96,2476.8,0
18839,25.8,5000,129000,1
18840,25.8,4771,123091.8,1
18841,25.8,229,5908.2,0
18842,25.8,150,3870,0
18843,26.5,380,10070,0
18844,26.5,137,3630.5,0
18845,26.5,69,1828.5,0
18846,26,32,832,0
18847,26,88,2288,0
18848,25.6,150,3840,0
18849,25.5,785,20017.5,0
18850,25.5,20,510,0
18851,25.5,45,1147.5,0
18852,25.5,43,1096.5,0
18853,25.8,20,516,0
18854,25.1,50,1255,0
18855,25.05,35,876.75,0
18856,25.5,196,4998,0
18857,25.7,400,10280,0
18858,25.8,980,25284,0
18859,26,200,5200,0
18860,26,60,1560,0
18861,26,152,3952,0
18862,26,200,5200,0
18863,26,700,18200,0
18864,26,50,1300,0
18865,26,500,13000,0
18866,26,1254,32604,0
18867,26,450,11700,0
18868,26,1000,26000,0
18869,26,150,3900,0
18870,26,836,21736,0
18871,26,345,8970,0
18872,26,1000,26000,0
18873,26,212,5512,0
18874,26,500,13000,0
18875,26.15,200,5230,0
18876,26,450,11700,0
18877,26,50,1300,0
18878,26,500,13000,0
18879,26,450,11700,0
18880,26,500,13000,0
18881,26,50,1300,0
18882,26,35,910,0
18883,26,100,2600,0
18884,26,571,14846,0
18885,26,900,23400,0
18886,26,1000,26000,0
18887,26,1000,26000,0
18888,26,40,1040,0
18889,25.75,150,3862.5,0
18890,26,174,4524,0
18891,26,960,24960,0
18892,26,1454,37804,0
18893,26,833,21658,0
18894,26,1000,26000,0
18895,25.95,175,4541.25,0
18896,26,1560,40560,0
18897,26,440,11440,0
18898,26,560,14560,0
18899,26,560,14560,0
18900,26,500,13000,0
18901,26,250,6500,0
18902,26,625,16250,0
18903,25.95,125,3243.75,0
18904,26,125,3250,0
18905,26,225,5850,0
18906,26,742,19292,0
18907,26,1165,30290,0
18908,26,320,8320,0
18909,26,440,11440,0
18910,26,150,3900,0
18911,26,191,4966,0
18912,26,2500,65000,1
18913,26,110,2860,0
18914,26,699,18174,0
18915,26,3,78,0
18916,26,120,3120,0
18917,26.2,500,13100,0
18918,26.2,400,10480,0
18919,26.1,1500,39150,0
18920,26.15,20,523,0
18921,26.2,159,4165.8,0
18922,26.25,70,1837.5,0
18923,26.25,930,24412.5,0
18924,26.25,192,5040,0
18925,26.25,808,21210,0
18926,26.2,11,288.2,0
18927,26.2,450,11790,0
18928,26.1,100,2610,0
18929,25.9,190,4921,0
18930,25.9,2,51.8,0
18931,25.9,2557,66226.3,1
18932,25.85,104,2688.4,0
18933,25,25,625,0
18934,25,10000,250000,1
18935,25.05,371,9293.55,0
18936,25.1,200,5020,0
18937,25.05,629,15756.45,0
18938,25.05,1996,49999.8,0
18939,25.05,125,3131.25,0
18940,25.05,50,1252.5,0
18941,25.1,100,2510,0
18942,25.45,78,1985.1,0
18943,25.45,50,1272.5,0
18944,25.4,195,4953,0
18945,25.4,231,5867.4,0
18946,25.45,319,8118.55,0
18947,25.45,390,9925.5,0
18948,25.45,100,2545,0
18949,25.45,63,1603.35,0
18950,26,50,1300,0
18951,26,398,10348,0
18952,26,3,78,0
18953,26,1913,49738,0
18954,26,100,2600,0
18955,26,100,2600,0
18956,25.1,500,12550,0
18957,25.1,217,5446.7,0
18958,25.3,36,910.8,0
18959,25.5,500,12750,0
18960,25.5,100,2550,0
18961,25.5,400,10200,0
18962,25.5,250,6375,0
18963,25.5,200,5100,0
18964,25.5,1000,25500,0
18965,25.5,392,9996,0
18966,25.5,1408,35904,0
18967,25.5,500,12750,0
18968,25.6,2513,64332.8,1
18969,25.7,500,12850,0
18970,25.65,150,3847.5,0
18971,25.65,67,1718.55,0
18972,25.7,1300,33410,0
18973,25.7,500,12850,0
18974,25.65,25,641.25,0
18975,25.65,503,12901.95,0
18976,25.6,2000,51200,1
18977,25.55,2000,51100,1
18978,25.55,1460,37303,0
18979,25.6,2000,51200,1
18980,25.6,207,5299.2,0
18981,25.55,516,13183.8,0
18982,25.55,2000,51100,1
18983,25.45,40,1018,0
18984,25.4,393,9982.2,0
18985,25.3,164,4149.2,0
18986,25.3,186,4705.8,0
18987,25.1,113,2836.3,0
18988,25.3,12,303.6,0
18989,25,131,3275,0
18990,25,200,5000,0
18991,25,120,3000,0
18992,25,50,1250,0
18993,25,1000,25000,0
18994,25,400,10000,0
18995,25,683,17075,0
18996,25.4,27,685.8,0
18997,25,17,425,0
18998,25,5,125,0
18999,25,45,1125,0
19000,25,500,12500,0
19001,25,2180,54500,1
19002,25,920,23000,0
19003,25.3,364,9209.2,0
19004,25.3,52,1315.6,0
19005,25.3,584,14775.2,0
19006,25.3,1400,35420,0
19007,25.4,50,1270,0
19008,25.4,80,2032,0
19009,25.3,16,404.8,0
19010,25.3,984,24895.2,0
19011,25.4,100,2540,0
19012,25.45,110,2799.5,0
19013,25.45,100,2545,0
19014,25.5,200,5100,0
19015,25.65,389,9977.85,0
19016,25.6,2300,58880,1
19017,25.6,100,2560,0
19018,25.65,700,17955,0
19019,25.65,11,282.15,0
19020,25.65,606,15543.9,0
19021,25.65,1800,46170,0
19022,25.6,1900,48640,0
19023,25.5,789,20119.5,0
19024,25.25,484,12221,0
19025,25.3,1000,25300,0
19026,25.3,2000,50600,1
19027,25.3,350,8855,0
19028,25,389,9725,0
19029,25,611,15275,0
19030,25,100,2500,0
19031,25,100,2500,0
19032,25,106,2650,0
19033,25,94,2350,0
19034,25,100,2500,0
19035,25,386,9650,0
19036,25,94,2350,0
19037,25,56,1400,0
19038,25.05,400,10020,0
19039,24.9,20,498,0
19040,24.9,1000,24900,0
19041,24.8,84,2083.2,0
19042,24.8,116,2876.8,0
19043,25,200,5000,0
19044,24.8,884,21923.2,0
19045,24.8,1000,24800,0
19046,24.9,1598,39790.2,0
19047,24.9,2,49.8,0
19048,24.9,325,8092.5,0
19049,24.9,473,11777.7,0
19050,24.9,800,19920,0
19051,24.9,200,4980,0
19052,25.2,172,4334.4,0
19053,25.2,1000,25200,0
19054,25.1,250,6275,0
19055,25,200,5000,0
19056,25,67,1675,0
19057,25.3,820,20746,0
19058,25.3,84,2125.2,0
19059,25.4,5993,152222.2,1
19060,25,2000,50000,0
19061,24.9,600,14940,0
19062,24.9,200,4980,0
19063,24.8,20,496,0
19064,24.8,200,4960,0
19065,25,39,975,0
19066,25,2455,61375,1
19067,24.8,80,1984,0
19068,24.8,1000,24800,0
19069,25,350,8750,0
19070,24.8,1000,24800,0
19071,24.8,30,744,0
19072,24.8,1000,24800,0
19073,24.8,130,3224,0
19074,24.8,1000,24800,0
19075,24.8,1000,24800,0
19076,24.8,1000,24800,0
19077,24.8,1000,24800,0
19078,24.8,1000,24800,0
19079,24.8,130,3224,0
19080,24.8,673,16690.4,0
19081,24.8,1327,32909.6,0
19082,24.8,2000,49600,0
19083,25,280,7000,0
19084,25,1000,25000,0
19085,25,600,15000,0
19086,25,1000,25000,0
19087,25,185,4625,0
19088,25,1000,25000,0
19089,25,1000,25000,0
19090,25,1000,25000,0
19091,25,1900,47500,0
19092,25.8,50,1290,0
19093,25.8,106,2734.8,0
19094,25.8,684,17647.2,0
19095,25,386,9650,0
19096,24.75,137,3390.75,0
19097,24.75,656,16236,0
19098,25,314,7850,0
19099,25,398,9950,0
19100,25.4,500,12700,0
19101,24.8,500,12400,0
19102,24.8,1500,37200,0
19103,25,300,7500,0
