, PRECIO , VN , PxQ 
55666,83.50,461.00,38493.50
55667,84.50,39.00,3295.50
55668,84.50,422.00,35659.00
55669,84.50,578.00,48841.00
55670,83.65,718.00,60060.70
55671,83.60,478.00,39960.80
55672,83.60,100.00,8360.00
55673,83.60,90.00,7524.00
55674,83.60,117.00,9781.20
55675,83.60,79.00,6604.40
55676,84.40,79.00,6667.60
55677,84.50,200.00,16900.00
55678,84.50,807.00,68191.50
55679,84.50,6.00,507.00
55680,84.50,494.00,41743.00
55681,84.50,147.00,12421.50
55682,84.40,32.00,2700.80
55683,84.00,1000.00,84000.00
55684,84.00,295.00,24780.00
55685,83.65,49.00,4098.85
55686,84.00,70.00,5880.00
55687,84.30,114.00,9610.20
55688,83.65,100.00,8365.00
55689,84.00,50.00,4200.00
55690,84.00,1040.00,87360.00
55691,84.00,105.00,8820.00
55692,84.00,300.00,25200.00
55693,84.00,2945.00,247380.00
55694,84.00,55.00,4620.00
55695,84.00,200.00,16800.00
55696,84.00,50.00,4200.00
55697,84.00,2.00,168.00
55698,84.25,150.00,12637.50
55699,84.30,350.00,29505.00
55700,84.25,200.00,16850.00
55701,84.25,200.00,16850.00
55702,84.30,232.00,19557.60
55703,84.40,14.00,1181.60
55704,84.30,2.00,168.60
55705,84.30,400.00,33720.00
55706,84.10,100.00,8410.00
55707,84.40,1043.00,88029.20
55708,84.30,6.00,505.80
55709,84.40,124.00,10465.60
55710,84.40,156.00,13166.40
55711,84.35,30.00,2530.50
55712,84.35,150.00,12652.50
55713,84.35,170.00,14339.50
55714,84.40,388.00,32747.20
55715,84.40,18.00,1519.20
55716,84.40,12.00,1012.80
55717,84.45,100.00,8445.00
55718,84.50,100.00,8450.00
55719,84.50,400.00,33800.00
55720,84.50,104.00,8788.00
55721,84.50,500.00,42250.00
55722,84.50,170.00,14365.00
55723,84.50,50.00,4225.00
55724,84.50,280.00,23660.00
55725,84.50,50.00,4225.00
55726,84.80,500.00,42400.00
55727,84.45,284.00,23983.80
55728,84.45,18.00,1520.10
55729,84.50,550.00,46475.00
55730,84.50,2450.00,207025.00
55731,84.45,13.00,1097.85
55732,84.45,1017.00,85885.65
55733,84.70,100.00,8470.00
55734,84.45,100.00,8445.00
55735,84.45,200.00,16890.00
55736,84.45,28.00,2364.60
55737,84.40,82.00,6920.80
55738,84.45,472.00,39860.40
55739,84.40,200.00,16880.00
55740,84.40,130.00,10972.00
55741,84.40,70.00,5908.00
55742,84.10,296.00,24893.60
55743,84.10,142.00,11942.20
55744,84.10,92.00,7737.20
55745,84.10,300.00,25230.00
55746,84.10,300.00,25230.00
55747,84.10,49.00,4120.90
55748,84.40,132.00,11140.80
55749,84.10,100.00,8410.00
55750,84.40,115.00,9706.00
55751,84.25,65.00,5476.25
55752,84.25,880.00,74140.00
55753,84.25,173.00,14575.25
55754,84.30,100.00,8430.00
55755,84.30,200.00,16860.00
55756,84.35,170.00,14339.50
55757,84.40,118.00,9959.20
55758,84.40,683.00,57645.20
55759,84.40,127.00,10718.80
55760,84.25,45.00,3791.25
55761,84.35,100.00,8435.00
55762,84.15,151.00,12706.65
55763,84.15,4.00,336.60
55764,84.40,200.00,16880.00
55765,84.40,396.00,33422.40
55766,84.35,60.00,5061.00
55767,84.35,236.00,19906.60
55768,84.40,160.00,13504.00
55769,84.35,520.00,43862.00
55770,89.70,592.00,53102.40
55771,88.85,100.00,8885.00
55772,86.50,26.00,2249.00
55773,86.00,430.00,36980.00
55774,86.00,25.00,2150.00
55775,86.00,63.00,5418.00
55776,86.00,100.00,8600.00
55777,86.00,1.00,86.00
55778,86.00,100.00,8600.00
55779,85.80,500.00,42900.00
55780,85.80,100.00,8580.00
55781,85.80,50.00,4290.00
55782,85.80,200.00,17160.00
55783,85.90,214.00,18382.60
55784,85.80,50.00,4290.00
55785,85.85,19.00,1631.15
55786,85.85,100.00,8585.00
55787,85.85,100.00,8585.00
55788,85.70,38.00,3256.60
55789,85.70,100.00,8570.00
55790,85.70,262.00,22453.40
55791,85.60,179.00,15322.40
55792,85.60,321.00,27477.60
55793,85.25,100.00,8525.00
55794,85.25,119.00,10144.75
55795,85.25,20.00,1705.00
55796,85.30,10.00,853.00
55797,85.30,43.00,3667.90
55798,85.25,287.00,24466.75
55799,85.25,161.00,13725.25
55800,85.30,213.00,18168.90
55801,85.30,100.00,8530.00
55802,85.30,67.00,5715.10
55803,85.50,269.00,22999.50
55804,85.50,79.00,6754.50
55805,85.50,152.00,12996.00
55806,85.60,19.00,1626.40
55807,85.50,31.00,2650.50
55808,85.60,62.00,5307.20
55809,85.60,38.00,3252.80
55810,85.70,220.00,18854.00
55811,85.60,12.00,1027.20
55812,85.30,33.00,2814.90
55813,85.30,7.00,597.10
55814,85.70,28.00,2399.60
55815,85.25,40.00,3410.00
55816,85.30,200.00,17060.00
55817,85.70,140.00,11998.00
55818,85.70,35.00,2999.50
55819,85.50,200.00,17100.00
55820,85.70,200.00,17140.00
55821,85.70,77.00,6598.90
55822,85.85,181.00,15538.85
55823,85.85,250.00,21462.50
55824,85.85,69.00,5923.65
55825,85.85,100.00,8585.00
55826,85.85,300.00,25755.00
55827,85.85,100.00,8585.00
55828,85.85,100.00,8585.00
55829,85.70,222.00,19025.40
55830,85.80,45.00,3861.00
55831,85.85,200.00,17170.00
55832,85.85,200.00,17170.00
55833,85.85,400.00,34340.00
55834,85.85,9.00,772.65
55835,85.85,91.00,7812.35
55836,85.80,5.00,429.00
55837,85.70,209.00,17911.30
55838,85.70,86.00,7370.20
55839,85.80,80.00,6864.00
55840,85.85,100.00,8585.00
55841,85.80,265.00,22737.00
55842,85.70,400.00,34280.00
55843,85.70,706.00,60504.20
55844,85.70,60.00,5142.00
55845,85.50,100.00,8550.00
55846,85.50,200.00,17100.00
55847,85.25,30.00,2557.50
55848,85.25,50.00,4262.50
55849,85.25,160.00,13640.00
55850,85.25,200.00,17050.00
55851,85.25,200.00,17050.00
55852,85.25,700.00,59675.00
55853,85.25,1300.00,110825.00
55854,85.00,40.00,3400.00
55855,85.00,5.00,425.00
55856,85.25,200.00,17050.00
55857,85.25,500.00,42625.00
55858,85.00,144.00,12240.00
55859,85.00,6.00,510.00
55860,84.00,21.00,1764.00
55861,84.00,40.00,3360.00
55862,83.75,710.00,59462.50
55863,84.00,99.00,8316.00
55864,84.00,350.00,29400.00
55865,84.00,110.00,9240.00
55866,85.00,50.00,4250.00
55867,85.00,36.00,3060.00
55868,85.00,144.00,12240.00
55869,84.25,500.00,42125.00
55870,84.25,500.00,42125.00
55871,84.25,577.00,48612.25
55872,84.25,350.00,29487.50
55873,84.50,16.00,1352.00
55874,84.25,73.00,6150.25
55875,84.25,177.00,14912.25
55876,84.25,35.00,2948.75
55877,84.25,160.00,13480.00
55878,84.25,288.00,24264.00
55879,84.25,285.00,24011.25
55880,84.25,100.00,8425.00
55881,84.25,30.00,2527.50
55882,84.25,30.00,2527.50
55883,84.25,450.00,37912.50
55884,84.25,90.00,7582.50
55885,84.05,132.00,11094.60
55886,84.05,618.00,51942.90
55887,84.05,600.00,50430.00
55888,84.10,100.00,8410.00
55889,84.05,94.00,7900.70
55890,84.05,350.00,29417.50
55891,84.10,350.00,29435.00
55892,84.10,350.00,29435.00
55893,84.05,206.00,17314.30
55894,84.00,51.00,4284.00
55895,83.75,90.00,7537.50
55896,83.75,94.00,7872.50
55897,83.75,70.00,5862.50
55898,84.00,37.00,3108.00
55899,84.10,300.00,25230.00
55900,84.00,37.00,3108.00
55901,84.00,63.00,5292.00
55902,84.10,90.00,7569.00
55903,84.10,10.00,841.00
55904,84.10,40.00,3364.00
55905,84.10,153.00,12867.30
55906,84.20,307.00,25849.40
55907,84.20,15.00,1263.00
55908,84.20,273.00,22986.60
55909,84.75,350.00,29662.50
55910,84.50,40.00,3380.00
55911,85.00,164.00,13940.00
55912,85.00,72.00,6120.00
55913,85.00,228.00,19380.00
55914,85.00,300.00,25500.00
55915,85.00,531.00,45135.00
55916,85.10,110.00,9361.00
55917,85.10,115.00,9786.50
55918,85.10,175.00,14892.50
55919,85.20,350.00,29820.00
55920,85.20,200.00,17040.00
55921,85.20,43.00,3663.60
55922,85.25,239.00,20374.75
55923,85.30,98.00,8359.40
55924,85.30,252.00,21495.60
55925,85.35,241.00,20569.35
55926,85.50,200.00,17100.00
55927,86.00,414.00,35604.00
55928,85.40,393.00,33562.20
55929,85.50,541.00,46255.50
55930,85.10,450.00,38295.00
55931,85.10,189.00,16083.90
55932,85.10,11.00,936.10
55933,85.10,489.00,41613.90
55934,86.00,1000.00,86000.00
55935,85.50,500.00,42750.00
55936,85.30,326.00,27807.80
55937,85.30,206.00,17571.80
55938,85.80,150.00,12870.00
55939,85.80,500.00,42900.00
55940,85.80,170.00,14586.00
55941,85.80,180.00,15444.00
55942,85.80,200.00,17160.00
55943,85.80,200.00,17160.00
55944,85.80,80.00,6864.00
55945,85.90,46.00,3951.40
55946,85.80,114.00,9781.20
55947,85.80,116.00,9952.80
55948,85.80,104.00,8923.20
55949,85.80,33.00,2831.40
55950,85.60,150.00,12840.00
55951,83.50,169.00,14111.50
55952,85.00,40.00,3400.00
55953,85.00,100.00,8500.00
55954,85.75,128.00,10976.00
55955,85.80,150.00,12870.00
55956,85.80,287.00,24624.60
55957,86.00,100.00,8600.00
55958,85.40,23.00,1964.20
55959,86.00,115.00,9890.00
55960,86.00,100.00,8600.00
55961,86.00,685.00,58910.00
55962,86.50,150.00,12975.00
55963,85.80,1000.00,85800.00
55964,86.00,250.00,21500.00
55965,85.45,1000.00,85450.00
55966,85.40,112.00,9564.80
55967,85.40,260.00,22204.00
55968,85.40,26.00,2220.40
55969,85.40,500.00,42700.00
55970,85.45,100.00,8545.00
55971,85.45,200.00,17090.00
55972,85.40,500.00,42700.00
55973,85.40,79.00,6746.60
55974,85.40,1000.00,85400.00
55975,85.40,37.00,3159.80
55976,85.40,1150.00,98210.00
55977,85.00,104.00,8840.00
55978,85.40,233.00,19898.20
55979,85.00,165.00,14025.00
55980,85.00,145.00,12325.00
55981,85.05,500.00,42525.00
55982,85.00,190.00,16150.00
55983,85.00,158.00,13430.00
55984,85.00,100.00,8500.00
55985,84.75,1000.00,84750.00
55986,84.75,550.00,46612.50
55987,84.75,1000.00,84750.00
55988,84.60,50.00,4230.00
55989,84.60,450.00,38070.00
55990,84.60,1507.00,127492.20
55991,84.55,38.00,3212.90
55992,84.55,326.00,27563.30
55993,84.55,202.00,17079.10
55994,84.60,1676.00,141789.60
55995,84.60,500.00,42300.00
55996,84.55,1434.00,121244.70
55997,84.55,100.00,8455.00
55998,84.55,1318.00,111436.90
55999,84.55,365.00,30860.75
56000,84.55,94.00,7947.70
56001,84.50,143.00,12083.50
56002,84.55,100.00,8455.00
56003,84.55,300.00,25365.00
56004,84.55,817.00,69077.35
56005,84.75,350.00,29662.50
56006,85.00,1710.00,145350.00
56007,85.00,742.00,63070.00
56008,85.00,100.00,8500.00
56009,85.00,100.00,8500.00
56010,85.00,189.00,16065.00
56011,85.00,1811.00,153935.00
56012,85.30,100.00,8530.00
56013,85.50,120.00,10260.00
56014,85.50,480.00,41040.00
56015,85.50,155.00,13252.50
56016,85.40,65.00,5551.00
56017,85.50,365.00,31207.50
56018,85.80,35.00,3003.00
56019,85.80,280.00,24024.00
56020,85.00,25.00,2125.00
56021,85.80,100.00,8580.00
56022,85.80,585.00,50193.00
56023,85.80,200.00,17160.00
56024,85.80,200.00,17160.00
56025,85.80,80.00,6864.00
56026,86.40,200.00,17280.00
56027,86.85,500.00,43425.00
56028,86.85,80.00,6948.00
56029,86.90,134.00,11644.60
56030,87.00,340.00,29580.00
56031,86.90,486.00,42233.40
56032,86.90,14.00,1216.60
56033,87.00,1160.00,100920.00
56034,87.00,20.00,1740.00
56035,87.00,150.00,13050.00
56036,87.00,21.00,1827.00
56037,87.00,50.00,4350.00
56038,87.00,80.00,6960.00
56039,87.00,57.00,4959.00
56040,86.75,215.00,18651.25
56041,87.00,365.00,31755.00
56042,87.50,50.00,4375.00
56043,87.05,150.00,13057.50
56044,87.00,40.00,3480.00
56045,87.50,300.00,26250.00
56046,87.90,50.00,4395.00
56047,87.70,50.00,4385.00
56048,88.00,43.00,3784.00
56049,87.00,100.00,8700.00
56050,87.00,100.00,8700.00
56051,87.00,150.00,13050.00
56052,87.00,50.00,4350.00
56053,87.10,50.00,4355.00
56054,87.05,200.00,17410.00
56055,87.75,210.00,18427.50
56056,87.90,55.00,4834.50
56057,87.75,154.00,13513.50
56058,87.75,818.00,71779.50
56059,87.90,49.00,4307.10
56060,87.90,51.00,4482.90
56061,87.90,468.00,41137.20
56062,87.90,532.00,46762.80
56063,87.95,22.00,1934.90
56064,87.95,103.00,9058.85
56065,87.90,263.00,23117.70
56066,87.90,32.00,2812.80
56067,87.95,80.00,7036.00
56068,87.95,178.00,15655.10
56069,88.00,59.00,5192.00
56070,88.00,20.00,1760.00
56071,88.00,480.00,42240.00
56072,88.00,20.00,1760.00
56073,88.00,300.00,26400.00
56074,88.00,500.00,44000.00
56075,88.00,130.00,11440.00
56076,88.00,1000.00,88000.00
56077,88.00,1400.00,123200.00
56078,88.30,45.00,3973.50
56079,88.30,50.00,4415.00
56080,88.10,50.00,4405.00
56081,88.30,60.00,5298.00
56082,88.30,395.00,34878.50
56083,88.50,1143.00,101155.50
56084,89.00,34.00,3026.00
56085,89.00,134.00,11926.00
56086,89.00,66.00,5874.00
56087,89.00,370.00,32930.00
56088,89.00,100.00,8900.00
56089,88.60,106.00,9391.60
56090,89.00,394.00,35066.00
56091,88.95,110.00,9784.50
56092,88.95,350.00,31132.50
56093,88.95,150.00,13342.50
56094,88.50,15.00,1327.50
56095,88.85,100.00,8885.00
56096,88.50,23.00,2035.50
56097,88.50,12.00,1062.00
56098,88.50,200.00,17700.00
56099,88.50,200.00,17700.00
56100,88.50,112.00,9912.00
56101,88.40,56.00,4950.40
56102,88.35,250.00,22087.50
56103,88.30,10.00,883.00
56104,88.30,400.00,35320.00
56105,88.45,240.00,21228.00
56106,88.45,45.00,3980.25
56107,88.45,137.00,12117.65
56108,88.50,105.00,9292.50
56109,88.50,500.00,44250.00
56110,88.50,117.00,10354.50
56111,88.50,14.00,1239.00
56112,88.90,111.00,9867.90
56113,88.50,90.00,7965.00
56114,88.50,647.00,57259.50
56115,88.30,110.00,9713.00
56116,88.40,400.00,35360.00
56117,88.40,200.00,17680.00
56118,88.30,50.00,4415.00
56119,88.30,129.00,11390.70
56120,88.30,101.00,8918.30
56121,88.30,50.00,4415.00
56122,88.40,64.00,5657.60
56123,88.40,57.00,5038.80
56124,88.35,100.00,8835.00
56125,88.40,100.00,8840.00
56126,88.45,71.00,6279.95
56127,88.40,179.00,15823.60
56128,82.00,113.00,9266.00
56129,82.00,650.00,53300.00
56130,82.00,500.00,41000.00
56131,82.90,72.00,5968.80
56132,82.90,13.00,1077.70
56133,82.90,145.00,12020.50
56134,82.00,50.00,4100.00
56135,82.00,8.00,656.00
56136,82.50,42.00,3465.00
56137,81.10,21.00,1703.10
56138,81.40,36.00,2930.40
56139,81.50,26.00,2119.00
56140,81.50,40.00,3260.00
56141,81.50,245.00,19967.50
56142,81.50,122.00,9943.00
56143,81.50,398.00,32437.00
56144,81.50,200.00,16300.00
56145,81.40,11.00,895.40
56146,81.50,50.00,4075.00
56147,81.10,40.00,3244.00
56148,81.00,635.00,51435.00
56149,81.30,310.00,25203.00
56150,82.00,180.00,14760.00
56151,82.00,528.00,43296.00
56152,82.00,155.00,12710.00
56153,82.00,563.00,46166.00
56154,82.00,909.00,74538.00
56155,81.70,262.00,21405.40
56156,81.70,592.00,48366.40
56157,81.70,147.00,12009.90
56158,81.70,34.00,2777.80
56159,81.50,216.00,17604.00
56160,81.50,314.00,25591.00
56161,82.00,2.00,164.00
56162,82.00,157.00,12874.00
56163,82.00,1000.00,82000.00
56164,82.00,28.00,2296.00
56165,81.50,128.00,10432.00
56166,81.50,377.00,30725.50
56167,81.50,43.00,3504.50
56168,81.50,40.00,3260.00
56169,81.55,1000.00,81550.00
56170,81.95,54.00,4425.30
56171,81.95,107.00,8768.65
56172,81.95,1300.00,106535.00
56173,81.95,500.00,40975.00
56174,81.95,350.00,28682.50
56175,81.75,169.00,13815.75
56176,81.75,266.00,21745.50
56177,81.95,1000.00,81950.00
56178,81.95,19.00,1557.05
56179,82.00,300.00,24600.00
56180,82.00,100.00,8200.00
56181,82.00,300.00,24600.00
56182,82.00,200.00,16400.00
56183,82.00,50.00,4100.00
56184,82.00,549.00,45018.00
56185,82.00,212.00,17384.00
56186,82.00,2000.00,164000.00
56187,81.80,151.00,12351.80
56188,82.00,300.00,24600.00
56189,82.00,189.00,15498.00
56190,82.00,300.00,24600.00
56191,82.00,365.00,29930.00
56192,82.00,135.00,11070.00
56193,82.10,59.00,4843.90
56194,82.15,244.00,20044.60
56195,82.40,82.00,6756.80
56196,82.20,50.00,4110.00
56197,82.15,479.00,39349.85
56198,82.15,56.00,4600.40
56199,82.25,21.00,1727.25
56200,82.30,100.00,8230.00
56201,82.20,8.00,657.60
56202,82.40,18.00,1483.20
56203,82.40,982.00,80916.80
56204,82.15,393.00,32284.95
56205,82.20,77.00,6329.40
56206,82.15,40.00,3286.00
56207,82.40,214.00,17633.60
56208,82.45,200.00,16490.00
56209,82.50,300.00,24750.00
56210,82.50,106.00,8745.00
56211,82.50,226.00,18645.00
56212,82.55,201.00,16592.55
56213,82.75,60.00,4965.00
56214,82.75,100.00,8275.00
56215,82.55,60.00,4953.00
56216,82.55,740.00,61087.00
56217,82.55,600.00,49530.00
56218,82.55,550.00,45402.50
56219,82.55,1000.00,82550.00
56220,82.75,88.00,7282.00
56221,82.60,74.00,6112.40
56222,82.60,26.00,2147.60
56223,82.60,1200.00,99120.00
56224,82.60,2450.00,202370.00
56225,82.55,235.00,19399.25
56226,82.60,94.00,7764.40
56227,82.60,23.00,1899.80
56228,82.75,52.00,4303.00
56229,82.80,213.00,17636.40
56230,82.80,121.00,10018.80
56231,82.85,67.00,5550.95
56232,83.00,14.00,1162.00
56233,83.00,86.00,7138.00
56234,83.00,21.00,1743.00
56235,83.00,103.00,8549.00
56236,83.00,550.00,45650.00
56237,83.00,733.00,60839.00
56238,83.00,150.00,12450.00
56239,83.00,350.00,29050.00
56240,83.00,250.00,20750.00
56241,83.65,50.00,4182.50
56242,83.65,94.00,7863.10
56243,83.65,713.00,59642.45
56244,83.65,193.00,16144.45
56245,83.10,72.00,5983.20
56246,83.00,1149.00,95367.00
56247,83.00,100.00,8300.00
56248,83.10,251.00,20858.10
56249,83.00,500.00,41500.00
56250,83.10,80.00,6648.00
56251,83.00,351.00,29133.00
56252,83.00,368.00,30544.00
56253,83.10,197.00,16370.70
56254,83.40,200.00,16680.00
56255,83.40,10.00,834.00
56256,83.40,274.00,22851.60
56257,83.10,200.00,16620.00
56258,83.10,80.00,6648.00
56259,83.10,34.00,2825.40
56260,83.00,20.00,1660.00
56261,83.00,500.00,41500.00
56262,83.00,1480.00,122840.00
56263,83.00,1520.00,126160.00
56264,83.00,40.00,3320.00
56265,83.00,10.00,830.00
56266,83.00,232.00,19256.00
56267,83.20,300.00,24960.00
56268,83.20,300.00,24960.00
56269,83.20,266.00,22131.20
56270,83.20,520.00,43264.00
56271,83.10,150.00,12465.00
56272,83.00,2000.00,166000.00
56273,83.00,134.00,11122.00
56274,83.10,227.00,18863.70
56275,83.10,202.00,16786.20
56276,83.00,196.00,16268.00
56277,83.00,100.00,8300.00
56278,83.00,441.00,36603.00
56279,83.00,1700.00,141100.00
56280,83.00,407.00,33781.00
56281,83.20,126.00,10483.20
56282,83.20,269.00,22380.80
56283,83.00,1331.00,110473.00
56284,83.00,1060.00,87980.00
56285,83.00,165.00,13695.00
56286,83.00,502.00,41666.00
56287,83.00,472.00,39176.00
56288,83.00,232.00,19256.00
56289,83.00,550.00,45650.00
56290,83.35,166.00,13836.10
56291,83.35,84.00,7001.40
56292,83.30,1000.00,83300.00
56293,83.30,50.00,4165.00
56294,83.20,150.00,12480.00
56295,83.20,57.00,4742.40
56296,83.20,465.00,38688.00
56297,83.20,10.00,832.00
56298,83.25,439.00,36546.75
56299,83.25,300.00,24975.00
56300,83.25,261.00,21728.25
56301,83.20,181.00,15059.20
56302,83.25,200.00,16650.00
56303,83.20,110.00,9152.00
56304,83.25,204.00,16983.00
56305,83.25,296.00,24642.00
56306,83.25,916.00,76257.00
56307,83.25,88.00,7326.00
56308,83.30,652.00,54311.60
56309,83.30,600.00,49980.00
56310,83.35,216.00,18003.60
56311,83.30,2698.00,224743.40
56312,83.35,50.00,4167.50
56313,83.60,100.00,8360.00
56314,83.50,1700.00,141950.00
56315,83.50,10000.00,835000.00
56316,83.60,300.00,25080.00
56317,83.60,88.00,7356.80
56318,83.60,212.00,17723.20
56319,83.60,82.00,6855.20
56320,83.60,1200.00,100320.00
56321,83.60,900.00,75240.00
56322,83.65,220.00,18403.00
56323,83.60,218.00,18224.80
56324,83.50,1035.00,86422.50
56325,83.60,782.00,65375.20
56326,83.65,87.00,7277.55
56327,83.90,50.00,4195.00
56328,83.90,750.00,62925.00
56329,83.90,43.00,3607.70
56330,84.00,500.00,42000.00
56331,84.00,1000.00,84000.00
56332,84.45,928.00,78369.60
56333,84.45,72.00,6080.40
56334,85.00,535.00,45475.00
56335,85.00,120.00,10200.00
56336,85.00,120.00,10200.00
56337,85.00,220.00,18700.00
56338,85.00,375.00,31875.00
56339,85.00,157.00,13345.00
56340,85.75,200.00,17150.00
56341,85.75,100.00,8575.00
56342,85.80,89.00,7636.20
56343,85.80,911.00,78163.80
56344,85.75,700.00,60025.00
56345,85.70,500.00,42850.00
56346,85.70,114.00,9769.80
56347,85.70,386.00,33080.20
56348,85.00,214.00,18190.00
56349,85.90,185.00,15891.50
56350,86.00,200.00,17200.00
56351,86.00,300.00,25800.00
56352,85.90,100.00,8590.00
56353,85.90,115.00,9878.50
56354,85.75,100.00,8575.00
56355,86.00,334.00,28724.00
56356,86.00,1000.00,86000.00
56357,86.50,300.00,25950.00
56358,87.00,200.00,17400.00
56359,87.00,100.00,8700.00
56360,87.00,263.00,22881.00
56361,87.00,500.00,43500.00
56362,87.20,300.00,26160.00
56363,87.30,100.00,8730.00
56364,87.50,69.00,6037.50
56365,87.50,31.00,2712.50
56366,87.50,87.00,7612.50
56367,87.50,232.00,20300.00
56368,87.40,114.00,9963.60
56369,87.00,100.00,8700.00
56370,87.00,349.00,30363.00
56371,87.00,189.00,16443.00
56372,86.80,32.00,2777.60
56373,87.00,250.00,21750.00
56374,87.00,500.00,43500.00
56375,87.00,200.00,17400.00
56376,87.00,50.00,4350.00
56377,87.00,400.00,34800.00
56378,87.00,2.00,174.00
56379,88.75,100.00,8875.00
56380,88.70,100.00,8870.00
56381,88.50,480.00,42480.00
56382,89.00,500.00,44500.00
56383,88.95,200.00,17790.00
56384,88.95,43.00,3824.85
56385,88.75,300.00,26625.00
56386,88.50,40.00,3540.00
56387,88.50,274.00,24249.00
56388,89.00,198.00,17622.00
56389,89.00,2.00,178.00
56390,89.30,500.00,44650.00
56391,89.00,100.00,8900.00
56392,89.30,500.00,44650.00
56393,89.50,1000.00,89500.00
56394,89.45,157.00,14043.65
56395,89.50,1236.00,110622.00
56396,89.50,507.00,45376.50
56397,89.50,100.00,8950.00
56398,89.50,1000.00,89500.00
56399,89.00,198.00,17622.00
56400,89.00,352.00,31328.00
56401,89.00,1000.00,89000.00
56402,88.50,28.00,2478.00
56403,88.90,222.00,19735.80
56404,89.00,614.00,54646.00
56405,89.00,250.00,22250.00
56406,89.00,222.00,19758.00
56407,89.00,88.00,7832.00
56408,89.00,200.00,17800.00
56409,89.20,100.00,8920.00
56410,89.40,100.00,8940.00
56411,89.40,10.00,894.00
56412,89.00,145.00,12905.00
56413,89.00,259.00,23051.00
56414,89.00,112.00,9968.00
56415,89.00,2000.00,178000.00
56416,89.00,600.00,53400.00
56417,89.00,500.00,44500.00
56418,88.50,972.00,86022.00
56419,88.50,57.00,5044.50
56420,88.25,1000.00,88250.00
56421,88.05,2000.00,176100.00
56422,88.00,200.00,17600.00
56423,87.50,200.00,17500.00
56424,87.50,389.00,34037.50
56425,87.50,800.00,70000.00
56426,86.50,800.00,69200.00
56427,87.00,150.00,13050.00
56428,86.25,2230.00,192337.50
56429,86.25,770.00,66412.50
56430,86.00,400.00,34400.00
56431,86.00,200.00,17200.00
56432,85.60,157.00,13439.20
56433,86.50,250.00,21625.00
56434,86.75,963.00,83540.25
56435,87.00,110.00,9570.00
56436,87.00,288.00,25056.00
56437,87.40,38.00,3321.20
56438,87.40,412.00,36008.80
56439,87.00,2212.00,192444.00
56440,87.00,135.00,11745.00
56441,87.00,1000.00,87000.00
56442,87.00,1000.00,87000.00
56443,87.00,1000.00,87000.00
56444,87.00,1000.00,87000.00
56445,87.00,500.00,43500.00
56446,87.00,500.00,43500.00
56447,87.15,100.00,8715.00
56448,87.15,137.00,11939.55
56449,87.05,3000.00,261150.00
56450,87.00,400.00,34800.00
56451,87.00,600.00,52200.00
56452,87.00,1000.00,87000.00
56453,87.35,290.00,25331.50
56454,87.30,110.00,9603.00
56455,87.20,100.00,8720.00
56456,87.00,1105.00,96135.00
56457,87.00,895.00,77865.00
56458,87.00,169.00,14703.00
56459,87.15,200.00,17430.00
56460,87.15,35.00,3050.25
56461,87.35,451.00,39394.85
56462,87.35,500.00,43675.00
56463,87.35,500.00,43675.00
56464,87.35,500.00,43675.00
56465,87.35,500.00,43675.00
56466,87.35,500.00,43675.00
56467,87.40,1275.00,111435.00
56468,87.40,96.00,8390.40
56469,87.40,204.00,17829.60
56470,87.40,45.00,3933.00
56471,87.05,172.00,14972.60
56472,87.00,659.00,57333.00
56473,87.40,930.00,81282.00
56474,87.40,10.00,874.00
56475,87.25,40.00,3490.00
56476,87.25,185.00,16141.25
56477,87.25,200.00,17450.00
56478,87.25,1575.00,137418.75
56479,87.00,172.00,14964.00
56480,87.00,28.00,2436.00
56481,87.00,22.00,1914.00
56482,86.55,83.00,7183.65
56483,86.50,500.00,43250.00
56484,86.55,117.00,10126.35
56485,86.55,115.00,9953.25
56486,86.50,200.00,17300.00
56487,86.10,87.00,7490.70
56488,86.00,35.00,3010.00
56489,86.00,79.00,6794.00
56490,86.00,21.00,1806.00
56491,86.00,24.00,2064.00
56492,86.50,26.00,2249.00
56493,86.50,20.00,1730.00
56494,86.80,350.00,30380.00
56495,86.85,174.00,15111.90
56496,86.90,236.00,20508.40
56497,87.00,21.00,1827.00
56498,86.00,20.00,1720.00
56499,86.00,980.00,84280.00
56500,86.00,20.00,1720.00
56501,86.00,130.00,11180.00
56502,86.00,150.00,12900.00
56503,86.00,150.00,12900.00
56504,86.00,1000.00,86000.00
56505,86.00,700.00,60200.00
56506,86.00,2000.00,172000.00
56507,86.00,550.00,47300.00
56508,87.00,179.00,15573.00
56509,87.25,425.00,37081.25
56510,87.40,150.00,13110.00
56511,87.40,25.00,2185.00
56512,87.50,49.00,4287.50
56513,87.40,290.00,25346.00
56514,87.30,108.00,9428.40
56515,87.40,10.00,874.00
56516,87.50,102.00,8925.00
56517,87.45,450.00,39352.50
56518,87.45,72.00,6296.40
56519,87.60,26.00,2277.60
56520,87.95,200.00,17590.00
56521,88.00,17.00,1496.00
56522,88.00,250.00,22000.00
56523,88.00,2716.00,239008.00
56524,87.50,31.00,2712.50
56525,88.00,3000.00,264000.00
56526,87.95,200.00,17590.00
56527,88.00,4284.00,376992.00
56528,87.35,164.00,14325.40
56529,87.45,113.00,9881.85
56530,88.00,23.00,2024.00
56531,87.40,16.00,1398.40
56532,87.40,84.00,7341.60
56533,87.40,300.00,26220.00
56534,87.50,500.00,43750.00
56535,88.00,216.00,19008.00
56536,88.00,295.00,25960.00
