, PRECIO , VN , PxQ 
16674,29.00,1500.00,43500.00
16675,29.00,86.00,2494.00
16676,29.00,348.00,10092.00
16677,29.00,2.00,58.00
16678,28.90,82.00,2369.80
16679,28.90,229.00,6618.10
16680,29.00,500.00,14500.00
16681,29.00,466.00,13514.00
16682,29.00,152.00,4408.00
16683,29.00,500.00,14500.00
16684,29.00,344.00,9976.00
16685,29.00,261.00,7569.00
16686,29.10,1000.00,29100.00
16687,29.00,50.00,1450.00
16688,29.00,50.00,1450.00
16689,29.00,128.00,3712.00
16690,29.10,1.00,29.10
16691,29.00,300.00,8700.00
16692,29.00,70.00,2030.00
16693,29.00,344.00,9976.00
16694,29.00,186.00,5394.00
16695,29.20,1000.00,29200.00
16696,29.20,2000.00,58400.00
16697,29.20,1002.00,29258.40
16698,29.20,500.00,14600.00
16699,29.10,395.00,11494.50
16700,29.30,222.00,6504.60
16701,29.40,100.00,2940.00
16702,29.40,904.00,26577.60
16703,29.40,96.00,2822.40
16704,29.40,404.00,11877.60
16705,29.40,2000.00,58800.00
16706,29.40,500.00,14700.00
16707,29.40,463.00,13612.20
16708,29.40,278.00,8173.20
16709,29.40,259.00,7614.60
16710,29.40,254.00,7467.60
16711,29.40,5000.00,147000.00
16712,29.45,200.00,5890.00
16713,29.45,78.00,2297.10
16714,29.45,3409.00,100395.05
16715,29.45,500.00,14725.00
16716,29.45,500.00,14725.00
16717,29.45,135.00,3975.75
16718,29.40,395.00,11613.00
16719,29.45,140.00,4123.00
16720,29.45,1316.00,38756.20
16721,29.45,24.00,706.80
16722,29.40,200.00,5880.00
16723,29.45,200.00,5890.00
16724,29.45,276.00,8128.20
16725,29.50,372.00,10974.00
16726,29.45,233.00,6861.85
16727,29.40,185.00,5439.00
16728,29.20,317.00,9256.40
16729,29.40,82.00,2410.80
16730,29.50,290.00,8555.00
16731,29.50,705.00,20797.50
16732,29.50,330.00,9735.00
16733,29.50,1000.00,29500.00
16734,29.50,615.00,18142.50
16735,29.50,338.00,9971.00
16736,29.50,1005.00,29647.50
16737,29.50,65.00,1917.50
16738,29.50,200.00,5900.00
16739,29.50,760.00,22420.00
16740,29.50,6560.00,193520.00
16741,29.50,500.00,14750.00
16742,29.50,1000.00,29500.00
16743,29.50,300.00,8850.00
16744,29.50,880.00,25960.00
16745,29.50,118.00,3481.00
16746,29.50,382.00,11269.00
16747,29.50,618.00,18231.00
16748,29.40,873.00,25666.20
16749,29.40,500.00,14700.00
16750,29.40,60.00,1764.00
16751,29.20,100.00,2920.00
16752,29.35,1000.00,29350.00
16753,29.40,2400.00,70560.00
16754,29.35,455.00,13354.25
16755,29.35,425.00,12473.75
16756,29.40,140.00,4116.00
16757,29.40,170.00,4998.00
16758,29.40,239.00,7026.60
16759,29.40,971.00,28547.40
16760,29.40,170.00,4998.00
16761,29.40,340.00,9996.00
16762,29.20,259.00,7562.80
16763,29.20,2967.00,86636.40
16764,29.40,476.00,13994.40
16765,29.20,273.00,7971.60
16766,29.20,183.00,5343.60
16767,29.20,300.00,8760.00
16768,29.20,44.00,1284.80
16769,29.20,1000.00,29200.00
16770,29.20,222.00,6482.40
16771,29.20,845.00,24674.00
16772,29.20,1500.00,43800.00
16773,29.15,300.00,8745.00
16774,29.10,311.00,9050.10
16775,29.00,39.00,1131.00
16776,29.00,78.00,2262.00
16777,29.00,150.00,4350.00
16778,29.15,700.00,20405.00
16779,29.20,2628.00,76737.60
16780,29.15,272.00,7928.80
16781,28.90,369.00,10664.10
16782,29.15,90.00,2623.50
16783,29.10,750.00,21825.00
16784,29.00,1000.00,29000.00
16785,29.00,34.00,986.00
16786,28.90,899.00,25981.10
16787,28.90,232.00,6704.80
16788,28.80,500.00,14400.00
16789,28.80,120.00,3456.00
16790,28.70,208.00,5969.60
16791,28.70,48.00,1377.60
16792,29.00,150.00,4350.00
16793,29.00,344.00,9976.00
16794,29.00,472.00,13688.00
16795,29.00,250.00,7250.00
16796,29.00,485.00,14065.00
16797,28.80,359.00,10339.20
16798,29.00,326.00,9454.00
16799,29.00,750.00,21750.00
16800,28.80,250.00,7200.00
16801,29.00,344.00,9976.00
16802,29.00,482.00,13978.00
16803,29.00,901.00,26129.00
16804,29.00,200.00,5800.00
16805,29.00,174.00,5046.00
16806,29.00,99.00,2871.00
16807,29.00,101.00,2929.00
16808,29.00,49.00,1421.00
16809,29.00,100.00,2900.00
16810,29.10,400.00,11640.00
16811,29.00,100.00,2900.00
16812,29.20,150.00,4380.00
16813,29.30,100.00,2930.00
16814,29.30,84.00,2461.20
16815,29.30,375.00,10987.50
16816,29.20,192.00,5606.40
16817,29.30,41.00,1201.30
16818,29.30,109.00,3193.70
16819,29.30,35.00,1025.50
16820,29.30,324.00,9493.20
16821,29.30,116.00,3398.80
16822,29.30,529.00,15499.70
16823,29.30,120.00,3516.00
16824,29.00,148.00,4292.00
16825,29.00,1379.00,39991.00
16826,29.00,1179.00,34191.00
16827,29.00,160.00,4640.00
16828,29.00,135.00,3915.00
16829,28.90,292.00,8438.80
16830,28.75,8.00,230.00
16831,28.80,344.00,9907.20
16832,28.80,2.00,57.60
16833,28.75,62.00,1782.50
16834,28.75,139.00,3996.25
16835,26.50,110.00,2915.00
16836,27.50,300.00,8250.00
16837,27.50,85.00,2337.50
16838,27.60,100.00,2760.00
16839,27.80,165.00,4587.00
16840,27.80,250.00,6950.00
16841,27.80,786.00,21850.80
16842,27.80,114.00,3169.20
16843,27.80,250.00,6950.00
16844,27.80,31.00,861.80
16845,27.80,219.00,6088.20
16846,27.80,1387.00,38558.60
16847,27.80,41.00,1139.80
16848,27.00,1159.00,31293.00
16849,27.80,150.00,4170.00
16850,27.80,1188.00,33026.40
16851,27.80,610.00,16958.00
16852,27.20,873.00,23745.60
16853,27.50,1052.00,28930.00
16854,27.50,770.00,21175.00
16855,27.40,321.00,8795.40
16856,27.40,679.00,18604.60
16857,27.50,321.00,8827.50
16858,27.50,300.00,8250.00
16859,27.20,227.00,6174.40
16860,27.20,1838.00,49993.60
16861,27.20,577.00,15694.40
16862,27.20,1358.00,36937.60
16863,27.30,260.00,7098.00
16864,27.30,20.00,546.00
16865,27.20,112.00,3046.40
16866,27.20,172.00,4678.40
16867,27.30,1720.00,46956.00
16868,27.30,1280.00,34944.00
16869,27.30,800.00,21840.00
16870,27.30,262.00,7152.60
16871,27.00,841.00,22707.00
16872,27.00,1111.00,29997.00
16873,27.00,27.00,729.00
16874,27.00,4373.00,118071.00
16875,26.85,95.00,2550.75
16876,27.00,350.00,9450.00
16877,27.25,128.00,3488.00
16878,27.00,344.00,9288.00
16879,27.00,344.00,9288.00
16880,27.00,156.00,4212.00
16881,27.00,41.00,1107.00
16882,27.00,49.00,1323.00
16883,27.20,19.00,516.80
16884,27.00,374.00,10098.00
16885,27.10,41.00,1111.10
16886,27.10,210.00,5691.00
16887,27.20,1397.00,37998.40
16888,27.20,2584.00,70284.80
16889,27.20,148.00,4025.60
16890,27.20,2268.00,61689.60
16891,27.10,2332.00,63197.20
16892,27.00,64.00,1728.00
16893,27.00,180.00,4860.00
16894,27.00,1658.00,44766.00
16895,27.00,77.00,2079.00
16896,27.00,21.00,567.00
16897,27.00,223.00,6021.00
16898,27.00,810.00,21870.00
16899,26.90,45.00,1210.50
16900,27.00,162.00,4374.00
16901,26.80,500.00,13400.00
16902,26.75,100.00,2675.00
16903,26.75,300.00,8025.00
16904,26.75,100.00,2675.00
16905,26.75,1258.00,33651.50
16906,26.75,742.00,19848.50
16907,26.70,500.00,13350.00
16908,26.70,1000.00,26700.00
16909,27.00,224.00,6048.00
16910,27.00,146.00,3942.00
16911,26.50,350.00,9275.00
16912,26.50,860.00,22790.00
16913,26.55,2443.00,64861.65
16914,26.65,355.00,9460.75
16915,26.65,105.00,2798.25
16916,26.50,200.00,5300.00
16917,26.55,527.00,13991.85
16918,26.50,1132.00,29998.00
16919,26.50,224.00,5936.00
16920,26.50,2550.00,67575.00
16921,26.50,500.00,13250.00
16922,26.30,100.00,2630.00
16923,26.30,3000.00,78900.00
16924,26.20,721.00,18890.20
16925,26.20,79.00,2069.80
16926,26.10,410.00,10701.00
16927,26.30,100.00,2630.00
16928,26.50,2000.00,53000.00
16929,26.80,1000.00,26800.00
16930,26.90,500.00,13450.00
16931,26.90,500.00,13450.00
16932,27.50,725.00,19937.50
16933,27.00,275.00,7425.00
16934,27.00,58.00,1566.00
16935,27.10,64.00,1734.40
16936,26.10,321.00,8378.10
16937,26.10,333.00,8691.30
16938,26.10,404.00,10544.40
16939,25.80,789.00,20356.20
16940,26.00,500.00,13000.00
16941,26.00,307.00,7982.00
16942,25.80,128.00,3302.40
16943,25.80,168.00,4334.40
16944,25.25,253.00,6388.25
16945,25.00,138.00,3450.00
16946,25.00,160.00,4000.00
16947,25.45,53.00,1348.85
16948,25.50,970.00,24735.00
16949,25.45,1532.00,38989.40
16950,25.80,851.00,21955.80
16951,25.80,42.00,1083.60
16952,25.80,627.00,16176.60
16953,25.80,500.00,12900.00
16954,25.80,873.00,22523.40
16955,25.80,1200.00,30960.00
16956,25.80,800.00,20640.00
16957,25.75,53.00,1364.75
16958,25.80,1000.00,25800.00
16959,25.80,1000.00,25800.00
16960,25.80,1000.00,25800.00
16961,25.80,1000.00,25800.00
16962,25.80,1000.00,25800.00
16963,25.80,64.00,1651.20
16964,25.80,800.00,20640.00
16965,25.80,1290.00,33282.00
16966,25.90,1047.00,27117.30
16967,25.90,1290.00,33411.00
16968,26.00,106.00,2756.00
16969,25.80,53.00,1367.40
16970,26.00,53.00,1378.00
16971,26.00,150.00,3900.00
16972,26.00,841.00,21866.00
16973,26.00,504.00,13104.00
16974,26.35,7.00,184.45
16975,26.35,151.00,3978.85
16976,26.35,70.00,1844.50
16977,26.35,113.00,2977.55
16978,26.20,500.00,13100.00
16979,26.20,500.00,13100.00
16980,26.15,2000.00,52300.00
16981,26.15,115.00,3007.25
16982,26.10,2000.00,52200.00
16983,26.10,1800.00,46980.00
16984,26.10,180.00,4698.00
16985,26.10,655.00,17095.50
16986,26.00,385.00,10010.00
16987,26.00,1000.00,26000.00
16988,25.90,3000.00,77700.00
16989,25.85,600.00,15510.00
16990,25.80,750.00,19350.00
16991,25.80,25.00,645.00
16992,25.75,74.00,1905.50
16993,25.75,500.00,12875.00
16994,25.75,1000.00,25750.00
16995,25.60,482.00,12339.20
16996,25.60,1107.00,28339.20
16997,25.60,63.00,1612.80
16998,25.90,500.00,12950.00
16999,25.80,70.00,1806.00
17000,25.80,200.00,5160.00
17001,25.80,196.00,5056.80
17002,25.80,188.00,4850.40
17003,25.60,200.00,5120.00
17004,25.50,360.00,9180.00
17005,25.50,50.00,1275.00
17006,25.55,1000.00,25550.00
17007,25.55,266.00,6796.30
17008,25.50,90.00,2295.00
17009,25.50,526.00,13413.00
17010,25.50,348.00,8874.00
17011,25.75,36.00,927.00
17012,25.50,474.00,12087.00
17013,25.50,500.00,12750.00
17014,25.45,664.00,16898.80
17015,25.70,200.00,5140.00
17016,26.00,200.00,5200.00
17017,26.00,1275.00,33150.00
17018,26.00,290.00,7540.00
17019,26.00,3235.00,84110.00
17020,26.00,1265.00,32890.00
17021,26.00,1000.00,26000.00
17022,26.00,1000.00,26000.00
17023,26.00,1000.00,26000.00
17024,26.00,2000.00,52000.00
17025,26.00,235.00,6110.00
17026,26.00,500.00,13000.00
17027,26.00,500.00,13000.00
17028,26.00,500.00,13000.00
17029,26.00,500.00,13000.00
17030,26.00,500.00,13000.00
17031,26.00,500.00,13000.00
17032,26.00,5000.00,130000.00
17033,26.00,5000.00,130000.00
17034,26.00,2357.00,61282.00
17035,26.00,192.00,4992.00
17036,25.70,300.00,7710.00
17037,25.75,400.00,10300.00
17038,25.75,850.00,21887.50
17039,25.75,1425.00,36693.75
17040,25.75,1000.00,25750.00
17041,26.00,7292.00,189592.00
17042,26.25,100.00,2625.00
17043,26.00,796.00,20696.00
17044,26.25,114.00,2992.50
17045,26.00,204.00,5304.00
17046,26.00,96.00,2496.00
17047,26.00,145.00,3770.00
17048,26.20,500.00,13100.00
17049,26.20,500.00,13100.00
17050,25.80,500.00,12900.00
17051,26.00,44.00,1144.00
17052,26.10,215.00,5611.50
17053,26.25,396.00,10395.00
17054,26.25,104.00,2730.00
17055,26.30,500.00,13150.00
17056,26.35,100.00,2635.00
17057,26.35,51.00,1343.85
17058,26.35,129.00,3399.15
17059,26.30,900.00,23670.00
17060,26.30,671.00,17647.30
17061,26.50,42.00,1113.00
17062,26.45,1744.00,46128.80
17063,26.70,71.00,1895.70
17064,26.45,116.00,3068.20
17065,26.50,500.00,13250.00
17066,26.50,50.00,1325.00
17067,26.50,782.00,20723.00
17068,26.70,55.00,1468.50
17069,26.75,500.00,13375.00
17070,26.70,200.00,5340.00
17071,26.70,74.00,1975.80
17072,26.75,347.00,9282.25
17073,27.00,113.00,3051.00
17074,27.00,555.00,14985.00
17075,27.00,550.00,14850.00
17076,27.00,782.00,21114.00
17077,27.50,2942.00,80905.00
17078,28.00,300.00,8400.00
17079,28.00,481.00,13468.00
17080,27.50,132.00,3630.00
17081,27.60,19.00,524.40
17082,27.60,197.00,5437.20
17083,27.60,76.00,2097.60
17084,27.65,5.00,138.25
17085,28.00,500.00,14000.00
17086,28.00,268.00,7504.00
17087,28.00,355.00,9940.00
17088,28.00,96.00,2688.00
17089,28.00,1000.00,28000.00
17090,28.00,200.00,5600.00
17091,28.00,800.00,22400.00
17092,28.00,1000.00,28000.00
17093,28.00,1000.00,28000.00
17094,28.00,1000.00,28000.00
17095,28.00,1000.00,28000.00
17096,28.50,150.00,4275.00
17097,28.50,1850.00,52725.00
17098,28.50,395.00,11257.50
17099,28.00,200.00,5600.00
17100,28.00,1000.00,28000.00
17101,28.00,400.00,11200.00
17102,28.00,400.00,11200.00
17103,28.90,1000.00,28900.00
17104,28.90,130.00,3757.00
17105,28.90,70.00,2023.00
17106,29.00,1000.00,29000.00
17107,29.00,1100.00,31900.00
17108,29.10,894.00,26015.40
17109,29.10,106.00,3084.60
17110,29.20,57.00,1664.40
17111,29.10,500.00,14550.00
17112,29.20,1000.00,29200.00
17113,29.10,1000.00,29100.00
17114,29.10,500.00,14550.00
17115,29.20,154.00,4496.80
17116,29.20,789.00,23038.80
17117,29.25,1900.00,55575.00
17118,29.40,500.00,14700.00
17119,29.25,1000.00,29250.00
17120,29.75,1000.00,29750.00
17121,29.75,245.00,7288.75
17122,29.75,268.00,7973.00
17123,29.75,487.00,14488.25
17124,29.75,120.00,3570.00
17125,29.75,2000.00,59500.00
17126,29.75,2493.00,74166.75
17127,29.75,120.00,3570.00
17128,29.75,211.00,6277.25
17129,29.75,900.00,26775.00
17130,29.75,100.00,2975.00
17131,29.50,2000.00,59000.00
17132,29.50,300.00,8850.00
17133,29.50,300.00,8850.00
17134,29.50,900.00,26550.00
17135,29.50,1500.00,44250.00
17136,29.50,500.00,14750.00
17137,29.25,200.00,5850.00
17138,29.25,200.00,5850.00
17139,29.45,600.00,17670.00
17140,29.50,1000.00,29500.00
17141,29.50,100.00,2950.00
17142,29.50,300.00,8850.00
17143,29.50,700.00,20650.00
17144,29.75,355.00,10561.25
17145,29.75,325.00,9668.75
17146,29.70,265.00,7870.50
17147,29.50,1300.00,38350.00
17148,29.40,8.00,235.20
17149,29.40,992.00,29164.80
17150,29.10,1000.00,29100.00
17151,28.90,833.00,24073.70
17152,28.90,167.00,4826.30
17153,28.75,1000.00,28750.00
17154,28.75,1000.00,28750.00
17155,28.75,212.00,6095.00
17156,29.00,1000.00,29000.00
17157,29.00,500.00,14500.00
17158,29.35,856.00,25123.60
17159,29.40,144.00,4233.60
17160,28.75,1000.00,28750.00
17161,28.75,1000.00,28750.00
17162,28.75,1000.00,28750.00
17163,28.70,1000.00,28700.00
17164,29.00,150.00,4350.00
17165,28.70,150.00,4305.00
17166,28.60,2000.00,57200.00
17167,28.60,244.00,6978.40
17168,28.55,364.00,10392.20
17169,28.50,13.00,370.50
17170,28.30,1872.00,52977.60
17171,28.30,500.00,14150.00
17172,28.30,1300.00,36790.00
17173,28.25,1000.00,28250.00
17174,28.20,700.00,19740.00
17175,28.15,500.00,14075.00
17176,28.10,70.00,1967.00
17177,28.10,1423.00,39986.30
17178,28.20,300.00,8460.00
17179,28.00,215.00,6020.00
17180,28.00,1000.00,28000.00
17181,28.00,1000.00,28000.00
17182,28.00,1000.00,28000.00
17183,28.00,1000.00,28000.00
17184,28.00,1000.00,28000.00
17185,28.00,1000.00,28000.00
17186,28.00,1000.00,28000.00
17187,28.00,1000.00,28000.00
17188,28.00,400.00,11200.00
17189,28.00,1000.00,28000.00
17190,28.00,500.00,14000.00
17191,28.40,1000.00,28400.00
17192,28.40,1000.00,28400.00
17193,28.40,500.00,14200.00
17194,28.00,1000.00,28000.00
17195,28.00,279.00,7812.00
17196,28.25,245.00,6921.25
17197,28.25,755.00,21328.75
17198,28.10,888.00,24952.80
17199,28.25,112.00,3164.00
17200,28.10,112.00,3147.20
17201,28.10,533.00,14977.30
17202,28.10,1000.00,28100.00
17203,28.10,695.00,19529.50
17204,28.20,35.00,987.00
17205,28.10,35.00,983.50
17206,28.00,1000.00,28000.00
17207,28.00,88.00,2464.00
17208,28.20,1000.00,28200.00
17209,28.25,531.00,15000.75
17210,28.25,469.00,13249.25
17211,28.20,140.00,3948.00
17212,28.25,955.00,26978.75
17213,28.10,3600.00,101160.00
17214,28.00,4600.00,128800.00
17215,28.00,400.00,11200.00
17216,28.25,559.00,15791.75
17217,28.25,441.00,12458.25
17218,28.25,55.00,1553.75
17219,28.25,2504.00,70738.00
17220,28.25,2000.00,56500.00
17221,28.30,27.00,764.10
17222,28.30,117.00,3311.10
17223,28.30,1883.00,53288.90
17224,28.40,2000.00,56800.00
17225,28.65,385.00,11030.25
17226,28.65,310.00,8881.50
17227,28.60,100.00,2860.00
17228,28.60,400.00,11440.00
17229,28.60,500.00,14300.00
17230,28.60,120.00,3432.00
17231,28.65,5.00,143.25
17232,28.65,410.00,11746.50
17233,28.50,117.00,3334.50
17234,28.50,183.00,5215.50
17235,28.65,350.00,10027.50
17236,28.60,39.00,1115.40
17237,28.50,717.00,20434.50
17238,28.60,961.00,27484.60
17239,28.65,1000.00,28650.00
17240,28.60,3901.00,111568.60
17241,28.60,1000.00,28600.00
17242,28.60,1000.00,28600.00
17243,28.60,240.00,6864.00
17244,28.55,600.00,17130.00
17245,28.55,75.00,2141.25
17246,28.50,500.00,14250.00
17247,28.50,2000.00,57000.00
17248,28.45,1000.00,28450.00
17249,28.50,345.00,9832.50
17250,28.25,1000.00,28250.00
17251,28.25,362.00,10226.50
17252,28.25,3138.00,88648.50
17253,28.25,362.00,10226.50
17254,28.25,4500.00,127125.00
17255,28.25,2638.00,74523.50
17256,28.25,1362.00,38476.50
17257,28.25,500.00,14125.00
17258,28.25,280.00,7910.00
17259,28.25,220.00,6215.00
17260,28.40,168.00,4771.20
17261,28.25,180.00,5085.00
17262,28.20,1120.00,31584.00
17263,28.00,1000.00,28000.00
17264,28.00,100.00,2800.00
17265,28.00,400.00,11200.00
17266,28.10,300.00,8430.00
17267,28.00,100.00,2800.00
17268,28.00,1000.00,28000.00
17269,28.00,500.00,14000.00
17270,28.00,500.00,14000.00
17271,28.00,70.00,1960.00
17272,28.00,570.00,15960.00
17273,28.00,570.00,15960.00
17274,28.00,290.00,8120.00
17275,28.20,160.00,4512.00
17276,28.75,100.00,2875.00
17277,28.75,1000.00,28750.00
17278,29.00,320.00,9280.00
17279,29.00,689.00,19981.00
17280,29.00,600.00,17400.00
17281,29.00,591.00,17139.00
17282,29.20,120.00,3504.00
17283,29.20,46.00,1343.20
17284,29.20,344.00,10044.80
17285,29.20,250.00,7300.00
17286,29.20,360.00,10512.00
17287,29.00,310.00,8990.00
17288,29.00,209.00,6061.00
17289,28.80,2000.00,57600.00
17290,28.75,835.00,24006.25
17291,28.60,342.00,9781.20
17292,28.50,500.00,14250.00
17293,28.50,228.00,6498.00
17294,28.50,350.00,9975.00
17295,28.50,100.00,2850.00
17296,28.50,922.00,26277.00
17297,28.50,1178.00,33573.00
17298,28.50,121.00,3448.50
17299,28.50,700.00,19950.00
17300,28.25,2000.00,56500.00
17301,28.20,56.00,1579.20
17302,28.20,500.00,14100.00
17303,28.20,19.00,535.80
17304,28.15,1000.00,28150.00
17305,28.10,1000.00,28100.00
17306,28.05,1000.00,28050.00
17307,28.25,318.00,8983.50
17308,28.25,3500.00,98875.00
17309,28.05,1000.00,28050.00
17310,28.05,1000.00,28050.00
17311,28.15,500.00,14075.00
17312,28.15,500.00,14075.00
17313,28.15,500.00,14075.00
17314,28.15,500.00,14075.00
17315,28.00,100.00,2800.00
17316,28.00,500.00,14000.00
17317,28.00,500.00,14000.00
17318,28.00,200.00,5600.00
17319,28.25,1000.00,28250.00
17320,28.25,891.00,25170.75
17321,28.20,340.00,9588.00
17322,28.25,337.00,9520.25
17323,27.80,500.00,13900.00
17324,28.25,1100.00,31075.00
17325,28.15,20.00,563.00
17326,28.00,500.00,14000.00
17327,27.95,1000.00,27950.00
17328,28.00,1722.00,48216.00
17329,28.00,178.00,4984.00
17330,27.80,70.00,1946.00
17331,28.00,28.00,784.00
17332,28.00,20.00,560.00
17333,28.00,220.00,6160.00
17334,28.00,395.00,11060.00
17335,28.00,36.00,1008.00
17336,28.00,330.00,9240.00
17337,27.80,30.00,834.00
17338,27.80,500.00,13900.00
17339,27.80,130.00,3614.00
17340,27.80,1000.00,27800.00
17341,27.75,571.00,15845.25
17342,27.75,500.00,13875.00
17343,28.00,1000.00,28000.00
17344,28.00,178.00,4984.00
17345,28.05,106.00,2973.30
17346,27.95,89.00,2487.55
17347,27.80,1000.00,27800.00
17348,27.75,115.00,3191.25
17349,27.75,25.00,693.75
17350,27.75,46.00,1276.50
17351,27.75,85.00,2358.75
17352,27.50,28.00,770.00
17353,27.40,43.00,1178.20
17354,27.50,200.00,5500.00
17355,27.50,257.00,7067.50
17356,27.40,100.00,2740.00
17357,27.40,102.00,2794.80
17358,27.30,329.00,8981.70
17359,27.30,101.00,2757.30
17360,27.00,600.00,16200.00
17361,27.00,625.00,16875.00
17362,27.30,200.00,5460.00
17363,27.30,95.00,2593.50
17364,27.30,1004.00,27409.20
17365,27.10,996.00,26991.60
17366,27.10,540.00,14634.00
17367,27.10,4.00,108.40
17368,27.10,100.00,2710.00
17369,27.10,608.00,16476.80
17370,27.20,500.00,13600.00
17371,27.20,1000.00,27200.00
17372,27.25,392.00,10682.00
17373,27.25,108.00,2943.00
17374,27.20,185.00,5032.00
17375,27.20,183.00,4977.60
17376,27.00,37.00,999.00
17377,27.00,515.00,13905.00
17378,27.00,1296.00,34992.00
17379,27.00,881.00,23787.00
17380,27.00,403.00,10881.00
17381,27.25,608.00,16568.00
17382,27.30,362.00,9882.60
17383,27.35,492.00,13456.20
17384,27.20,240.00,6528.00
17385,27.30,626.00,17089.80
17386,27.30,374.00,10210.20
17387,27.35,8.00,218.80
17388,27.35,292.00,7986.20
17389,27.30,400.00,10920.00
17390,27.35,3708.00,101413.80
17391,27.50,105.00,2887.50
17392,27.50,395.00,10862.50
17393,27.50,550.00,15125.00
17394,27.50,2000.00,55000.00
17395,27.50,1000.00,27500.00
17396,27.50,1450.00,39875.00
17397,27.50,1000.00,27500.00
17398,27.50,25.00,687.50
17399,27.50,2626.00,72215.00
17400,27.50,1349.00,37097.50
17401,27.35,100.00,2735.00
17402,27.35,40.00,1094.00
17403,27.35,960.00,26256.00
17404,27.25,500.00,13625.00
17405,27.20,150.00,4080.00
17406,27.25,5.00,136.25
17407,27.25,110.00,2997.50
17408,27.75,580.00,16095.00
17409,27.80,500.00,13900.00
17410,27.80,99.00,2752.20
17411,27.80,120.00,3336.00
17412,27.80,281.00,7811.80
17413,28.10,250.00,7025.00
17414,28.00,5000.00,140000.00
17415,28.00,5000.00,140000.00
17416,28.00,100.00,2800.00
17417,28.00,400.00,11200.00
17418,28.00,20.00,560.00
17419,28.00,200.00,5600.00
17420,27.80,100.00,2780.00
17421,27.80,500.00,13900.00
17422,27.75,344.00,9546.00
17423,27.80,1750.00,48650.00
17424,28.00,280.00,7840.00
17425,28.00,613.00,17164.00
17426,27.95,39.00,1090.05
17427,27.95,111.00,3102.45
17428,28.00,275.00,7700.00
17429,28.00,1912.00,53536.00
17430,28.00,1949.00,54572.00
17431,28.00,51.00,1428.00
17432,28.00,609.00,17052.00
17433,28.00,840.00,23520.00
17434,28.00,615.00,17220.00
17435,28.00,1801.00,50428.00
17436,28.00,1660.00,46480.00
17437,28.00,1627.00,45556.00
17438,28.00,2500.00,70000.00
17439,28.10,250.00,7025.00
17440,28.10,400.00,11240.00
17441,28.10,500.00,14050.00
17442,28.10,371.00,10425.10
17443,28.10,333.00,9357.30
17444,28.10,640.00,17984.00
17445,28.10,489.00,13740.90
17446,28.10,511.00,14359.10
17447,28.10,485.00,13628.50
17448,28.10,4.00,112.40
17449,28.10,284.00,7980.40
17450,28.10,533.00,14977.30
17451,28.10,183.00,5142.30
17452,28.10,500.00,14050.00
17453,28.10,453.00,12729.30
17454,28.00,357.00,9996.00
17455,28.00,500.00,14000.00
17456,27.90,600.00,16740.00
17457,27.90,400.00,11160.00
17458,27.75,980.00,27195.00
17459,27.75,20.00,555.00
17460,27.75,20.00,555.00
17461,27.75,126.00,3496.50
17462,27.75,936.00,25974.00
17463,27.70,200.00,5540.00
17464,27.70,200.00,5540.00
17465,27.70,527.00,14597.90
17466,27.70,297.00,8226.90
17467,27.60,500.00,13800.00
17468,27.75,476.00,13209.00
17469,27.75,205.00,5688.75
17470,27.75,184.00,5106.00
17471,27.75,500.00,13875.00
17472,27.75,1316.00,36519.00
17473,27.80,500.00,13900.00
17474,27.80,4686.00,130270.80
17475,27.80,200.00,5560.00
17476,27.80,161.00,4475.80
17477,27.90,400.00,11160.00
17478,27.90,600.00,16740.00
17479,27.90,42.00,1171.80
17480,27.90,458.00,12778.20
17481,28.00,397.00,11116.00
17482,28.00,1000.00,28000.00
17483,28.00,4143.00,116004.00
17484,27.90,1000.00,27900.00
17485,27.90,742.00,20701.80
17486,28.00,263.00,7364.00
17487,28.00,37.00,1036.00
17488,28.00,346.00,9688.00
17489,28.00,6.00,168.00
17490,27.95,200.00,5590.00
17491,28.00,385.00,10780.00
17492,28.00,2000.00,56000.00
17493,28.25,1052.00,29719.00
17494,28.00,795.00,22260.00
17495,28.00,390.00,10920.00
17496,28.00,142.00,3976.00
17497,27.80,100.00,2780.00
17498,27.50,1000.00,27500.00
17499,27.50,1000.00,27500.00
17500,27.80,296.00,8228.80
17501,27.80,129.00,3586.20
17502,27.25,300.00,8175.00
17503,27.25,202.00,5504.50
17504,27.30,726.00,19819.80
17505,27.30,797.00,21758.10
17506,27.30,274.00,7480.20
17507,27.50,797.00,21917.50
17508,27.50,203.00,5582.50
17509,27.50,203.00,5582.50
17510,27.50,750.00,20625.00
17511,27.50,500.00,13750.00
17512,27.75,500.00,13875.00
17513,27.60,68.00,1876.80
17514,27.60,100.00,2760.00
17515,27.95,45.00,1257.75
17516,27.95,52.00,1453.40
17517,27.95,37.00,1034.15
17518,28.20,182.00,5132.40
17519,27.95,48.00,1341.60
17520,27.95,30.00,838.50
17521,27.95,122.00,3409.90
17522,28.00,40.00,1120.00
17523,28.00,277.00,7756.00
17524,28.00,168.00,4704.00
17525,28.00,127.00,3556.00
17526,28.10,500.00,14050.00
17527,28.20,50.00,1410.00
17528,28.00,5.00,140.00
17529,28.00,113.00,3164.00
17530,28.00,1100.00,30800.00
17531,28.00,478.00,13384.00
17532,28.00,2287.00,64036.00
17533,28.20,70.00,1974.00
17534,28.20,814.00,22954.80
17535,28.20,198.00,5583.60
17536,28.20,155.00,4371.00
17537,28.20,499.00,14071.80
