" ,PRECIO,VN,PxQ "
" 845,3.07,500,1535 "
" 846,3.05,1000,3050 "
" 847,3.05,4451,13575.55 "
" 848,3.05,549,1674.45 "
" 849,3.05,4918,14999.9 "
" 850,3.05,620,1891 "
" 851,3.05,2500,7625 "
" 852,3.05,10000,30500 "
" 853,3.05,10000,30500 "
" 854,3.05,5926,18074.3 "
" 855,3.05,3000,9150 "
" 856,3.05,10000,30500 "
" 857,3.06,908,2778.48 "
" 858,3.06,2315,7083.9 "
" 859,3.09,323,998.07 "
" 860,3.06,16300,49878 "
" 861,3.05,908,2769.4 "
" 862,3.05,862,2629.1 "
" 863,3.05,726,2214.3 "
" 864,3.05,634,1933.7 "
" 865,3.05,908,2769.4 "
" 866,3.05,4677,14264.85 "
" 867,3.09,3733,11534.97 "
" 868,3.1,2635,8168.5 "
" 869,3.1,2943,9123.3 "
" 870,3.1,7365,22831.5 "
" 871,3.1,1000,3100 "
" 872,3.1,10000,31000 "
" 873,3.1,12,37.2 "
" 874,3.05,2105,6420.25 "
" 875,3.05,1285,3919.25 "
" 876,3.05,544,1659.2 "
" 877,3.1,1570,4867 "
" 878,3.05,4850,14792.5 "
" 879,3.05,957,2918.85 "
" 880,3.05,5000,15250 "
" 881,3.06,1000,3060 "
" 882,3.06,1612,4932.72 "
" 883,3.05,5000,15250 "
" 884,3,4000,12000 "
" 885,3,9308,27924 "
" 886,3,10000,30000 "
" 887,3,5000,15000 "
" 888,3,2000,6000 "
" 889,3,806,2418 "
" 890,3,4871,14613 "
" 891,3,1500,4500 "
" 892,3,3332,9996 "
" 893,3,6668,20004 "
" 894,3.06,600,1836 "
" 895,3.05,3000,9150 "
" 896,3.06,2844,8702.64 "
" 897,3.06,3944,12068.64 "
" 898,3.06,3056,9351.36 "
" 899,3.05,2000,6100 "
" 900,3.05,4000,12200 "
" 901,3,2423,7269 "
" 902,3,2078,6234 "
" 903,3,3700,11100 "
" 904,3,9084,27252 "
" 905,3,4062,12186 "
" 906,3,938,2814 "
" 907,3,1062,3186 "
" 908,3,2000,6000 "
" 909,3,666,1998 "
" 910,3,2988,8964 "
" 911,3,94,282 "
" 912,3,1704,5112 "
" 913,3,2774,8322 "
" 914,2.81,2000,5620 "
" 915,2.8,2500,7000 "
" 916,2.8,2870,8036 "
" 917,2.8,6766,18944.8 "
" 918,2.8,364,1019.2 "
" 919,2.8,5000,14000 "
" 920,2.8,4636,12980.8 "
" 921,2.82,283,798.06 "
" 922,2.82,717,2021.94 "
" 923,2.8,1135,3178 "
" 924,2.8,1678,4698.4 "
" 925,2.8,4440,12432 "
" 926,2.8,1816,5084.8 "
" 927,2.85,544,1550.4 "
" 928,2.85,2978,8487.3 "
" 929,2.85,1000,2850 "
" 930,2.85,478,1362.3 "
" 931,2.85,522,1487.7 "
" 932,2.85,478,1362.3 "
" 933,2.8,1522,4261.6 "
" 934,2.8,478,1338.4 "
" 935,2.8,2478,6938.4 "
" 936,2.82,616,1737.12 "
" 937,2.82,863,2433.66 "
" 938,2.82,884,2492.88 "
" 939,2.85,454,1293.9 "
" 940,2.86,5036,14402.96 "
" 941,2.9,129,374.1 "
" 942,2.85,68,193.8 "
" 943,2.85,498,1419.3 "
" 944,2.85,135,384.75 "
" 945,2.85,822,2342.7 "
" 946,2.85,592,1687.2 "
" 947,2.85,408,1162.8 "
" 948,2.85,22,62.7 "
" 949,2.85,3416,9735.6 "
" 950,2.85,900,2565 "
" 951,2.8,908,2542.4 "
" 952,2.85,414,1179.9 "
" 953,2.85,2600,7410 "
" 954,2.85,5000,14250 "
" 955,2.85,1986,5660.1 "
" 956,2.83,2500,7075 "
" 957,2.7,5352,14450.4 "
" 958,2.71,2600,7046 "
" 959,2.71,2500,6775 "
" 960,2.71,2666,7224.86 "
" 961,2.71,2234,6054.14 "
" 962,2.7,916,2473.2 "
" 963,2.71,1284,3479.64 "
" 964,2.8,5000,14000 "
" 965,2.85,2153,6136.05 "
" 966,2.85,226,644.1 "
" 967,2.85,1621,4619.85 "
" 968,2.85,79,225.15 "
" 969,2.85,137,390.45 "
" 970,2.85,2463,7019.55 "
" 971,2.85,37,105.45 "
" 972,2.85,99,282.15 "
" 973,2.85,90,256.5 "
" 974,2.87,2216,6359.92 "
" 975,2.87,295,846.65 "
" 976,2.9,1567,4544.3 "
" 977,2.9,222,643.8 "
" 978,2.9,193,559.7 "
" 979,2.9,318,922.2 "
" 980,2.7,180,486 "
" 981,2.9,600,1740 "
" 982,2.9,3400,9860 "
" 983,2.7,11504,31060.8 "
" 984,2.8,1718,4810.4 "
" 985,2.8,1282,3589.6 "
" 986,2.8,3000,8400 "
" 987,2.8,718,2010.4 "
" 988,2.8,542,1517.6 "
" 989,2.8,4000,11200 "
" 990,2.8,400,1120 "
" 991,2.75,1550,4262.5 "
" 992,2.75,970,2667.5 "
" 993,2.9,1366,3961.4 "
" 994,2.8,1385,3878 "
" 995,2.89,2520,7282.8 "
" 996,2.89,2000,5780 "
" 997,2.89,3500,10115 "
" 998,2.89,828,2392.92 "
" 999,2.9,3552,10300.8 "
" 1000,2.93,448,1312.64 "
" 1001,2.93,3000,8790 "
" 1002,2.93,3000,8790 "
" 1003,3,634,1902 "
" 1004,3,5814,17442 "
" 1005,2.93,3552,10407.36 "
" 1006,3,1152,3456 "
" 1007,2.95,6041,17820.95 "
" 1008,3,3034,9102 "
" 1009,3,6615,19845 "
" 1010,3,3385,10155 "
" 1011,3.04,1028,3125.12 "
" 1012,3.05,3249,9909.45 "
" 1013,3.05,6751,20590.55 "
" 1014,3.07,15000,46050 "
" 1015,3.07,320,982.4 "
" 1016,3.07,1680,5157.6 "
" 1017,3.07,5036,15460.52 "
" 1018,3.07,4333,13302.31 "
" 1019,3.1,1000,3100 "
" 1020,3.1,10000,31000 "
" 1021,3.05,7000,21350 "
" 1022,3.05,645,1967.25 "
" 1023,3.04,500,1520 "
" 1024,3,4400,13200 "
" 1025,3,1414,4242 "
" 1026,3,5007,15021 "
" 1027,3,8883,26649 "
" 1028,3,597,1791 "
" 1029,3,520,1560 "
" 1030,2.95,1194,3522.3 "
" 1031,2.96,2786,8246.56 "
" 1032,2.95,8806,25977.7 "
" 1033,2.95,3194,9422.3 "
" 1034,3,1000,3000 "
" 1035,3,3810,11430 "
" 1036,3.1,2000,6200 "
" 1037,3,138,414 "
" 1038,3,1052,3156 "
" 1039,3,330,990 "
" 1040,3,3402,10206 "
" 1041,2.95,5000,14750 "
" 1042,2.95,5000,14750 "
" 1043,2.95,10000,29500 "
" 1044,2.95,2000,5900 "
" 1045,2.95,3000,8850 "
" 1046,3,1268,3804 "
" 1047,3,3732,11196 "
" 1048,3,1135,3405 "
" 1049,3,545,1635 "
" 1050,3,1610,4830 "
" 1051,3,2014,6042 "
" 1052,3,2725,8175 "
" 1053,3,1971,5913 "
" 1054,2.99,367,1097.33 "
" 1055,2.99,3731,11155.69 "
" 1056,2.99,902,2696.98 "
" 1057,3,4098,12294 "
" 1058,3,358,1074 "
" 1059,2.99,3429,10252.71 "
" 1060,3,2352,7056 "
" 1061,3,2648,7944 "
" 1062,3,467,1401 "
" 1063,3,227,681 "
" 1064,3,510,1530 "
" 1065,3,1050,3150 "
" 1066,3,1266,3798 "
" 1067,3,186,558 "
" 1068,3,1294,3882 "
" 1069,3,2988,8964 "
" 1070,2.9,1844,5347.6 "
" 1071,2.9,656,1902.4 "
" 1072,3,408,1224 "
" 1073,3,2000,6000 "
" 1074,2.98,1362,4058.76 "
" 1075,3,1230,3690 "
" 1076,3,5000,15000 "
" 1077,3,5000,15000 "
" 1078,3,10000,30000 "
" 1079,3,5000,15000 "
" 1080,3,1543,4629 "
" 1081,3,774,2322 "
" 1082,3,2014,6042 "
" 1083,3,1765,5295 "
" 1084,3,1500,4500 "
" 1085,3,5000,15000 "
" 1086,3,4114,12342 "
" 1087,3.04,3000,9120 "
" 1088,3.04,1000,3040 "
" 1089,3.04,4000,12160 "
" 1090,3.05,26000,79300 "
" 1091,3.05,2854,8704.7 "
" 1092,3.1,10000,31000 "
" 1093,3.1,4000,12400 "
" 1094,3.1,1250,3875 "
" 1095,3.1,5201,16123.1 "
" 1096,3.1,1000,3100 "
" 1097,3.1,1000,3100 "
" 1098,3.1,2799,8676.9 "
" 1099,3.1,4865,15081.5 "
" 1100,3.1,135,418.5 "
" 1101,3.12,365,1138.8 "
" 1102,3.12,1000,3120 "
" 1103,3.12,8520,26582.4 "
" 1104,3.12,1115,3478.8 "
" 1105,3.12,2000,6240 "
" 1106,3.12,2000,6240 "
" 1107,3.12,6000,18720 "
" 1108,3.12,1000,3120 "
" 1109,3.15,632,1990.8 "
" 1110,3.15,83,261.45 "
" 1111,3.15,368,1159.2 "
" 1112,3.14,1299,4078.86 "
" 1113,3.15,917,2888.55 "
" 1114,3.15,83,261.45 "
" 1115,3.15,9900,31185 "
" 1116,3.12,3000,9360 "
" 1117,3.13,5000,15650 "
" 1118,3.15,17,53.55 "
" 1119,3.15,5000,15750 "
" 1120,3.15,7537,23741.55 "
" 1121,3.15,10000,31500 "
" 1122,3.15,10000,31500 "
" 1123,3.18,10000,31800 "
" 1124,3.18,15454,49143.72 "
" 1125,3.19,1,3.19 "
" 1126,3.19,39999,127596.81 "
" 1127,3.15,8948,28186.2 "
" 1128,3.19,5000,15950 "
" 1129,3.19,5000,15950 "
" 1130,3.19,146,465.74 "
" 1131,3.15,1052,3313.8 "
" 1132,3.15,5874,18503.1 "
" 1133,3.15,4000,12600 "
" 1134,3.19,3500,11165 "
" 1135,3.1,5000,15500 "
" 1136,3.06,1000,3060 "
" 1137,3.05,5000,15250 "
" 1138,3.06,2000,6120 "
" 1139,3.06,318,973.08 "
" 1140,3.09,3200,9888 "
" 1141,3.06,1000,3060 "
" 1142,3.05,349,1064.45 "
" 1143,3.1,151,468.1 "
" 1144,3.1,1562,4842.2 "
" 1145,3.1,4188,12982.8 "
" 1146,3.1,9000,27900 "
" 1147,3.1,9000,27900 "
" 1148,3.1,1500,4650 "
" 1149,3.1,500,1550 "
" 1150,3.1,1300,4030 "
" 1151,3.1,1354,4197.4 "
" 1152,3.1,1354,4197.4 "
" 1153,3.1,1354,4197.4 "
" 1154,3.1,2724,8444.4 "
" 1155,3.1,292,905.2 "
" 1156,3.12,929,2898.48 "
" 1157,3.15,500,1575 "
" 1158,3.15,1400,4410 "
" 1159,3.15,10000,31500 "
" 1160,3.15,680,2142 "
" 1161,3.15,10420,32823 "
" 1162,3.15,7000,22050 "
" 1163,3.15,2781,8760.15 "
" 1164,3.17,219,694.23 "
" 1165,3.17,7000,22190 "
" 1166,3.17,500,1585 "
" 1167,3.2,1541,4931.2 "
" 1168,3.2,740,2368 "
" 1169,3.2,3260,10432 "
" 1170,3.2,240,768 "
" 1171,3.2,1550,4960 "
" 1172,3.2,3210,10272 "
" 1173,3.2,11790,37728 "
" 1174,3.2,15000,48000 "
" 1175,3.2,6210,19872 "
" 1176,3.2,8790,28128 "
" 1177,3.2,14071,45027.2 "
" 1178,3.24,9640,31233.6 "
" 1179,3.24,360,1166.4 "
" 1180,3.24,3333,10798.92 "
" 1181,3.24,6667,21601.08 "
" 1182,3.24,6664,21591.36 "
" 1183,3.24,6336,20528.64 "
" 1184,3.25,974,3165.5 "
" 1185,3.25,2000,6500 "
" 1186,3.25,3000,9750 "
" 1187,3.25,1000,3250 "
" 1188,3.25,1000,3250 "
" 1189,3.24,598,1937.52 "
" 1190,3.24,402,1302.48 "
" 1191,3.24,3624,11741.76 "
" 1192,3.24,3000,9720 "
" 1193,3.23,500,1615 "
" 1194,3.25,2930,9522.5 "
" 1195,3.3,303,999.9 "
" 1196,3.25,553,1797.25 "
" 1197,3.25,300,975 "
" 1198,3.3,8000,26400 "
" 1199,3.25,67,217.75 "
" 1200,3.25,227,737.75 "
" 1201,3.25,2933,9532.25 "
" 1202,3.25,227,737.75 "
" 1203,3.3,613,2022.9 "
" 1204,3.28,5000,16400 "
" 1205,3.3,9279,30620.7 "
" 1206,3.3,5000,16500 "
" 1207,3.3,321,1059.3 "
" 1208,3.29,12000,39480 "
" 1209,3.3,850,2805 "
" 1210,3.3,2450,8085 "
" 1211,3.3,1700,5610 "
" 1212,3.3,90,297 "
" 1213,3.3,835,2755.5 "
" 1214,3.3,165,544.5 "
" 1215,3.3,1500,4950 "
" 1216,3.3,129,425.7 "
" 1217,3.3,2000,6600 "
" 1218,3.31,2500,8275 "
" 1219,3.32,2500,8300 "
" 1220,3.33,2500,8325 "
" 1221,3.34,500,1670 "
" 1222,3.34,2000,6680 "
" 1223,3.34,1271,4245.14 "
" 1224,3.33,5000,16650 "
" 1225,3.34,3729,12454.86 "
" 1226,3.35,2500,8375 "
" 1227,3.35,5000,16750 "
" 1228,3.35,2000,6700 "
" 1229,3.35,1771,5932.85 "
" 1230,3.35,3229,10817.15 "
" 1231,3.35,1771,5932.85 "
" 1232,3.33,1000,3330 "
" 1233,3.3,1050,3465 "
" 1234,3.3,950,3135 "
" 1235,3.33,7685,25591.05 "
" 1236,3.34,1000,3340 "
" 1237,3.33,4000,13320 "
" 1238,3.34,3290,10988.6 "
" 1239,3.34,250,835 "
" 1240,3.3,3000,9900 "
" 1241,3.3,850,2805 "
" 1242,3.3,1050,3465 "
" 1243,3.3,1100,3630 "
" 1244,3.3,460,1518 "
" 1245,3.3,440,1452 "
" 1246,3.3,152,501.6 "
" 1247,3.31,2988,9890.28 "
" 1248,3.31,512,1694.72 "
" 1249,3.31,1998,6613.38 "
" 1250,3.31,990,3276.9 "
" 1251,3.33,10000,33300 "
" 1252,3.31,110,364.1 "
" 1253,3.3,1000,3300 "
" 1254,3.3,5000,16500 "
" 1255,3.31,2150,7116.5 "
" 1256,3.31,1100,3641 "
" 1257,3.3,1040,3432 "
" 1258,3.3,1140,3762 "
" 1259,3.3,960,3168 "
" 1260,3.3,1140,3762 "
" 1261,3.3,1600,5280 "
" 1262,3.3,856,2824.8 "
" 1263,3.3,392,1293.6 "
" 1264,3.3,1241,4095.3 "
" 1265,3.31,2210,7315.1 "
" 1266,3.3,2453,8094.9 "
" 1267,3.31,2790,9234.9 "
" 1268,3.33,2500,8325 "
" 1269,3.3,500,1650 "
" 1270,3.3,1180,3894 "
" 1271,3.3,2320,7656 "
" 1272,3.35,1000,3350 "
" 1273,3.3,1500,4950 "
" 1274,3.32,1000,3320 "
" 1275,3.35,187,626.45 "
" 1276,3.35,443,1484.05 "
" 1277,3.35,2000,6700 "
" 1278,3.35,1050,3517.5 "
" 1279,3.35,1507,5048.45 "
" 1280,3.35,895,2998.25 "
" 1281,3.35,98,328.3 "
" 1282,3.35,756,2532.6 "
" 1283,3.3,100,330 "
" 1284,3.35,3000,10050 "
" 1285,3.3,325,1072.5 "
" 1286,3.3,1826,6025.8 "
" 1287,3.33,5000,16650 "
" 1288,3.34,1000,3340 "
" 1289,3.31,3030,10029.3 "
" 1290,3.31,2849,9430.19 "
" 1291,3.32,5000,16600 "
" 1292,3.32,2147,7128.04 "
" 1293,3.33,3088,10283.04 "
" 1294,3.33,412,1371.96 "
" 1295,3.32,1447,4804.04 "
" 1296,3.32,2853,9471.96 "
" 1297,3.32,53,175.96 "
" 1298,3.32,3147,10448.04 "
" 1299,3.32,4588,15232.16 "
" 1300,3.32,2265,7519.8 "
" 1301,3.32,2735,9080.2 "
" 1302,3.1,5000,15500 "
" 1303,3.1,1000,3100 "
" 1304,3.1,6000,18600 "
" 1305,3.1,636,1971.6 "
" 1306,3,3000,9000 "
" 1307,3,179,537 "
" 1308,3,632,1896 "
" 1309,3.05,811,2473.55 "
" 1310,3.2,120,384 "
" 1311,3.1,1000,3100 "
" 1312,3.14,546,1714.44 "
" 1313,3.14,2000,6280 "
" 1314,3.14,660,2072.4 "
" 1315,3.14,454,1425.56 "
" 1316,3.12,2500,7800 "
" 1317,3.1,3500,10850 "
" 1318,3.05,1384,4221.2 "
" 1319,3.05,516,1573.8 "
" 1320,3,2000,6000 "
" 1321,3,2000,6000 "
" 1322,3,5000,15000 "
" 1323,3,10000,30000 "
" 1324,3,5000,15000 "
" 1325,3,1000,3000 "
" 1326,3,99,297 "
" 1327,3,345,1035 "
" 1328,3.2,716,2291.2 "
" 1329,3.18,973,3094.14 "
" 1330,3.2,2270,7264 "
" 1331,3.2,822,2630.4 "
" 1332,3.1,3000,9300 "
" 1333,3.1,2000,6200 "
" 1334,3.1,1962,6082.2 "
" 1335,3.1,38,117.8 "
" 1336,3.1,1000,3100 "
" 1337,3.1,618,1915.8 "
" 1338,3.1,382,1184.2 "
" 1339,3,1816,5448 "
" 1340,3,2878,8634 "
" 1341,3.2,1000,3200 "
" 1342,3.2,1673,5353.6 "
" 1343,3,1000,3000 "
" 1344,3,3025,9075 "
" 1345,3,2281,6843 "
" 1346,3,822,2466 "
" 1347,3,1747,5241 "
" 1348,3,426,1278 "
" 1349,3.01,250,752.5 "
" 1350,3.05,673,2052.65 "
" 1351,3.05,1327,4047.35 "
" 1352,3.05,2373,7237.65 "
" 1353,3.05,750,2287.5 "
" 1354,3.05,1419,4327.95 "
" 1355,3.05,195,594.75 "
" 1356,3.1,499,1546.9 "
" 1357,3.1,546,1692.6 "
" 1358,3.1,4794,14861.4 "
" 1359,3.15,5000,15750 "
" 1360,3.15,1227,3865.05 "
" 1361,3.15,5273,16609.95 "
" 1362,3.15,952,2998.8 "
" 1363,3.15,48,151.2 "
" 1364,3.19,1000,3190 "
" 1365,3.2,5000,16000 "
" 1366,3.2,1357,4342.4 "
" 1367,3.2,8643,27657.6 "
" 1368,3.19,219,698.61 "
" 1369,3.18,252,801.36 "
" 1370,3.18,748,2378.64 "
" 1371,3.19,402,1282.38 "
" 1372,3.15,613,1930.95 "
" 1373,3,508,1524 "
" 1374,3,4492,13476 "
" 1375,3,508,1524 "
" 1376,3,4492,13476 "
" 1377,3,1438,4314 "
" 1378,3,1049,3147 "
" 1379,3.03,908,2751.24 "
" 1380,3.03,1816,5502.48 "
" 1381,3.03,2276,6896.28 "
" 1382,3.03,1058,3205.74 "
" 1383,3.04,908,2760.32 "
" 1384,3.04,3092,9399.68 "
" 1385,3.04,540,1641.6 "
" 1386,3.09,960,2966.4 "
" 1387,3.09,3867,11949.03 "
" 1388,3.09,500,1545 "
" 1389,3,500,1500 "
" 1390,3.01,3000,9030 "
" 1391,3.01,5600,16856 "
" 1392,3,1133,3399 "
" 1393,3,4714,14142 "
" 1394,3.01,48,144.48 "
" 1395,3,4379,13137 "
" 1396,3,907,2721 "
" 1397,3,2195,6585 "
" 1398,3.02,950,2869 "
" 1399,3,1095,3285 "
" 1400,3,4455,13365 "
" 1401,3,545,1635 "
" 1402,3,2173,6519 "
" 1403,3,500,1500 "
" 1404,3,109,327 "
" 1405,3,10550,31650 "
" 1406,3,15000,45000 "
" 1407,3.01,2500,7525 "
" 1408,3.05,1950,5947.5 "
" 1409,3,19000,57000 "
" 1410,3,3436,10308 "
" 1411,3,3000,9000 "
" 1412,3,3000,9000 "
" 1413,3,3000,9000 "
" 1414,3,2000,6000 "
" 1415,3,3900,11700 "
" 1416,3,3900,11700 "
" 1417,3,5000,15000 "
" 1418,3,2724,8172 "
" 1419,3.1,581,1801.1 "
" 1420,3.1,2361,7319.1 "
" 1421,3.06,1000,3060 "
" 1422,3,4068,12204 "
" 1423,3,5000,15000 "
" 1424,3,1000,3000 "
" 1425,3,5000,15000 "
" 1426,3,5000,15000 "
" 1427,3,3000,9000 "
" 1428,3,470,1410 "
" 1429,3,4530,13590 "
" 1430,3.03,232,702.96 "
" 1431,3.03,768,2327.04 "
" 1432,3.03,6000,18180 "
" 1433,3.03,16,48.48 "
" 1434,3.05,2000,6100 "
" 1435,3.05,9392,28645.6 "
" 1436,3.05,5000,15250 "
" 1437,3.05,5000,15250 "
" 1438,3.05,608,1854.4 "
" 1439,3.05,3000,9150 "
" 1440,3.05,1000,3050 "
" 1441,3.1,4000,12400 "
" 1442,3.1,2300,7130 "
" 1443,3.02,454,1371.08 "
" 1444,3.02,3546,10708.92 "
" 1445,3.02,1454,4391.08 "
" 1446,3.02,1546,4668.92 "
" 1447,3.02,2500,7550 "
" 1448,3.02,1816,5484.32 "
" 1449,3.03,972,2945.16 "
" 1450,3.02,3000,9060 "
" 1451,3,1000,3000 "
" 1452,3,5000,15000 "
" 1453,3,2000,6000 "
" 1454,3,2128,6384 "
" 1455,3.1,4000,12400 "
" 1456,3.14,872,2738.08 "
" 1457,3.1,1500,4650 "
" 1458,3.1,1500,4650 "
" 1459,3.1,1996,6187.6 "
" 1460,3.1,4,12.4 "
" 1461,3.09,2276,7032.84 "
" 1462,3.09,1100,3399 "
" 1463,3.09,624,1928.16 "
" 1464,3.1,476,1475.6 "
" 1465,3.1,20,62 "
" 1466,3.1,4980,15438 "
" 1467,3.1,1020,3162 "
" 1468,3.1,3980,12338 "
" 1469,3.06,392,1199.52 "
" 1470,3.1,2855,8850.5 "
" 1471,3.1,2165,6711.5 "
" 1472,3.1,3000,9300 "
" 1473,3.07,2580,7920.6 "
" 1474,3.07,3688,11322.16 "
" 1475,3.1,645,1999.5 "
" 1476,3.13,3355,10501.15 "
" 1477,3.13,355,1111.15 "
" 1478,3.13,2645,8278.85 "
" 1479,3.13,3000,9390 "
" 1480,3.13,333,1042.29 "
" 1481,3.13,2000,6260 "
" 1482,3.13,392,1226.96 "
" 1483,3.05,1816,5538.8 "
" 1484,3.15,2000,6300 "
" 1485,3.15,6500,20475 "
" 1486,3.15,185,582.75 "
" 1487,3.15,411,1294.65 "
" 1488,3.15,1285,4047.75 "
" 1489,3.12,1275,3978 "
" 1490,3.12,1184,3694.08 "
" 1491,3.12,56620,176654.4 "
" 1492,3.12,330,1029.6 "
" 1493,3.12,3050,9516 "
" 1494,3.12,5000,15600 "
" 1495,3.12,2000,6240 "
" 1496,3.12,1275,3978 "
" 1497,3.12,1184,3694.08 "
" 1498,3.12,2000,6240 "
" 1499,3.12,5491,17131.92 "
" 1500,3.12,18700,58344 "
" 1501,3.12,700,2184 "
" 1502,3.13,1541,4823.33 "
" 1503,3.13,2065,6463.45 "
" 1504,3.13,1799,5630.87 "
" 1505,3.18,314,998.52 "
" 1506,3.17,1700,5389 "
" 1507,3.17,3195,10128.15 "
" 1508,3.18,1044,3319.92 "
" 1509,3.19,1000,3190 "
" 1510,3.2,7500,24000 "
" 1511,3.2,1000,3200 "
" 1512,3.3,2500,8250 "
" 1513,3.3,2500,8250 "
" 1514,3.4,300,1020 "
" 1515,3.4,2200,7480 "
" 1516,3.4,2800,9520 "
" 1517,3.35,3225,10803.75 "
" 1518,3.36,1848,6209.28 "
" 1519,3.46,327,1131.42 "
" 1520,3.46,4825,16694.5 "
" 1521,3.46,13343,46166.78 "
" 1522,3.46,3207,11096.22 "
" 1523,3.46,1143,3954.78 "
" 1524,3.5,2100,7350 "
" 1525,3.48,7900,27492 "
" 1526,3.45,12526,43214.7 "
" 1527,3.46,4574,15826.04 "
" 1528,3.48,5000,17400 "
" 1529,3.48,3799,13220.52 "
" 1530,3.48,1201,4179.48 "
" 1531,3.48,1299,4520.52 "
" 1532,3.5,5013,17545.5 "
" 1533,3.55,7558,26830.9 "
" 1534,3.55,5000,17750 "
" 1535,3.55,844,2996.2 "
" 1536,3.6,392,1411.2 "
" 1537,3.6,612,2203.2 "
" 1538,3.55,908,3223.4 "
" 1539,3.55,102,362.1 "
" 1540,3.55,2412,8562.6 "
" 1541,3.55,588,2087.4 "
" 1542,3.59,2786,10001.74 "
" 1543,3.55,244,866.2 "
" 1544,3.59,344,1234.96 "
" 1545,3.59,1870,6713.3 "
" 1546,3.59,1130,4056.7 "
" 1547,3.59,294,1055.46 "
" 1548,3.59,362,1299.58 "
" 1549,3.59,2344,8414.96 "
" 1550,3.59,6928,24871.52 "
" 1551,3.5,1400,4900 "
" 1552,3.45,1888,6513.6 "
" 1553,3.45,74,255.3 "
" 1554,3.45,38,131.1 "
" 1555,3.45,966,3332.7 "
" 1556,3.45,500,1725 "
" 1557,3.45,295,1017.75 "
" 1558,3.57,1500,5355 "
" 1559,3.6,381,1371.6 "
" 1560,3.58,1000,3580 "
" 1561,3.58,600,2148 "
" 1562,3.5,600,2100 "
" 1563,3.58,1024,3665.92 "
" 1564,3.56,1000,3560 "
" 1565,3.57,3000,10710 "
" 1566,3.57,3000,10710 "
" 1567,3.57,930,3320.1 "
" 1568,3.58,1000,3580 "
" 1569,3.58,144,515.52 "
" 1570,3.59,2000,7180 "
" 1571,3.59,2000,7180 "
" 1572,3.6,1160,4176 "
" 1573,3.6,2000,7200 "
" 1574,3.6,542,1951.2 "
" 1575,3.6,2458,8848.8 "
" 1576,3.6,3000,10800 "
" 1577,3.65,1788,6526.2 "
" 1578,3.65,1612,5883.8 "
" 1579,3.65,2812,10263.8 "
" 1580,3.72,5000,18600 "
" 1581,3.75,2236,8385 "
" 1582,3.8,2000,7600 "
" 1583,3.83,9689,37108.87 "
" 1584,3.8,2500,9500 "
" 1585,3.78,2089,7896.42 "
" 1586,3.8,3022,11483.6 "
" 1587,3.82,1362,5202.84 "
" 1588,3.85,78,300.3 "
" 1589,3.85,1900,7315 "
" 1590,3.85,22,84.7 "
" 1591,3.86,1598,6168.28 "
" 1592,3.88,10000,38800 "
" 1593,3.88,2788,10817.44 "
" 1594,3.88,889,3449.32 "
" 1595,3.89,1679,6531.31 "
" 1596,3.88,587,2277.56 "
" 1597,3.89,321,1248.69 "
" 1598,3.9,3500,13650 "
" 1599,3.9,5757,22452.3 "
" 1600,3.9,743,2897.7 "
" 1601,3.96,4400,17424 "
" 1602,3.96,2500,9900 "
" 1603,3.95,329,1299.55 "
" 1604,3.95,671,2650.45 "
" 1605,3.95,41,161.95 "
" 1606,3.95,945,3732.75 "
" 1607,3.95,739,2919.05 "
" 1608,3.93,2500,9825 "
" 1609,3.92,2500,9800 "
" 1610,3.92,2570,10074.4 "
" 1611,3.91,2000,7820 "
" 1612,3.9,2500,9750 "
" 1613,3.9,1743,6797.7 "
" 1614,3.9,124,483.6 "
" 1615,3.89,2000,7780 "
" 1616,3.89,312,1213.68 "
" 1617,3.9,324,1263.6 "
" 1618,3.9,291,1134.9 "
" 1619,3.9,688,2683.2 "
" 1620,3.9,1521,5931.9 "
" 1621,3.95,500,1975 "
" 1622,3.95,500,1975 "
" 1623,3.95,5000,19750 "
" 1624,4,20,80 "
" 1625,3.99,120,478.8 "
" 1626,3.95,20,79 "
" 1627,3.95,700,2765 "
" 1628,3.95,180,711 "
" 1629,3.94,429,1690.26 "
" 1630,3.95,780,3081 "
" 1631,3.97,2000,7940 "
" 1632,3.95,200,790 "
" 1633,4,2500,10000 "
" 1634,4.1,5000,20500 "
" 1635,4.05,5000,20250 "
" 1636,4.05,2000,8100 "
" 1637,4.05,3000,12150 "
" 1638,4.05,4000,16200 "
" 1639,4.05,2500,10125 "
" 1640,4.05,5000,20250 "
" 1641,4.1,1724,7068.4 "
" 1642,4.05,2500,10125 "
" 1643,4.05,588,2381.4 "
" 1644,4.05,1000,4050 "
" 1645,4.09,2000,8180 "
" 1646,4.06,3000,12180 "
" 1647,4.06,2839,11526.34 "
" 1648,4.06,1000,4060 "
" 1649,4.09,24,98.16 "
" 1650,4.06,1042,4230.52 "
" 1651,4.06,571,2318.26 "
" 1652,4.05,1912,7743.6 "
" 1653,4.05,3475,14073.75 "
" 1654,4.2,1500,6300 "
" 1655,4.2,1000,4200 "
" 1656,4.2,500,2100 "
" 1657,4.2,500,2100 "
" 1658,4.25,1411,5996.75 "
" 1659,4.25,1500,6375 "
" 1660,4.25,89,378.25 "
" 1661,4.3,1000,4300 "
" 1662,4.4,490,2156 "
" 1663,4.4,921,4052.4 "
" 1664,4.4,674,2965.6 "
" 1665,4.4,405,1782 "
" 1666,4.4,1045,4598 "
