,Precio,VN,PXQ,Dia,Mes,Año,Hora,Min,Segundo,Variac c resp a precio operado anterior
123,11.65,"3,000",34950,10,8,2017,13,30,33,0.0043103448276
124,11.65,"1,800",20970,10,8,2017,13,35,9,0.0000000000000
125,11.65,"1,000",11650,10,8,2017,13,35,9,0.0000000000000
126,11.65,"2,500",29125,10,8,2017,13,35,9,0.0000000000000
127,11.65,"2,440",28426,10,8,2017,13,35,9,0.0000000000000
128,11.65,"2,000",23300,10,8,2017,13,35,9,0.0000000000000
129,11.65,"1,000",11650,10,8,2017,13,36,14,0.0000000000000
130,11.70,"2,500",29250,10,8,2017,13,39,44,0.0042918454936
131,11.70,500,5850,10,8,2017,13,39,44,0.0000000000000
132,11.70,854,9991.8,10,8,2017,13,43,15,0.0000000000000
133,11.70,"2,000",23400,10,8,2017,13,43,53,0.0000000000000
134,11.70,386,4516.2,10,8,2017,13,43,53,0.0000000000000
135,11.70,890,10413,10,8,2017,13,44,0,0.0000000000000
136,11.70,"2,500",29250,10,8,2017,13,44,4,0.0000000000000
137,11.75,"1,000",11750,10,8,2017,13,47,14,0.0042735042735
138,11.70,"2,000",23400,10,8,2017,13,48,25,-0.0042553191489
139,11.70,224,2620.8,10,8,2017,13,49,7,0.0000000000000
140,11.70,"1,939",22686.3,10,8,2017,13,49,48,0.0000000000000
141,11.70,404,4726.8,10,8,2017,13,49,59,0.0000000000000
142,11.70,"2,657",31086.9,10,8,2017,13,50,54,0.0000000000000
143,11.70,"3,055",35743.5,10,8,2017,13,51,48,0.0000000000000
144,11.70,"1,945",22756.5,10,8,2017,13,52,45,0.0000000000000
145,11.70,"2,223",26009.1,10,8,2017,13,54,38,0.0000000000000
146,11.70,854,9991.8,10,8,2017,13,55,6,0.0000000000000
147,11.70,"1,500",17550,10,8,2017,13,55,58,0.0000000000000
148,11.70,400,4680,10,8,2017,13,56,10,0.0000000000000
149,11.70,23,269.1,10,8,2017,13,56,13,0.0000000000000
150,11.65,200,2330,10,8,2017,13,56,42,-0.0042735042735
151,11.75,89,1045.75,10,8,2017,13,56,48,0.0085836909871
152,11.70,500,5850,10,8,2017,13,58,55,-0.0042553191489
153,11.70,500,5850,10,8,2017,13,59,10,0.0000000000000
154,11.75,100,1175,10,8,2017,13,59,35,0.0042735042735
155,11.75,"3,700",43475,10,8,2017,13,59,35,0.0000000000000
156,11.75,300,3525,10,8,2017,13,59,35,0.0000000000000
157,11.75,900,10575,10,8,2017,13,59,35,0.0000000000000
158,11.75,"1,600",18800,10,8,2017,13,59,44,0.0000000000000
159,11.80,"2,400",28320,10,8,2017,13,59,44,0.0042553191489
160,11.80,"1,000",11800,10,8,2017,14,0,23,0.0000000000000
161,11.80,130,1534,10,8,2017,14,0,31,0.0000000000000
162,11.80,"6,470",76346,10,8,2017,14,0,32,0.0000000000000
163,11.80,"2,500",29500,10,8,2017,14,0,32,0.0000000000000
164,11.80,"1,030",12154,10,8,2017,14,0,32,0.0000000000000
165,11.80,"6,880",81184,10,8,2017,14,0,41,0.0000000000000
166,11.90,"1,000",11900,10,8,2017,14,1,0,0.0084745762712
167,11.95,"2,000",23900,10,8,2017,14,1,40,0.0042016806723
168,11.90,"1,000",11900,10,8,2017,14,1,49,-0.0041841004184
169,11.90,"2,000",23800,10,8,2017,14,2,56,0.0000000000000
170,11.90,"1,500",17850,10,8,2017,14,3,6,0.0000000000000
171,11.90,420,4998,10,8,2017,14,3,8,0.0000000000000
172,11.95,"2,000",23900,10,8,2017,14,3,13,0.0042016806723
173,11.95,"1,666",19908.7,10,8,2017,14,3,57,0.0000000000000
174,11.95,334,3991.3,10,8,2017,14,4,0,0.0000000000000
175,11.90,420,4998,10,8,2017,14,4,25,-0.0041841004184
176,11.90,"1,008",11995.2,10,8,2017,14,4,25,0.0000000000000
177,11.90,"1,580",18802,10,8,2017,14,4,25,0.0000000000000
178,11.85,10,118.5,10,8,2017,14,4,54,-0.0042016806723
179,11.85,"1,802",21353.7,10,8,2017,14,6,21,0.0000000000000
180,11.85,"3,000",35550,10,8,2017,14,6,33,0.0000000000000
181,11.90,"2,760",32844,10,8,2017,14,7,2,0.0042194092827
182,11.85,251,2974.35,10,8,2017,14,7,42,-0.0042016806723
183,11.90,830,9877,10,8,2017,14,10,15,0.0042194092827
184,11.90,"2,600",30940,10,8,2017,14,10,43,0.0000000000000
185,11.90,"1,410",16779,10,8,2017,14,10,43,0.0000000000000
186,11.90,500,5950,10,8,2017,14,10,43,0.0000000000000
187,11.90,"2,400",28560,10,8,2017,14,10,47,0.0000000000000
188,11.90,168,1999.2,10,8,2017,14,10,47,0.0000000000000
189,11.95,"1,120",13384,10,8,2017,14,10,52,0.0042016806723
190,11.95,"2,000",23900,10,8,2017,14,10,52,0.0000000000000
191,11.95,"1,680",20076,10,8,2017,14,11,32,0.0000000000000
192,11.95,"2,000",23900,10,8,2017,14,11,32,0.0000000000000
193,11.95,"2,000",23900,10,8,2017,14,11,33,0.0000000000000
194,11.95,"2,000",23900,10,8,2017,14,11,33,0.0000000000000
195,12.00,"1,571",18852,10,8,2017,14,11,33,0.0041841004184
196,12.00,500,6000,10,8,2017,14,11,33,0.0000000000000
197,12.00,"2,000",24000,10,8,2017,14,11,33,0.0000000000000
198,12.00,263,3156,10,8,2017,14,11,33,0.0000000000000
199,12.00,"5,000",60000,10,8,2017,14,11,33,0.0000000000000
200,12.00,"1,000",12000,10,8,2017,14,11,33,0.0000000000000
201,12.00,"1,000",12000,10,8,2017,14,11,33,0.0000000000000
202,12.00,922,11064,10,8,2017,14,11,33,0.0000000000000
203,12.00,"2,500",30000,10,8,2017,14,11,33,0.0000000000000
204,12.00,"5,000",60000,10,8,2017,14,11,33,0.0000000000000
205,12.00,"3,744",44928,10,8,2017,14,11,48,0.0000000000000
206,11.90,"2,432",28940.8,10,8,2017,14,14,38,-0.0083333333333
207,11.95,400,4780,10,8,2017,14,15,25,0.0042016806723
208,11.95,436,5210.2,10,8,2017,14,15,25,0.0000000000000
209,11.90,"3,500",41650,10,8,2017,14,16,51,-0.0041841004184
210,11.95,500,5975,10,8,2017,14,17,40,0.0042016806723
211,11.95,164,1959.8,10,8,2017,14,17,40,0.0000000000000
212,11.95,"2,500",29875,10,8,2017,14,20,41,0.0000000000000
213,11.95,"2,000",23900,10,8,2017,14,21,6,0.0000000000000
214,11.95,"2,500",29875,10,8,2017,14,23,23,0.0000000000000
215,11.90,163,1939.7,10,8,2017,14,23,54,-0.0041841004184
216,11.90,"1,837",21860.3,10,8,2017,14,25,11,0.0000000000000
217,11.95,"2,500",29875,10,8,2017,14,26,56,0.0042016806723
218,11.95,400,4780,10,8,2017,14,26,56,0.0000000000000
219,11.95,"1,210",14459.5,10,8,2017,14,27,15,0.0000000000000
220,11.95,600,7170,10,8,2017,14,27,15,0.0000000000000
221,11.95,251,2999.45,10,8,2017,14,27,26,0.0000000000000
222,11.95,539,6441.05,10,8,2017,14,27,43,0.0000000000000
223,12.00,61,732,10,8,2017,14,27,43,0.0041841004184
224,11.95,600,7170,10,8,2017,14,27,43,-0.0041666666667
225,12.00,18,216,10,8,2017,14,28,35,0.0041841004184
226,11.90,10,119,10,8,2017,14,29,22,-0.0083333333333
227,11.90,300,3570,10,8,2017,14,30,45,0.0000000000000
228,12.00,"1,950",23400,10,8,2017,14,31,11,0.0084033613445
229,11.90,"12,000",142800,10,8,2017,14,31,40,-0.0083333333333
230,11.95,"10,000",119500,10,8,2017,14,31,40,0.0042016806723
231,11.90,"1,622",19301.8,10,8,2017,14,31,40,-0.0041841004184
232,11.90,840,9996,10,8,2017,14,33,32,0.0000000000000
233,11.90,"2,360",28084,10,8,2017,14,34,3,0.0000000000000
234,11.90,640,7616,10,8,2017,14,34,45,0.0000000000000
235,11.90,"1,500",17850,10,8,2017,14,38,4,0.0000000000000
236,11.90,"5,000",59500,10,8,2017,14,38,4,0.0000000000000
237,11.90,500,5950,10,8,2017,14,38,32,0.0000000000000
238,11.85,"3,400",40290,10,8,2017,14,38,44,-0.0042016806723
239,11.85,700,8295,10,8,2017,14,38,44,0.0000000000000
240,11.75,"5,000",58750,10,8,2017,14,39,44,-0.0084388185654
241,11.80,700,8260,10,8,2017,14,39,44,0.0042553191489
242,11.80,"1,694",19989.2,10,8,2017,14,39,44,0.0000000000000
243,11.75,500,5875,10,8,2017,14,39,44,-0.0042372881356
244,11.75,500,5875,10,8,2017,14,39,44,0.0000000000000
245,11.75,"5,000",58750,10,8,2017,14,39,44,0.0000000000000
246,11.75,20,235,10,8,2017,14,39,48,0.0000000000000
247,11.85,300,3555,10,8,2017,14,41,23,0.0085106382979
248,11.90,"1,000",11900,10,8,2017,14,43,26,0.0042194092827
249,11.85,"1,908",22609.8,10,8,2017,14,43,26,-0.0042016806723
250,11.90,33,392.7,10,8,2017,14,43,26,0.0042194092827
251,11.85,300,3555,10,8,2017,14,50,6,-0.0042016806723
252,11.85,"1,000",11850,10,8,2017,14,51,6,0.0000000000000
253,11.85,"1,000",11850,10,8,2017,14,51,32,0.0000000000000
254,11.80,509,6006.2,10,8,2017,14,54,41,-0.0042194092827
255,11.80,"1,288",15198.4,10,8,2017,14,54,41,0.0000000000000
256,11.80,400,4720,10,8,2017,14,54,41,0.0000000000000
257,11.80,456,5380.8,10,8,2017,14,57,41,0.0000000000000
258,11.90,"1,428",16993.2,10,8,2017,14,57,51,0.0084745762712
259,11.85,"2,500",29625,10,8,2017,14,57,51,-0.0042016806723
260,11.90,"1,072",12756.8,10,8,2017,14,57,51,0.0042194092827
261,11.80,142,1675.6,10,8,2017,15,0,5,-0.0084033613445
262,11.75,"1,801",21161.75,10,8,2017,15,3,21,-0.0042372881356
263,11.75,697,8189.75,10,8,2017,15,3,21,0.0000000000000
264,11.80,502,5923.6,10,8,2017,15,3,21,0.0042553191489
265,11.75,"5,000",58750,10,8,2017,15,7,9,-0.0042372881356
266,11.75,"1,439",16908.25,10,8,2017,15,7,9,0.0000000000000
267,11.70,"5,000",58500,10,8,2017,15,8,29,-0.0042553191489
268,11.70,"1,459",17070.3,10,8,2017,15,8,29,0.0000000000000
269,11.70,"7,200",84240,10,8,2017,15,8,29,0.0000000000000
270,11.65,"9,060",105549,10,8,2017,15,8,36,-0.0042735042735
271,11.65,"1,000",11650,10,8,2017,15,8,36,0.0000000000000
272,11.65,"10,000",116500,10,8,2017,15,8,36,0.0000000000000
273,11.75,50,587.5,10,8,2017,15,11,35,0.0085836909871
274,11.70,25,292.5,10,8,2017,15,12,7,-0.0042553191489
275,11.80,26,306.8,10,8,2017,15,13,21,0.0085470085470
276,11.75,106,1245.5,10,8,2017,15,16,51,-0.0042372881356
277,11.65,"1,500",17475,10,8,2017,15,17,8,-0.0085106382979
278,11.65,40,466,10,8,2017,15,17,8,0.0000000000000
279,11.65,"6,700",78055,10,8,2017,15,17,8,0.0000000000000
280,11.70,25,292.5,10,8,2017,15,21,44,0.0042918454936
281,11.70,606,7090.2,10,8,2017,15,24,14,0.0000000000000
282,11.70,"2,394",28009.8,10,8,2017,15,24,14,0.0000000000000
283,11.55,"2,933",33876.15,10,8,2017,15,27,14,-0.0128205128205
284,11.60,"2,000",23200,10,8,2017,15,27,14,0.0043290043290
285,11.60,"2,000",23200,10,8,2017,15,27,14,0.0000000000000
286,11.60,"2,000",23200,10,8,2017,15,30,14,0.0000000000000
287,11.60,"5,000",58000,10,8,2017,15,30,14,0.0000000000000
288,11.70,"1,493",17468.1,10,8,2017,15,30,37,0.0086206896552
289,11.70,20,234,10,8,2017,15,31,30,0.0000000000000
290,11.70,180,2106,10,8,2017,15,31,44,0.0000000000000
291,11.60,"1,020",11832,10,8,2017,15,33,9,-0.0085470085470
292,11.60,"1,000",11600,10,8,2017,15,33,9,0.0000000000000
293,11.60,"1,000",11600,10,8,2017,15,34,10,0.0000000000000
294,11.60,"2,000",23200,10,8,2017,15,34,10,0.0000000000000
295,11.65,"1,000",11650,10,8,2017,15,38,1,0.0043103448276
296,11.65,500,5825,10,8,2017,15,38,23,0.0000000000000
297,11.65,500,5825,10,8,2017,15,38,38,0.0000000000000
298,11.65,"2,000",23300,10,8,2017,15,38,47,0.0000000000000
299,11.65,"1,000",11650,10,8,2017,15,38,47,0.0000000000000
300,11.65,382,4450.3,10,8,2017,15,39,35,0.0000000000000
301,11.65,457,5324.05,10,8,2017,15,40,23,0.0000000000000
302,11.65,43,500.95,10,8,2017,15,40,36,0.0000000000000
303,11.60,"2,595",30102,10,8,2017,15,42,19,-0.0042918454936
304,11.65,836,9739.4,10,8,2017,15,43,15,0.0043103448276
305,11.70,400,4680,10,8,2017,15,44,34,0.0042918454936
306,11.70,153,1790.1,10,8,2017,15,44,37,0.0000000000000
307,11.60,"1,466",17005.6,10,8,2017,15,53,6,-0.0085470085470
308,11.60,"2,000",23200,10,8,2017,15,53,6,0.0000000000000
309,11.65,600,6990,10,8,2017,15,54,24,0.0043103448276
310,11.60,"5,033",58382.8,10,8,2017,15,56,46,-0.0042918454936
311,11.65,"1,400",16310,10,8,2017,15,56,48,0.0043103448276
312,11.65,"5,000",58250,10,8,2017,15,56,56,0.0000000000000
313,11.65,"3,600",41940,10,8,2017,15,57,1,0.0000000000000
314,11.60,"2,000",23200,10,8,2017,15,57,27,-0.0042918454936
315,11.60,"5,000",58000,10,8,2017,15,59,9,0.0000000000000
316,11.60,"3,000",34800,10,8,2017,16,1,44,0.0000000000000
317,11.60,"2,700",31320,10,8,2017,16,1,56,0.0000000000000
318,11.55,"1,153",13317.15,10,8,2017,16,2,53,-0.0043103448276
319,11.55,"3,000",34650,10,8,2017,16,2,53,0.0000000000000
320,11.55,519,5994.45,10,8,2017,16,2,53,0.0000000000000
321,11.55,"2,000",23100,10,8,2017,16,2,53,0.0000000000000
322,11.60,700,8120,10,8,2017,16,3,16,0.0043290043290
323,11.60,300,3480,10,8,2017,16,3,16,0.0000000000000
324,11.55,847,9782.85,10,8,2017,16,5,19,-0.0043103448276
325,11.55,"1,153",13317.15,10,8,2017,16,5,19,0.0000000000000
326,11.55,"1,590",18364.5,10,8,2017,16,6,27,0.0000000000000
327,11.60,"3,000",34800,10,8,2017,16,7,49,0.0043290043290
328,11.60,"2,000",23200,10,8,2017,16,7,49,0.0000000000000
329,11.60,"2,000",23200,10,8,2017,16,9,55,0.0000000000000
330,11.60,"1,000",11600,10,8,2017,16,10,32,0.0000000000000
331,11.60,"3,350",38860,10,8,2017,16,10,32,0.0000000000000
332,11.60,650,7540,10,8,2017,16,10,32,0.0000000000000
333,11.60,"1,276",14801.6,10,8,2017,16,10,51,0.0000000000000
334,11.60,"1,276",14801.6,10,8,2017,16,11,17,0.0000000000000
335,11.60,"1,724",19998.4,10,8,2017,16,11,17,0.0000000000000
336,11.60,"1,000",11600,10,8,2017,16,11,25,0.0000000000000
337,11.60,318,3688.8,10,8,2017,16,12,19,0.0000000000000
338,11.65,110,1281.5,10,8,2017,16,12,19,0.0043103448276
339,11.70,372,4352.4,10,8,2017,16,12,19,0.0042918454936
340,11.60,"1,500",17400,10,8,2017,16,17,4,-0.0085470085470
341,11.60,500,5800,10,8,2017,16,19,58,0.0000000000000
342,11.70,"8,175",95647.5,10,8,2017,16,24,49,0.0086206896552
343,11.70,"1,825",21352.5,10,8,2017,16,24,49,0.0000000000000
344,11.70,"1,325",15502.5,10,8,2017,16,25,34,0.0000000000000
345,11.60,"1,100",12760,10,8,2017,16,26,25,-0.0085470085470
346,11.60,"2,500",29000,10,8,2017,16,28,41,0.0000000000000
347,11.60,"1,400",16240,10,8,2017,16,28,41,0.0000000000000
348,11.60,"2,000",23200,10,8,2017,16,28,41,0.0000000000000
349,11.65,"1,300",15145,10,8,2017,16,34,2,0.0043103448276
350,11.70,500,5850,10,8,2017,16,34,35,0.0042918454936
351,11.70,500,5850,10,8,2017,16,34,41,0.0000000000000
352,11.60,400,4640,10,8,2017,16,36,20,-0.0085470085470
353,11.60,700,8120,10,8,2017,16,41,17,0.0000000000000
354,11.60,100,1160,10,8,2017,16,41,59,0.0000000000000
355,11.60,"5,900",68440,10,8,2017,16,41,59,0.0000000000000
356,11.60,"1,000",11600,10,8,2017,16,41,59,0.0000000000000
357,11.60,"2,600",30160,10,8,2017,16,41,59,0.0000000000000
358,11.65,706,8224.9,10,8,2017,16,46,10,0.0043103448276
359,11.65,"7,000",81550,10,8,2017,16,46,41,0.0000000000000
360,11.60,"5,059",58684.4,10,8,2017,16,47,31,-0.0042918454936
361,11.60,470,5452,10,8,2017,16,47,31,0.0000000000000
362,11.65,600,6990,10,8,2017,16,48,36,0.0043103448276
363,11.65,"1,994",23230.1,10,8,2017,16,49,3,0.0000000000000
364,11.65,684,7968.6,10,8,2017,16,53,37,0.0000000000000
365,11.65,"3,316",38631.4,10,8,2017,16,53,37,0.0000000000000
366,11.65,"1,000",11650,10,8,2017,16,53,37,0.0000000000000
367,11.70,531,6212.7,10,8,2017,16,56,27,0.0042918454936
368,11.80,10,118,10,8,2017,17,0,25,0.0085470085470
369,11.80,900,10620,10,8,2017,17,0,25,0.0000000000000
370,11.80,"1,000",11800,10,8,2017,17,0,25,0.0000000000000
371,11.80,"4,116",48568.8,10,8,2017,17,0,25,0.0000000000000
372,11.80,"3,820",45076,10,8,2017,17,0,25,0.0000000000000
373,11.80,"1,974",23293.2,10,8,2017,17,0,25,0.0000000000000
374,11.80,90,1062,10,8,2017,17,0,25,0.0000000000000
375,11.70,"2,564",29998.8,11,8,2017,11,0,20,-0.0084745762712
376,11.70,"4,055",47443.5,11,8,2017,11,0,20,0.0000000000000
377,11.70,"3,000",35100,11,8,2017,11,0,48,0.0000000000000
378,11.65,858,9995.7,11,8,2017,11,0,50,-0.0042735042735
379,11.65,"2,000",23300,11,8,2017,11,4,9,0.0000000000000
380,11.65,"1,000",11650,11,8,2017,11,4,14,0.0000000000000
381,11.65,"1,500",17475,11,8,2017,11,4,49,0.0000000000000
382,11.70,"3,619",42342.3,11,8,2017,11,5,50,0.0042918454936
383,11.70,381,4457.7,11,8,2017,11,5,50,0.0000000000000
384,11.65,"3,500",40775,11,8,2017,11,5,58,-0.0042735042735
385,11.65,"3,500",40775,11,8,2017,11,6,16,0.0000000000000
386,11.65,"5,000",58250,11,8,2017,11,6,30,0.0000000000000
387,11.70,300,3510,11,8,2017,11,8,36,0.0042918454936
388,11.70,"4,081",47747.7,11,8,2017,11,8,53,0.0000000000000
389,11.70,919,10752.3,11,8,2017,11,8,53,0.0000000000000
390,11.70,"2,035",23809.5,11,8,2017,11,9,27,0.0000000000000
391,11.70,"4,965",58090.5,11,8,2017,11,9,27,0.0000000000000
392,11.70,965,11290.5,11,8,2017,11,10,22,0.0000000000000
393,11.70,35,409.5,11,8,2017,11,10,22,0.0000000000000
394,11.70,29,339.3,11,8,2017,11,10,44,0.0000000000000
395,11.70,"2,006",23470.2,11,8,2017,11,11,30,0.0000000000000
396,11.70,"1,252",14648.4,11,8,2017,11,11,30,0.0000000000000
397,11.70,"1,700",19890,11,8,2017,11,11,53,0.0000000000000
398,11.65,167,1945.55,11,8,2017,11,14,46,-0.0042735042735
399,11.65,"1,833",21354.45,11,8,2017,11,15,16,0.0000000000000
400,11.70,650,7605,11,8,2017,11,16,9,0.0042918454936
