,Precio,VN,PXQ,Hora,Min,Segundo,Mayor,Menor,Igual,Variac c resp a precio operado anterior
" 5,214.00 ", 12.65 , 500 ," 6,325.00 ", 16 , 31 , 48 , -   , -   , 1.00 , -   
" 5,215.00 ", 12.65 , 18 , 227.70 , 16 , 38 , 34 , -   , -   , 1.00 , -   
" 5,216.00 ", 12.65 , 80 ," 1,012.00 ", 16 , 43 , 1 , -   , -   , 1.00 , -   
" 5,217.00 ", 12.65 , 908 ," 11,486.20 ", 16 , 44 , 52 , -   , -   , 1.00 , -   
" 5,218.00 ", 12.65 , 102 ," 1,290.30 ", 16 , 44 , 52 , -   , -   , 1.00 , -   
" 5,219.00 ", 12.65 ," 3,900 "," 49,335.00 ", 16 , 45 , 4 , -   , -   , 1.00 , -   
" 5,220.00 ", 12.60 , 240 ," 3,024.00 ", 16 , 48 , 26 , -   , 1.00 , -   , (1.00)
" 5,221.00 ", 12.60 , 422 ," 5,317.20 ", 16 , 48 , 26 , -   , -   , 1.00 , -   
" 5,222.00 ", 12.60 ," 1,080 "," 13,608.00 ", 16 , 48 , 26 , -   , -   , 1.00 , -   
" 5,223.00 ", 12.60 , 258 ," 3,250.80 ", 16 , 48 , 26 , -   , -   , 1.00 , -   
" 5,224.00 ", 12.65 , 100 ," 1,265.00 ", 16 , 52 , 31 , 1.00 , -   , -   , 1.00 
" 5,225.00 ", 12.65 , 92 ," 1,163.80 ", 16 , 55 , 54 , -   , -   , 1.00 , -   
" 5,226.00 ", 12.65 , 400 ," 5,060.00 ", 16 , 55 , 54 , -   , -   , 1.00 , -   
" 5,227.00 ", 12.65 , 300 ," 3,795.00 ", 16 , 55 , 54 , -   , -   , 1.00 , -   
" 5,228.00 ", 12.65 , 100 ," 1,265.00 ", 17 , -   , 8 , -   , -   , 1.00 , -   
" 5,229.00 ", 12.70 , 395 ," 5,016.50 ", 11 , -   , -   , 1.00 , -   , -   , 1.00 
" 5,230.00 ", 12.65 ," 2,000 "," 25,300.00 ", 11 , -   , 12 , -   , 1.00 , -   , (1.00)
" 5,231.00 ", 12.65 , 434 ," 5,490.10 ", 11 , -   , 12 , -   , -   , 1.00 , -   
" 5,232.00 ", 12.60 ," 8,000 "," 100,800.00 ", 11 , -   , 12 , -   , 1.00 , -   , (1.00)
" 5,233.00 ", 12.60 , 400 ," 5,040.00 ", 11 , 16 , 44 , -   , -   , 1.00 , -   
" 5,234.00 ", 12.60 ," 19,400 "," 244,440.00 ", 11 , 16 , 49 , -   , -   , 1.00 , -   
" 5,235.00 ", 12.55 , 632 ," 7,931.60 ", 11 , 17 , 48 , -   , 1.00 , -   , (1.00)
" 5,236.00 ", 12.55 ," 2,000 "," 25,100.00 ", 11 , 17 , 48 , -   , -   , 1.00 , -   
" 5,237.00 ", 12.65 ," 1,380 "," 17,457.00 ", 11 , 24 , 20 , 1.00 , -   , -   , 1.00 
" 5,238.00 ", 12.60 ," 2,363 "," 29,773.80 ", 11 , 24 , 20 , -   , 1.00 , -   , (1.00)
" 5,239.00 ", 12.60 , 500 ," 6,300.00 ", 11 , 24 , 20 , -   , -   , 1.00 , -   
" 5,240.00 ", 12.60 , 757 ," 9,538.20 ", 11 , 24 , 20 , -   , -   , 1.00 , -   
" 5,241.00 ", 12.65 , 700 ," 8,855.00 ", 11 , 26 , 34 , 1.00 , -   , -   , 1.00 
" 5,242.00 ", 12.65 , 430 ," 5,439.50 ", 11 , 30 , 2 , -   , -   , 1.00 , -   
" 5,243.00 ", 12.70 , 793 ," 10,071.10 ", 11 , 34 , 18 , 1.00 , -   , -   , 1.00 
" 5,244.00 ", 12.70 , 150 ," 1,905.00 ", 11 , 34 , 18 , -   , -   , 1.00 , -   
" 5,245.00 ", 12.70 , 207 ," 2,628.90 ", 11 , 36 , 51 , -   , -   , 1.00 , -   
" 5,246.00 ", 12.70 , 646 ," 8,204.20 ", 11 , 36 , 51 , -   , -   , 1.00 , -   
" 5,247.00 ", 12.75 , 750 ," 9,562.50 ", 11 , 43 , 40 , 1.00 , -   , -   , 1.00 
" 5,248.00 ", 12.75 , 47 , 599.25 , 11 , 47 , 44 , -   , -   , 1.00 , -   
" 5,249.00 ", 12.75 ," 1,200 "," 15,300.00 ", 11 , 51 , 18 , -   , -   , 1.00 , -   
" 5,250.00 ", 12.75 , 240 ," 3,060.00 ", 11 , 51 , 49 , -   , -   , 1.00 , -   
" 5,251.00 ", 12.75 , 760 ," 9,690.00 ", 11 , 51 , 49 , -   , -   , 1.00 , -   
" 5,252.00 ", 12.60 , 500 ," 6,300.00 ", 11 , 53 , 10 , -   , 1.00 , -   , (1.00)
" 5,253.00 ", 12.60 ," 1,032 "," 13,003.20 ", 11 , 53 , 10 , -   , -   , 1.00 , -   
" 5,254.00 ", 12.70 , 790 ," 10,033.00 ", 11 , 53 , 10 , 1.00 , -   , -   , 1.00 
" 5,255.00 ", 12.65 ," 2,766 "," 34,989.90 ", 11 , 53 , 10 , -   , 1.00 , -   , (1.00)
" 5,256.00 ", 12.70 , 500 ," 6,350.00 ", 11 , 53 , 10 , 1.00 , -   , -   , 1.00 
" 5,257.00 ", 12.70 ," 1,000 "," 12,700.00 ", 11 , 57 , 30 , -   , -   , 1.00 , -   
" 5,258.00 ", 12.70 , 393 ," 4,991.10 ", 11 , 57 , 30 , -   , -   , 1.00 , -   
" 5,259.00 ", 12.70 , 107 ," 1,358.90 ", 12 , 5 , 7 , -   , -   , 1.00 , -   
" 5,260.00 ", 12.70 , 893 ," 11,341.10 ", 12 , 5 , 7 , -   , -   , 1.00 , -   
" 5,261.00 ", 12.75 , 240 ," 3,060.00 ", 12 , 8 , 41 , 1.00 , -   , -   , 1.00 
" 5,262.00 ", 12.75 , 500 ," 6,375.00 ", 12 , 8 , 41 , -   , -   , 1.00 , -   
" 5,263.00 ", 12.70 , 758 ," 9,626.60 ", 12 , 8 , 58 , -   , 1.00 , -   , (1.00)
" 5,264.00 ", 12.70 , 7 , 88.90 , 12 , 8 , 58 , -   , -   , 1.00 , -   
" 5,265.00 ", 12.70 , 15 , 190.50 , 12 , 8 , 58 , -   , -   , 1.00 , -   
" 5,266.00 ", 12.75 , 733 ," 9,345.75 ", 12 , 14 , 22 , 1.00 , -   , -   , 1.00 
" 5,267.00 ", 12.70 , 500 ," 6,350.00 ", 12 , 15 , 32 , -   , 1.00 , -   , (1.00)
" 5,268.00 ", 12.70 , 227 ," 2,882.90 ", 12 , 19 , 57 , -   , -   , 1.00 , -   
" 5,269.00 ", 12.70 , 250 ," 3,175.00 ", 12 , 23 , 52 , -   , -   , 1.00 , -   
" 5,270.00 ", 12.70 , 100 ," 1,270.00 ", 12 , 29 , 15 , -   , -   , 1.00 , -   
" 5,271.00 ", 12.80 , 300 ," 3,840.00 ", 12 , 47 , 51 , 1.00 , -   , -   , 1.00 
" 5,272.00 ", 12.70 , 123 ," 1,562.10 ", 12 , 47 , 51 , -   , 1.00 , -   , (1.00)
" 5,273.00 ", 12.75 ," 5,767 "," 73,529.25 ", 12 , 47 , 51 , 1.00 , -   , -   , 1.00 
" 5,274.00 ", 12.75 , 500 ," 6,375.00 ", 12 , 47 , 51 , -   , -   , 1.00 , -   
" 5,275.00 ", 12.75 , 300 ," 3,825.00 ", 12 , 47 , 51 , -   , -   , 1.00 , -   
" 5,276.00 ", 12.80 ," 10,000 "," 128,000.00 ", 12 , 47 , 51 , 1.00 , -   , -   , 1.00 
" 5,277.00 ", 12.80 ," 7,647 "," 97,881.60 ", 12 , 47 , 51 , -   , -   , 1.00 , -   
" 5,278.00 ", 12.80 , 500 ," 6,400.00 ", 12 , 47 , 51 , -   , -   , 1.00 , -   
" 5,279.00 ", 12.80 ," 2,000 "," 25,600.00 ", 12 , 47 , 51 , -   , -   , 1.00 , -   
" 5,280.00 ", 12.80 ," 2,863 "," 36,646.40 ", 12 , 47 , 51 , -   , -   , 1.00 , -   
" 5,281.00 ", 12.80 , 973 ," 12,454.40 ", 12 , 48 , 46 , -   , -   , 1.00 , -   
" 5,282.00 ", 12.80 ," 5,277 "," 67,545.60 ", 12 , 50 , 52 , -   , -   , 1.00 , -   
" 5,283.00 ", 12.70 , 159 ," 2,019.30 ", 12 , 53 , 10 , -   , 1.00 , -   , (1.00)
" 5,284.00 ", 12.80 ," 4,123 "," 52,774.40 ", 12 , 55 , 59 , 1.00 , -   , -   , 1.00 
" 5,285.00 ", 12.85 , 895 ," 11,500.75 ", 12 , 57 , 31 , 1.00 , -   , -   , 1.00 
" 5,286.00 ", 12.85 ," 1,105 "," 14,199.25 ", 12 , 57 , 31 , -   , -   , 1.00 , -   
" 5,287.00 ", 12.85 , 667 ," 8,570.95 ", 13 , -   , 40 , -   , -   , 1.00 , -   
" 5,288.00 ", 12.85 ," 1,000 "," 12,850.00 ", 13 , 2 , 4 , -   , -   , 1.00 , -   
" 5,289.00 ", 12.85 ," 1,000 "," 12,850.00 ", 13 , 2 , 33 , -   , -   , 1.00 , -   
" 5,290.00 ", 12.85 ," 1,434 "," 18,426.90 ", 13 , 3 , 43 , -   , -   , 1.00 , -   
" 5,291.00 ", 12.80 , 66 , 844.80 , 13 , 3 , 43 , -   , 1.00 , -   , (1.00)
" 5,292.00 ", 12.80 , 790 ," 10,112.00 ", 13 , 6 , 37 , -   , -   , 1.00 , -   
" 5,293.00 ", 12.80 , 390 ," 4,992.00 ", 13 , 8 , 57 , -   , -   , 1.00 , -   
" 5,294.00 ", 12.85 , 1 , 12.85 , 13 , 9 , 43 , 1.00 , -   , -   , 1.00 
" 5,295.00 ", 12.85 ," 1,566 "," 20,123.10 ", 13 , 9 , 43 , -   , -   , 1.00 , -   
" 5,296.00 ", 12.80 ," 1,533 "," 19,622.40 ", 13 , 9 , 43 , -   , 1.00 , -   , (1.00)
" 5,297.00 ", 12.85 , 299 ," 3,842.15 ", 13 , 15 , 6 , 1.00 , -   , -   , 1.00 
" 5,298.00 ", 12.85 ," 1,179 "," 15,150.15 ", 13 , 15 , 6 , -   , -   , 1.00 , -   
" 5,299.00 ", 12.85 , 435 ," 5,589.75 ", 13 , 15 , 29 , -   , -   , 1.00 , -   
" 5,300.00 ", 12.85 , 650 ," 8,352.50 ", 13 , 16 , 32 , -   , -   , 1.00 , -   
" 5,301.00 ", 12.85 , 60 , 771.00 , 13 , 17 , 37 , -   , -   , 1.00 , -   
" 5,302.00 ", 12.85 , 733 ," 9,419.05 ", 13 , 24 , 15 , -   , -   , 1.00 , -   
" 5,303.00 ", 12.80 , 500 ," 6,400.00 ", 13 , 36 , 11 , -   , 1.00 , -   , (1.00)
" 5,304.00 ", 12.80 ," 1,500 "," 19,200.00 ", 13 , 36 , 39 , -   , -   , 1.00 , -   
" 5,305.00 ", 12.80 ," 3,700 "," 47,360.00 ", 13 , 38 , 14 , -   , -   , 1.00 , -   
" 5,306.00 ", 12.85 , 416 ," 5,345.60 ", 13 , 40 , 44 , 1.00 , -   , -   , 1.00 
" 5,307.00 ", 12.80 , 362 ," 4,633.60 ", 13 , 40 , 44 , -   , 1.00 , -   , (1.00)
" 5,308.00 ", 12.80 , 937 ," 11,993.60 ", 13 , 41 , 58 , -   , -   , 1.00 , -   
" 5,309.00 ", 12.80 , 363 ," 4,646.40 ", 13 , 42 , 24 , -   , -   , 1.00 , -   
" 5,310.00 ", 12.80 ," 3,000 "," 38,400.00 ", 13 , 51 , 52 , -   , -   , 1.00 , -   
" 5,311.00 ", 12.85 ," 3,173 "," 40,773.05 ", 13 , 54 , 6 , 1.00 , -   , -   , 1.00 
" 5,312.00 ", 12.85 ," 1,800 "," 23,130.00 ", 13 , 54 , 6 , -   , -   , 1.00 , -   
" 5,313.00 ", 12.80 ," 1,527 "," 19,545.60 ", 13 , 54 , 6 , -   , 1.00 , -   , (1.00)
" 5,314.00 ", 12.80 ," 2,600 "," 33,280.00 ", 13 , 54 , 6 , -   , -   , 1.00 , -   
" 5,315.00 ", 12.75 , 786 ," 10,021.50 ", 13 , 59 , 11 , -   , 1.00 , -   , (1.00)
" 5,316.00 ", 12.70 , 800 ," 10,160.00 ", 13 , 59 , 17 , -   , 1.00 , -   , (1.00)
" 5,317.00 ", 12.70 , 814 ," 10,337.80 ", 13 , 59 , 17 , -   , -   , 1.00 , -   
" 5,318.00 ", 12.70 , 800 ," 10,160.00 ", 13 , 59 , 17 , -   , -   , 1.00 , -   
" 5,319.00 ", 12.70 , 686 ," 8,712.20 ", 14 , -   , 58 , -   , -   , 1.00 , -   
" 5,320.00 ", 12.70 , 400 ," 5,080.00 ", 14 , -   , 58 , -   , -   , 1.00 , -   
" 5,321.00 ", 12.65 ," 1,000 "," 12,650.00 ", 14 , 2 , 5 , -   , 1.00 , -   , (1.00)
" 5,322.00 ", 12.65 , 500 ," 6,325.00 ", 14 , 2 , 5 , -   , -   , 1.00 , -   
" 5,323.00 ", 12.70 , 414 ," 5,257.80 ", 14 , 2 , 36 , 1.00 , -   , -   , 1.00 
" 5,324.00 ", 12.80 ," 35,433 "," 453,542.40 ", 14 , 2 , 42 , 1.00 , -   , -   , 1.00 
" 5,325.00 ", 12.80 ," 2,000 "," 25,600.00 ", 14 , 4 , 56 , -   , -   , 1.00 , -   
" 5,326.00 ", 12.80 ," 1,125 "," 14,400.00 ", 14 , 5 , 5 , -   , -   , 1.00 , -   
" 5,327.00 ", 12.75 ," 1,600 "," 20,400.00 ", 14 , 25 , 1 , -   , 1.00 , -   , (1.00)
" 5,328.00 ", 12.75 , 350 ," 4,462.50 ", 14 , 41 , 37 , -   , -   , 1.00 , -   
" 5,329.00 ", 12.70 , 80 ," 1,016.00 ", 14 , 41 , 37 , -   , 1.00 , -   , (1.00)
" 5,330.00 ", 12.75 , 70 , 892.50 , 14 , 41 , 37 , 1.00 , -   , -   , 1.00 
" 5,331.00 ", 12.70 , 300 ," 3,810.00 ", 14 , 51 , 6 , -   , 1.00 , -   , (1.00)
" 5,332.00 ", 12.80 , 207 ," 2,649.60 ", 14 , 52 , 6 , 1.00 , -   , -   , 1.00 
" 5,333.00 ", 12.75 ," 1,500 "," 19,125.00 ", 15 , 9 , 11 , -   , 1.00 , -   , (1.00)
" 5,334.00 ", 12.75 ," 1,600 "," 20,400.00 ", 15 , 9 , 11 , -   , -   , 1.00 , -   
" 5,335.00 ", 12.70 , 13 , 165.10 , 15 , 10 , 12 , -   , 1.00 , -   , (1.00)
" 5,336.00 ", 12.70 ," 2,000 "," 25,400.00 ", 15 , 10 , 12 , -   , -   , 1.00 , -   
" 5,337.00 ", 12.70 , 745 ," 9,461.50 ", 15 , 10 , 18 , -   , -   , 1.00 , -   
" 5,338.00 ", 12.80 ," 2,200 "," 28,160.00 ", 15 , 14 , 6 , 1.00 , -   , -   , 1.00 
" 5,339.00 ", 12.80 , 727 ," 9,305.60 ", 15 , 14 , 6 , -   , -   , 1.00 , -   
" 5,340.00 ", 12.80 , 70 , 896.00 , 15 , 14 , 6 , -   , -   , 1.00 , -   
" 5,341.00 ", 12.80 ," 5,799 "," 74,227.20 ", 15 , 14 , 6 , -   , -   , 1.00 , -   
" 5,342.00 ", 12.80 , 273 ," 3,494.40 ", 15 , 19 , 42 , -   , -   , 1.00 , -   
" 5,343.00 ", 12.85 , 30 , 385.50 , 15 , 28 , 34 , 1.00 , -   , -   , 1.00 
" 5,344.00 ", 12.80 , 727 ," 9,305.60 ", 15 , 30 , 44 , -   , 1.00 , -   , (1.00)
" 5,345.00 ", 12.75 ," 2,000 "," 25,500.00 ", 15 , 37 , 20 , -   , 1.00 , -   , (1.00)
" 5,346.00 ", 12.75 , 600 ," 7,650.00 ", 15 , 38 , 3 , -   , -   , 1.00 , -   
" 5,347.00 ", 12.75 , 285 ," 3,633.75 ", 15 , 38 , 3 , -   , -   , 1.00 , -   
" 5,348.00 ", 12.70 , 273 ," 3,467.10 ", 15 , 41 , 20 , -   , 1.00 , -   , (1.00)
" 5,349.00 ", 12.70 , 300 ," 3,810.00 ", 15 , 41 , 49 , -   , -   , 1.00 , -   
" 5,350.00 ", 12.80 ," 2,000 "," 25,600.00 ", 15 , 47 , 49 , 1.00 , -   , -   , 1.00 
" 5,351.00 ", 12.80 , 500 ," 6,400.00 ", 15 , 47 , 49 , -   , -   , 1.00 , -   
" 5,352.00 ", 12.75 ," 1,000 "," 12,750.00 ", 15 , 47 , 49 , -   , 1.00 , -   , (1.00)
" 5,353.00 ", 12.75 , 500 ," 6,375.00 ", 15 , 47 , 49 , -   , -   , 1.00 , -   
" 5,354.00 ", 12.75 , 300 ," 3,825.00 ", 15 , 47 , 49 , -   , -   , 1.00 , -   
" 5,355.00 ", 12.80 ," 1,000 "," 12,800.00 ", 15 , 47 , 49 , 1.00 , -   , -   , 1.00 
" 5,356.00 ", 12.80 , 200 ," 2,560.00 ", 15 , 47 , 49 , -   , -   , 1.00 , -   
" 5,357.00 ", 12.85 , 350 ," 4,497.50 ", 15 , 47 , 49 , 1.00 , -   , -   , 1.00 
" 5,358.00 ", 12.80 ," 4,820 "," 61,696.00 ", 15 , 53 , 18 , -   , 1.00 , -   , (1.00)
" 5,359.00 ", 12.80 , 298 ," 3,814.40 ", 15 , 54 , 44 , -   , -   , 1.00 , -   
" 5,360.00 ", 12.80 ," 1,700 "," 21,760.00 ", 15 , 55 , 19 , -   , -   , 1.00 , -   
" 5,361.00 ", 12.80 ," 2,382 "," 30,489.60 ", 15 , 55 , 19 , -   , -   , 1.00 , -   
" 5,362.00 ", 12.80 ," 2,000 "," 25,600.00 ", 15 , 56 , 4 , -   , -   , 1.00 , -   
" 5,363.00 ", 12.80 ," 1,000 "," 12,800.00 ", 15 , 56 , 44 , -   , -   , 1.00 , -   
" 5,364.00 ", 12.70 , 500 ," 6,350.00 ", 15 , 58 , 37 , -   , 1.00 , -   , (1.00)
" 5,365.00 ", 12.70 , 400 ," 5,080.00 ", 16 , 14 , 17 , -   , -   , 1.00 , -   
" 5,366.00 ", 12.70 , 400 ," 5,080.00 ", 16 , 14 , 24 , -   , -   , 1.00 , -   
" 5,367.00 ", 12.80 ," 1,039 "," 13,299.20 ", 16 , 15 , 11 , 1.00 , -   , -   , 1.00 
" 5,368.00 ", 12.80 , 395 ," 5,056.00 ", 16 , 16 , 23 , -   , -   , 1.00 , -   
" 5,369.00 ", 12.80 , 50 , 640.00 , 16 , 21 , 11 , -   , -   , 1.00 , -   
" 5,370.00 ", 12.80 , 200 ," 2,560.00 ", 16 , 32 , 2 , -   , -   , 1.00 , -   
" 5,371.00 ", 12.75 , 400 ," 5,100.00 ", 16 , 32 , 2 , -   , 1.00 , -   , (1.00)
" 5,372.00 ", 12.75 , 100 ," 1,275.00 ", 16 , 32 , 2 , -   , -   , 1.00 , -   
" 5,373.00 ", 12.80 , 700 ," 8,960.00 ", 16 , 40 , 3 , 1.00 , -   , -   , 1.00 
" 5,374.00 ", 12.85 , 230 ," 2,955.50 ", 16 , 50 , 51 , 1.00 , -   , -   , 1.00 
" 5,375.00 ", 12.85 ," 2,384 "," 30,634.40 ", 16 , 51 , 54 , -   , -   , 1.00 , -   
" 5,376.00 ", 12.80 ," 1,000 "," 12,800.00 ", 16 , 55 , 19 , -   , 1.00 , -   , (1.00)
" 5,377.00 ", 12.85 ," 1,945 "," 24,993.25 ", 17 , -   , 6 , 1.00 , -   , -   , 1.00 
" 5,378.00 ", 12.95 , 300 ," 3,885.00 ", 11 , -   , 12 , 1.00 , -   , -   , 1.00 
" 5,379.00 ", 12.95 , 330 ," 4,273.50 ", 11 , -   , 12 , -   , -   , 1.00 , -   
" 5,380.00 ", 12.95 , 670 ," 8,676.50 ", 11 , 3 , 59 , -   , -   , 1.00 , -   
" 5,381.00 ", 12.95 , 330 ," 4,273.50 ", 11 , 3 , 59 , -   , -   , 1.00 , -   
" 5,382.00 ", 12.95 , 90 ," 1,165.50 ", 11 , 4 , 1 , -   , -   , 1.00 , -   
" 5,383.00 ", 12.95 , 235 ," 3,043.25 ", 11 , 4 , 21 , -   , -   , 1.00 , -   
" 5,384.00 ", 12.95 ," 1,097 "," 14,206.15 ", 11 , 4 , 22 , -   , -   , 1.00 , -   
" 5,385.00 ", 12.95 , 282 ," 3,651.90 ", 11 , 4 , 22 , -   , -   , 1.00 , -   
" 5,386.00 ", 12.95 , 718 ," 9,298.10 ", 11 , 4 , 39 , -   , -   , 1.00 , -   
" 5,387.00 ", 12.95 , 582 ," 7,536.90 ", 11 , 6 , 12 , -   , -   , 1.00 , -   
" 5,388.00 ", 12.90 , 900 ," 11,610.00 ", 11 , 6 , 56 , -   , 1.00 , -   , (1.00)
" 5,389.00 ", 12.90 , 800 ," 10,320.00 ", 11 , 6 , 56 , -   , -   , 1.00 , -   
" 5,390.00 ", 12.90 , 300 ," 3,870.00 ", 11 , 7 , 20 , -   , -   , 1.00 , -   
" 5,391.00 ", 12.95 ," 1,200 "," 15,540.00 ", 11 , 7 , 20 , 1.00 , -   , -   , 1.00 
" 5,392.00 ", 12.95 , 250 ," 3,237.50 ", 11 , 7 , 49 , -   , -   , 1.00 , -   
" 5,393.00 ", 12.95 , 468 ," 6,060.60 ", 11 , 9 , 38 , -   , -   , 1.00 , -   
" 5,394.00 ", 12.95 ," 1,072 "," 13,882.40 ", 11 , 9 , 38 , -   , -   , 1.00 , -   
" 5,395.00 ", 12.90 , 500 ," 6,450.00 ", 11 , 12 , 21 , -   , 1.00 , -   , (1.00)
" 5,396.00 ", 12.85 , 389 ," 4,998.65 ", 11 , 17 , 51 , -   , 1.00 , -   , (1.00)
" 5,397.00 ", 12.85 , 311 ," 3,996.35 ", 11 , 17 , 51 , -   , -   , 1.00 , -   
" 5,398.00 ", 12.85 , 630 ," 8,095.50 ", 11 , 17 , 51 , -   , -   , 1.00 , -   
" 5,399.00 ", 12.85 , 443 ," 5,692.55 ", 11 , 20 , 43 , -   , -   , 1.00 , -   
" 5,400.00 ", 12.85 , 57 , 732.45 , 11 , 23 , 10 , -   , -   , 1.00 , -   
" 5,401.00 ", 12.90 , 640 ," 8,256.00 ", 11 , 23 , 10 , 1.00 , -   , -   , 1.00 
" 5,402.00 ", 12.90 , 860 ," 11,094.00 ", 11 , 24 , 46 , -   , -   , 1.00 , -   
" 5,403.00 ", 12.90 ," 1,080 "," 13,932.00 ", 11 , 26 , 45 , -   , -   , 1.00 , -   
" 5,404.00 ", 12.90 , 6 , 77.40 , 11 , 28 , 42 , -   , -   , 1.00 , -   
" 5,405.00 ", 12.90 , 160 ," 2,064.00 ", 11 , 31 , 7 , -   , -   , 1.00 , -   
" 5,406.00 ", 12.90 , 200 ," 2,580.00 ", 11 , 35 , 20 , -   , -   , 1.00 , -   
" 5,407.00 ", 12.85 , 500 ," 6,425.00 ", 11 , 38 , 24 , -   , 1.00 , -   , (1.00)
" 5,408.00 ", 12.85 , 80 ," 1,028.00 ", 11 , 38 , 24 , -   , -   , 1.00 , -   
" 5,409.00 ", 12.90 , 501 ," 6,462.90 ", 11 , 39 , 7 , 1.00 , -   , -   , 1.00 
" 5,410.00 ", 12.80 , 975 ," 12,480.00 ", 11 , 39 , 7 , -   , 1.00 , -   , (1.00)
" 5,411.00 ", 12.90 , 53 , 683.70 , 11 , 39 , 43 , 1.00 , -   , -   , 1.00 
" 5,412.00 ", 12.90 , 725 ," 9,352.50 ", 11 , 39 , 43 , -   , -   , 1.00 , -   
" 5,413.00 ", 12.85 ," 1,400 "," 17,990.00 ", 11 , 45 , 17 , -   , 1.00 , -   , (1.00)
" 5,414.00 ", 12.90 ," 2,500 "," 32,250.00 ", 11 , 45 , 17 , 1.00 , -   , -   , 1.00 
" 5,415.00 ", 12.90 , 275 ," 3,547.50 ", 11 , 45 , 17 , -   , -   , 1.00 , -   
" 5,416.00 ", 12.90 ," 2,825 "," 36,442.50 ", 11 , 45 , 20 , -   , -   , 1.00 , -   
" 5,417.00 ", 12.85 , 400 ," 5,140.00 ", 11 , 57 , 44 , -   , 1.00 , -   , (1.00)
" 5,418.00 ", 12.85 ," 4,000 "," 51,400.00 ", 11 , 59 , 12 , -   , -   , 1.00 , -   
" 5,419.00 ", 12.85 ," 4,000 "," 51,400.00 ", 11 , 59 , 12 , -   , -   , 1.00 , -   
" 5,420.00 ", 12.90 , 30 , 387.00 , 12 , -   , 48 , 1.00 , -   , -   , 1.00 
" 5,421.00 ", 12.85 ," 3,187 "," 40,952.95 ", 12 , 9 , 48 , -   , 1.00 , -   , (1.00)
" 5,422.00 ", 12.85 ," 1,300 "," 16,705.00 ", 12 , 20 , 1 , -   , -   , 1.00 , -   
" 5,423.00 ", 12.85 ," 3,600 "," 46,260.00 ", 12 , 20 , 34 , -   , -   , 1.00 , -   
" 5,424.00 ", 12.85 , 620 ," 7,967.00 ", 12 , 20 , 34 , -   , -   , 1.00 , -   
" 5,425.00 ", 12.85 , 513 ," 6,592.05 ", 12 , 20 , 34 , -   , -   , 1.00 , -   
" 5,426.00 ", 12.85 ," 1,067 "," 13,710.95 ", 12 , 20 , 34 , -   , -   , 1.00 , -   
" 5,427.00 ", 12.85 , 26 , 334.10 , 12 , 20 , 35 , -   , -   , 1.00 , -   
" 5,428.00 ", 12.85 ," 1,300 "," 16,705.00 ", 12 , 25 , 49 , -   , -   , 1.00 , -   
" 5,429.00 ", 12.85 , 700 ," 8,995.00 ", 12 , 26 , 27 , -   , -   , 1.00 , -   
" 5,430.00 ", 12.85 ," 4,700 "," 60,395.00 ", 12 , 29 , 9 , -   , -   , 1.00 , -   
" 5,431.00 ", 12.80 ," 1,719 "," 22,003.20 ", 12 , 29 , 15 , -   , 1.00 , -   , (1.00)
" 5,432.00 ", 12.80 ," 2,000 "," 25,600.00 ", 12 , 29 , 15 , -   , -   , 1.00 , -   
" 5,433.00 ", 12.80 , 781 ," 9,996.80 ", 12 , 29 , 15 , -   , -   , 1.00 , -   
" 5,434.00 ", 12.80 , 781 ," 9,996.80 ", 12 , 31 , 24 , -   , -   , 1.00 , -   
" 5,435.00 ", 12.80 , 480 ," 6,144.00 ", 12 , 31 , 24 , -   , -   , 1.00 , -   
" 5,436.00 ", 12.80 , 781 ," 9,996.80 ", 12 , 43 , 11 , -   , -   , 1.00 , -   
" 5,437.00 ", 12.80 , 958 ," 12,262.40 ", 12 , 43 , 11 , -   , -   , 1.00 , -   
" 5,438.00 ", 12.80 , 515 ," 6,592.00 ", 12 , 43 , 11 , -   , -   , 1.00 , -   
" 5,439.00 ", 12.80 , 646 ," 8,268.80 ", 12 , 43 , 11 , -   , -   , 1.00 , -   
" 5,440.00 ", 12.85 , 600 ," 7,710.00 ", 12 , 44 , 6 , 1.00 , -   , -   , 1.00 
" 5,441.00 ", 12.85 , 400 ," 5,140.00 ", 12 , 44 , 6 , -   , -   , 1.00 , -   
" 5,442.00 ", 12.80 ," 3,000 "," 38,400.00 ", 12 , 47 , 19 , -   , 1.00 , -   , (1.00)
" 5,443.00 ", 12.80 , 450 ," 5,760.00 ", 12 , 47 , 19 , -   , -   , 1.00 , -   
" 5,444.00 ", 12.80 , 77 , 985.60 , 12 , 47 , 19 , -   , -   , 1.00 , -   
" 5,445.00 ", 12.80 ," 1,050 "," 13,440.00 ", 12 , 47 , 19 , -   , -   , 1.00 , -   
" 5,446.00 ", 12.90 , 535 ," 6,901.50 ", 12 , 47 , 54 , 1.00 , -   , -   , 1.00 
" 5,447.00 ", 12.85 , 900 ," 11,565.00 ", 12 , 47 , 54 , -   , 1.00 , -   , (1.00)
" 5,448.00 ", 12.85 , 465 ," 5,975.25 ", 12 , 47 , 54 , -   , -   , 1.00 , -   
" 5,449.00 ", 12.85 ," 2,500 "," 32,125.00 ", 12 , 47 , 54 , -   , -   , 1.00 , -   
" 5,450.00 ", 12.90 ," 14,500 "," 187,050.00 ", 12 , 57 , 24 , 1.00 , -   , -   , 1.00 
